267:8.0,36.0,4.0,68.0,294.0,27.0,8.5,36.75,3.375,
325:2.0,2.0,10.0,12.0,41.0,2.0,6.0,20.5,1.0,
337:1.0,1.0,10.0,11.0,40.0,1.0,11.0,40.0,1.0,
200:2.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,
329:1.0,1.0,1.0,2.0,2.0,10.0,2.0,2.0,10.0,
235:1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,
300:11.0,40.0,1.0,70.0,296.0,66.0,6.36363636364,26.9090909091,6.0,
269:8.0,36.0,4.0,68.0,294.0,27.0,8.5,36.75,3.375,
271:8.0,36.0,4.0,68.0,294.0,27.0,8.5,36.75,3.375,
240:8.0,36.0,4.0,68.0,294.0,27.0,8.5,36.75,3.375,
273:8.0,36.0,4.0,68.0,294.0,27.0,8.5,36.75,3.375,
275:8.0,36.0,4.0,68.0,294.0,27.0,8.5,36.75,3.375,
245:8.0,36.0,4.0,68.0,294.0,27.0,8.5,36.75,3.375,
365:2.0,3.0,16.0,20.0,78.0,3.0,10.0,39.0,1.5,
380:1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,
255:9.0,38.0,2.0,69.0,295.0,45.0,7.66666666667,32.7777777778,5.0,
