2:56.0,737.0,55.0,1473.0,21877.0,3514.0,26.3035714286,390.660714286,62.75,
516:10.0,55.0,1.0,101.0,551.0,31.0,10.1,55.1,3.1,
517:10.0,55.0,1.0,101.0,551.0,31.0,10.1,55.1,3.1,
520:19.0,190.0,3.0,364.0,3615.0,74.0,19.1578947368,190.263157895,3.89473684211,
522:19.0,190.0,3.0,364.0,3615.0,74.0,19.1578947368,190.263157895,3.89473684211,
530:2.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,
531:1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,
20:51.0,736.0,50.0,1471.0,21844.0,3289.0,28.8431372549,428.31372549,64.4901960784,
540:10.0,55.0,1.0,101.0,551.0,31.0,10.1,55.1,3.1,
31:33.0,561.0,41.0,1130.0,18864.0,1376.0,34.2424242424,571.636363636,41.696969697,
41:33.0,561.0,41.0,1130.0,18864.0,1376.0,34.2424242424,571.636363636,41.696969697,
42:33.0,561.0,41.0,1130.0,18864.0,1376.0,34.2424242424,571.636363636,41.696969697,
560:1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,
51:33.0,561.0,41.0,1130.0,18864.0,1376.0,34.2424242424,571.636363636,41.696969697,
52:33.0,561.0,41.0,1130.0,18864.0,1376.0,34.2424242424,571.636363636,41.696969697,
53:33.0,561.0,41.0,1130.0,18864.0,1376.0,34.2424242424,571.636363636,41.696969697,
54:33.0,561.0,41.0,1130.0,18864.0,1376.0,34.2424242424,571.636363636,41.696969697,
55:33.0,561.0,41.0,1130.0,18864.0,1376.0,34.2424242424,571.636363636,41.696969697,
56:33.0,561.0,41.0,1130.0,18864.0,1376.0,34.2424242424,571.636363636,41.696969697,
57:33.0,561.0,41.0,1130.0,18864.0,1376.0,34.2424242424,571.636363636,41.696969697,
58:33.0,561.0,41.0,1130.0,18864.0,1376.0,34.2424242424,571.636363636,41.696969697,
60:33.0,561.0,41.0,1130.0,18864.0,1376.0,34.2424242424,571.636363636,41.696969697,
70:33.0,561.0,41.0,1130.0,18864.0,1376.0,34.2424242424,571.636363636,41.696969697,
80:33.0,561.0,41.0,1130.0,18864.0,1376.0,34.2424242424,571.636363636,41.696969697,
600:19.0,190.0,3.0,364.0,3615.0,74.0,19.1578947368,190.263157895,3.89473684211,
90:33.0,561.0,41.0,1130.0,18864.0,1376.0,34.2424242424,571.636363636,41.696969697,
91:33.0,561.0,41.0,1130.0,18864.0,1376.0,34.2424242424,571.636363636,41.696969697,
92:33.0,561.0,41.0,1130.0,18864.0,1376.0,34.2424242424,571.636363636,41.696969697,
93:33.0,561.0,41.0,1130.0,18864.0,1376.0,34.2424242424,571.636363636,41.696969697,
94:33.0,561.0,41.0,1130.0,18864.0,1376.0,34.2424242424,571.636363636,41.696969697,
95:33.0,561.0,41.0,1130.0,18864.0,1376.0,34.2424242424,571.636363636,41.696969697,
100:33.0,561.0,41.0,1130.0,18864.0,1376.0,34.2424242424,571.636363636,41.696969697,
101:33.0,561.0,41.0,1130.0,18864.0,1376.0,34.2424242424,571.636363636,41.696969697,
615:19.0,190.0,3.0,364.0,3615.0,74.0,19.1578947368,190.263157895,3.89473684211,
616:19.0,190.0,3.0,364.0,3615.0,74.0,19.1578947368,190.263157895,3.89473684211,
620:20.0,191.0,24.0,386.0,3804.0,192.0,19.3,190.2,9.6,
110:33.0,561.0,41.0,1130.0,18864.0,1376.0,34.2424242424,571.636363636,41.696969697,
625:19.0,190.0,3.0,364.0,3615.0,74.0,19.1578947368,190.263157895,3.89473684211,
115:33.0,561.0,41.0,1130.0,18864.0,1376.0,34.2424242424,571.636363636,41.696969697,
630:7.0,25.0,41.0,84.0,422.0,314.0,12.0,60.2857142857,44.8571428571,
640:24.0,187.0,120.0,470.0,4539.0,2128.0,19.5833333333,189.125,88.6666666667,
130:33.0,561.0,41.0,1130.0,18864.0,1376.0,34.2424242424,571.636363636,41.696969697,
645:19.0,190.0,3.0,364.0,3615.0,74.0,19.1578947368,190.263157895,3.89473684211,
135:33.0,561.0,41.0,1130.0,18864.0,1376.0,34.2424242424,571.636363636,41.696969697,
651:20.0,192.0,1.0,365.0,3616.0,112.0,18.25,180.8,5.6,
652:19.0,190.0,3.0,364.0,3615.0,74.0,19.1578947368,190.263157895,3.89473684211,
145:33.0,561.0,41.0,1130.0,18864.0,1376.0,34.2424242424,571.636363636,41.696969697,
660:19.0,190.0,3.0,364.0,3615.0,74.0,19.1578947368,190.263157895,3.89473684211,
