640:8.0,14.0,22.0,42.0,83.0,106.0,5.25,10.375,13.25,
130:1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,
645:1.0,1.0,5.0,6.0,12.0,13.0,6.0,12.0,13.0,
145:1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,
530:1.0,1.0,9.0,10.0,20.0,16.0,10.0,20.0,16.0,
290:4.0,8.0,18.0,30.0,63.0,60.0,7.5,15.75,15.0,
220:10.0,25.0,19.0,59.0,117.0,158.0,5.9,11.7,15.8,
350:4.0,7.0,18.0,28.0,55.0,64.0,7.0,13.75,16.0,
310:1.0,1.0,7.0,8.0,14.0,22.0,8.0,14.0,22.0,
315:2.0,3.0,12.0,16.0,38.0,33.0,8.0,19.0,16.5,
700:3.0,6.0,12.0,21.0,37.0,49.0,7.0,12.3333333333,16.3333333333,
325:10.0,20.0,16.0,46.0,96.0,149.0,4.6,9.6,14.9,
200:6.0,12.0,13.0,31.0,69.0,81.0,5.16666666667,11.5,13.5,
211:4.0,10.0,15.0,31.0,69.0,69.0,7.75,17.25,17.25,
345:4.0,8.0,12.0,24.0,53.0,69.0,6.0,13.25,17.25,
90:4.0,10.0,0.0,16.0,40.0,0.0,4.0,10.0,0.0,
91:4.0,10.0,0.0,16.0,40.0,0.0,4.0,10.0,0.0,
92:4.0,10.0,0.0,16.0,40.0,0.0,4.0,10.0,0.0,
93:4.0,10.0,0.0,16.0,40.0,0.0,4.0,10.0,0.0,
94:4.0,10.0,0.0,16.0,40.0,0.0,4.0,10.0,0.0,
355:1.0,1.0,7.0,8.0,14.0,22.0,8.0,14.0,22.0,
230:1.0,1.0,9.0,10.0,20.0,16.0,10.0,20.0,16.0,
360:6.0,13.0,14.0,34.0,71.0,95.0,5.66666666667,11.8333333333,15.8333333333,
235:1.0,1.0,5.0,6.0,12.0,13.0,6.0,12.0,13.0,
365:10.0,17.0,15.0,39.0,79.0,138.0,3.9,7.9,13.8,
366:2.0,3.0,8.0,12.0,20.0,23.0,6.0,10.0,11.5,
367:2.0,3.0,8.0,12.0,20.0,23.0,6.0,10.0,11.5,
368:1.0,1.0,9.0,10.0,17.0,15.0,10.0,17.0,15.0,
339:1.0,1.0,9.0,10.0,20.0,16.0,10.0,20.0,16.0,
630:3.0,6.0,12.0,21.0,37.0,49.0,7.0,12.3333333333,16.3333333333,
375:1.0,1.0,9.0,10.0,17.0,15.0,10.0,17.0,15.0,
255:5.0,12.0,21.0,40.0,84.0,78.0,8.0,16.8,15.6,
