640:1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,
360:3.0,4.0,2.0,7.0,9.0,9.0,2.33333333333,3.0,3.0,
130:1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,
740:3.0,6.0,3.0,12.0,21.0,7.0,4.0,7.0,2.33333333333,
305:1.0,1.0,2.0,3.0,4.0,1.0,3.0,4.0,1.0,
200:4.0,7.0,2.0,12.0,21.0,11.0,3.0,5.25,2.75,
700:2.0,2.0,1.0,3.0,3.0,2.0,1.5,1.5,1.0,
235:1.0,1.0,3.0,4.0,7.0,2.0,4.0,7.0,2.0,
290:2.0,2.0,6.0,8.0,12.0,4.0,4.0,6.0,2.0,
365:1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,
145:1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,
211:1.0,1.0,4.0,5.0,8.0,2.0,5.0,8.0,2.0,
630:2.0,2.0,1.0,3.0,3.0,2.0,1.5,1.5,1.0,
2:3.0,6.0,3.0,12.0,21.0,7.0,4.0,7.0,2.33333333333,
345:2.0,3.0,2.0,6.0,8.0,3.0,3.0,4.0,1.5,
315:3.0,4.0,1.0,6.0,8.0,6.0,2.0,2.66666666667,2.0,
220:5.0,8.0,2.0,13.0,22.0,18.0,2.6,4.4,3.6,
