dispnum3,styear,endyear,outcome,settle,hiact,hostlev,maxdur,mindur,numa,numb,conttype,a_ccode,a_styear,a_endyear,a_revstate,a_revtype1,a_revtype2,a_milex,a_milper,a_irst,a_pec,a_tpop,a_upop,a_cinc,b_ccode,b_styear,b_endyear,b_revstate,b_revtype1,b_revtype2,b_milex,b_milper,b_irst,b_pec,b_tpop,b_upop,b_cinc
89,1822,1823,1,2,20,5,419,419,4,1,0,255,1823,1823,0,0,-9,3377.0,130.0,39.0,1500.0,11844.0,212.0,0.0492057,230,1822,1823,0,0,-9,-9.0,136.0,10.0,0.0,11628.0,265.5,0.03116625
89,1822,1823,1,2,20,5,419,419,4,1,0,365,1823,1823,0,0,-9,9261.0,684.0,149.0,14.0,50800.0,495.0,0.1560409,230,1822,1823,0,0,-9,-9.0,136.0,10.0,0.0,11628.0,265.5,0.03116625
89,1822,1823,1,2,20,5,419,419,4,1,0,300,1823,1823,0,0,-9,6136.0,272.0,72.0,100.0,31543.0,674.0,0.092077,230,1822,1823,0,0,-9,-9.0,136.0,10.0,0.0,11628.0,265.5,0.03116625
1735,1825,1825,5,3,17,4,2,2,1,1,4,325,1825,1825,0,0,-9,1024.0,27.0,10.0,0.0,4086.0,0.0,0.0101648,640,1825,1825,0,0,-9,-9.0,190.0,0.0,3.0,28100.0,872.0,0.0632651
368,1832,1833,2,2,17,4,249,249,2,3,4,210,1832,1833,0,0,-9,3387.5,38.0,0.0,581.5,2744.0,204.5,0.020672049999999997,200,1832,1833,0,0,-9,8758.0,144.5,680.0,31882.0,24487.5,2966.0,0.3021129
368,1832,1833,2,2,17,4,249,249,2,3,1,210,1832,1833,0,0,-9,3387.5,38.0,0.0,581.5,2744.0,204.5,0.020672049999999997,211,1832,1833,0,0,-9,2412.5,42.0,94.0,1964.5,4126.5,196.5,0.03358365
368,1832,1833,2,2,17,4,249,249,2,3,5,210,1832,1833,0,0,-9,3387.5,38.0,0.0,581.5,2744.0,204.5,0.020672049999999997,220,1832,1833,0,0,-9,14977.5,305.0,230.5,2666.5,32810.0,1092.0,0.14004745000000002
368,1832,1833,2,2,17,4,249,249,2,3,1,210,1832,1833,0,0,-9,3387.5,38.0,0.0,581.5,2744.0,204.5,0.020672049999999997,220,1832,1833,0,0,-9,14977.5,305.0,230.5,2666.5,32810.0,1092.0,0.14004745000000002
1753,1833,1833,7,1,15,4,100,100,1,1,0,100,1833,1833,0,0,-9,-9.0,3.0,0.0,0.0,1625.0,0.0,0.0014099,220,1833,1833,1,2,-9,14117.0,299.0,236.0,2779.0,32890.0,1106.0,0.1385674
1524,1834,1834,7,1,15,4,212,155,1,1,0,100,1834,1834,0,0,-9,-9.0,3.0,0.0,0.0,1655.0,0.0,0.0014364,2,1834,1834,0,0,-9,2073.0,13.0,240.0,1291.0,14582.0,295.0,0.0477735
301,1835,1835,3,1,8,3,61,2,1,1,0,220,1835,1835,0,0,-9,11823.0,289.0,295.0,3282.0,33260.0,1163.0,0.1364132,2,1835,1835,1,2,-9,2001.0,14.0,260.0,1650.0,15003.0,324.0,0.04852
1555,1836,1836,8,3,14,4,119,89,1,1,1,2,1836,1836,0,0,-9,2571.0,17.0,280.0,1807.0,15423.0,356.0,0.050953,70,1836,1836,0,0,-9,-9.0,25.0,0.0,1.0,6729.0,138.0,0.0094143
1554,1836,1837,7,1,15,4,182,122,1,1,1,70,1836,1837,0,0,-9,-9.0,25.0,0.0,1.0,6765.0,139.0,0.00958055,2,1836,1837,0,0,-9,2846.0,19.5,285.0,1917.0,15633.0,373.5,0.0522447
1623,1836,1837,8,1,15,4,374,374,1,1,0,100,1836,1837,0,0,-9,-9.0,3.0,0.0,0.0,1733.5,0.0,0.0014494999999999998,200,1836,1837,0,0,-9,8084.5,143.0,1000.0,36075.0,25483.5,3302.0,0.30015265
1553,1838,1838,5,3,16,4,30,1,1,1,1,70,1838,1838,0,0,-9,-9.0,25.0,0.0,1.0,6875.0,142.0,0.0096588,2,1838,1838,0,0,-9,3083.0,18.0,310.0,1922.0,16264.0,429.0,0.0532727
1556,1839,1839,7,3,15,4,31,1,1,1,1,2,1839,1839,0,0,-9,2012.0,19.0,330.0,2159.0,16684.0,471.0,0.0508006,70,1839,1839,0,0,-9,-9.0,25.0,0.0,3.0,6948.0,144.0,0.0094783
1586,1846,1846,5,3,13,4,182,182,1,1,1,160,1846,1846,0,0,-9,199.0,-9.0,0.0,29.0,790.0,108.0,0.0027282,150,1846,1846,1,2,-9,-9.0,8.0,0.0,0.0,311.0,0.0,0.0008368
1498,1846,1847,4,4,8,3,92,92,2,1,0,155,1846,1847,0,0,-9,-9.0,2.5,0.0,10.5,1184.0,0.0,0.00094685000000000006,230,1846,1847,1,3,-9,2211.0,121.0,38.0,142.0,13932.5,521.0,0.02816105
1498,1846,1847,4,4,8,3,92,92,2,1,0,135,1846,1847,0,0,-9,-9.0,10.5,0.0,0.0,1798.0,0.0,0.00193205,230,1846,1847,1,3,-9,2211.0,121.0,38.0,142.0,13932.5,521.0,0.02816105
19,1848,1849,5,1,20,5,434,434,1,3,1,300,1848,1849,0,0,-9,11273.0,408.5,149.5,899.0,36379.0,789.0,0.0828984,332,1848,1848,0,0,-9,-9.0,3.0,0.0,-9.0,576.0,0.0,0.0007266
19,1848,1849,5,1,20,5,434,434,1,3,0,300,1848,1849,0,0,-9,11273.0,408.5,149.5,899.0,36379.0,789.0,0.0828984,337,1848,1848,0,0,-9,219.0,6.0,0.0,-9.0,1547.0,103.0,0.0034357
375,1848,1849,6,1,20,5,466,466,4,4,0,240,1848,1848,0,0,-9,244.0,22.0,10.0,56.0,1759.0,0.0,0.0032822,365,1848,1848,0,0,-9,18003.0,526.0,198.0,107.0,67100.0,1035.0,0.1225773
375,1848,1849,6,1,20,5,466,466,4,4,0,245,1849,1849,0,0,-9,800.0,58.0,20.0,91.0,4512.0,0.0,0.0082606,200,1848,1848,0,0,-9,14883.0,208.0,2090.0,53858.0,27820.0,4339.0,0.3041608
375,1848,1849,6,1,20,5,466,466,4,4,0,269,1849,1849,0,0,-9,299.0,26.0,20.0,-9.0,1886.0,0.0,0.0046492,200,1848,1848,0,0,-9,14883.0,208.0,2090.0,53858.0,27820.0,4339.0,0.3041608
375,1848,1849,6,1,20,5,466,466,4,4,0,269,1849,1849,0,0,-9,299.0,26.0,20.0,-9.0,1886.0,0.0,0.0046492,380,1848,1848,0,0,-9,593.0,47.0,143.0,52.0,4743.0,0.0,0.0121058
375,1848,1849,6,1,20,5,466,466,4,4,5,240,1848,1848,0,0,-9,244.0,22.0,10.0,56.0,1759.0,0.0,0.0032822,200,1848,1848,0,0,-9,14883.0,208.0,2090.0,53858.0,27820.0,4339.0,0.3041608
375,1848,1849,6,1,20,5,466,466,4,4,0,245,1849,1849,0,0,-9,800.0,58.0,20.0,91.0,4512.0,0.0,0.0082606,380,1848,1848,0,0,-9,593.0,47.0,143.0,52.0,4743.0,0.0,0.0121058
375,1848,1849,6,1,20,5,466,466,4,4,5,240,1848,1848,0,0,-9,244.0,22.0,10.0,56.0,1759.0,0.0,0.0032822,380,1848,1848,0,0,-9,593.0,47.0,143.0,52.0,4743.0,0.0,0.0121058
375,1848,1849,6,1,20,5,466,466,4,4,0,245,1849,1849,0,0,-9,800.0,58.0,20.0,91.0,4512.0,0.0,0.0082606,365,1848,1848,0,0,-9,18003.0,526.0,198.0,107.0,67100.0,1035.0,0.1225773
375,1848,1849,6,1,20,5,466,466,4,4,0,269,1849,1849,0,0,-9,299.0,26.0,20.0,-9.0,1886.0,0.0,0.0046492,365,1848,1848,0,0,-9,18003.0,526.0,198.0,107.0,67100.0,1035.0,0.1225773
19,1848,1849,5,1,20,5,434,434,1,3,1,300,1848,1849,0,0,-9,11273.0,408.5,149.5,899.0,36379.0,789.0,0.0828984,325,1848,1849,1,1,-9,3815.5,70.0,20.0,58.5,4922.0,237.5,0.017975400000000002
375,1848,1849,6,1,20,5,466,466,4,4,0,245,1849,1849,0,0,-9,800.0,58.0,20.0,91.0,4512.0,0.0,0.0082606,390,1848,1849,0,0,-9,319.5,34.0,0.0,110.0,2306.0,132.0,0.0057353000000000005
375,1848,1849,6,1,20,5,466,466,4,4,4,240,1848,1848,0,0,-9,244.0,22.0,10.0,56.0,1759.0,0.0,0.0032822,390,1848,1849,0,0,-9,319.5,34.0,0.0,110.0,2306.0,132.0,0.0057353000000000005
375,1848,1849,6,1,20,5,466,466,4,4,0,269,1849,1849,0,0,-9,299.0,26.0,20.0,-9.0,1886.0,0.0,0.0046492,390,1848,1849,0,0,-9,319.5,34.0,0.0,110.0,2306.0,132.0,0.0057353000000000005
236,1849,1849,5,3,7,3,39,39,3,1,0,220,1849,1849,0,0,-9,19339.0,465.0,414.0,6356.0,35550.0,1607.0,0.1321712,365,1849,1849,1,2,-9,17790.0,699.0,190.0,107.0,67800.0,1041.0,0.1306852
236,1849,1849,5,3,7,3,39,39,3,1,0,200,1849,1849,0,0,-9,12008.0,203.0,2170.0,56525.0,27714.0,4435.0,0.304769,365,1849,1849,1,2,-9,17790.0,699.0,190.0,107.0,67800.0,1041.0,0.1306852
236,1849,1849,5,3,7,3,39,39,3,1,1,640,1849,1849,0,0,-9,-9.0,140.0,0.0,11.0,36221.0,1122.0,0.0481157,365,1849,1849,1,2,-9,17790.0,699.0,190.0,107.0,67800.0,1041.0,0.1306852
236,1849,1849,5,3,7,3,39,39,3,1,5,640,1849,1849,0,0,-9,-9.0,140.0,0.0,11.0,36221.0,1122.0,0.0481157,365,1849,1849,1,2,-9,17790.0,699.0,190.0,107.0,67800.0,1041.0,0.1306852
1493,1849,1849,5,3,15,4,92,32,1,1,0,101,1849,1849,0,0,-9,-9.0,-9.0,0.0,0.0,1301.0,0.0,0.000965,210,1849,1849,0,0,-9,1416.0,31.0,0.0,1256.0,3060.0,224.0,0.0114292
2012,1850,1851,4,3,14,4,62,2,1,1,1,160,1850,1851,0,0,-9,238.00000000000003,4.5,0.0,53.5,947.0,113.0,0.00289765,150,1850,1851,1,2,-9,-9.0,8.0,0.0,0.0,350.5,0.0,0.0007888
1528,1851,1852,1,2,20,5,309,280,1,1,1,140,1851,1852,0,0,-9,1211.0,21.5,0.0,54.5,7400.0,109.0,0.0094287,160,1851,1852,1,1,-9,-9.0,6.0,0.0,60.0,986.0,114.5,0.00269865
1523,1852,1852,5,3,8,3,140,110,2,1,1,155,1852,1852,0,0,-9,-9.0,3.0,0.0,20.0,1358.0,0.0,0.001036,135,1852,1852,1,3,-9,-9.0,11.0,0.0,0.0,2112.0,0.0,0.0019935
1523,1852,1852,5,3,8,3,140,110,2,1,1,100,1852,1852,0,0,-9,-9.0,2.0,0.0,0.0,2274.0,0.0,0.0014551,135,1852,1852,1,3,-9,-9.0,11.0,0.0,0.0,2112.0,0.0,0.0019935
3326,1853,1853,5,3,16,4,69,69,1,1,1,300,1853,1853,0,0,-9,10937.0,514.0,241.0,1207.0,36866.0,888.0,0.0872489,325,1853,1853,0,0,-9,1444.0,51.0,20.0,109.0,4978.0,242.0,0.0115404
1550,1855,1855,5,3,17,4,31,1,1,1,1,2,1855,1855,0,0,-9,5892.0,26.0,711.0,14651.0,27386.0,1760.0,0.0759974,70,1855,1855,0,0,-9,-9.0,26.0,0.0,22.0,7917.0,184.0,0.0078971
1522,1856,1856,4,3,7,3,109,109,1,1,0,2,1856,1856,0,0,-9,6117.0,26.0,801.0,15378.0,28212.0,1908.0,0.0784092,100,1856,1856,1,2,-9,-9.0,2.0,0.0,0.0,2402.0,0.0,0.0014066
1757,1856,1857,4,4,7,3,123,63,1,1,0,200,1856,1857,0,0,-9,25617.5,327.0,3681.0,74294.5,28099.0,5218.5,0.29287425,100,1856,1857,1,2,-9,-9.0,1.5,0.0,0.0,2418.5,0.0,0.0013958
207,1858,1858,3,3,16,4,159,129,1,1,0,200,1858,1858,0,0,-9,19531.0,292.0,3511.0,73912.0,28390.0,5391.0,0.2895613,2,1858,1858,1,2,-9,7297.0,29.0,640.0,16015.0,29862.0,2244.0,0.0834308
1628,1858,1858,6,1,13,4,119,89,2,1,0,220,1858,1858,0,0,-9,19967.0,427.0,872.0,12941.0,36340.0,2451.0,0.1314255,101,1858,1858,0,0,-9,-9.0,10.0,0.0,0.0,1464.0,0.0,0.0014177
1628,1858,1858,6,1,13,4,119,89,2,1,0,200,1858,1858,0,0,-9,19531.0,292.0,3511.0,73912.0,28390.0,5391.0,0.2895613,101,1858,1858,0,0,-9,-9.0,10.0,0.0,0.0,1464.0,0.0,0.0014177
2322,1858,1858,4,3,15,4,128,98,1,1,0,135,1858,1858,0,0,-9,-9.0,12.0,0.0,0.0,2363.0,0.0,0.0020285,2,1858,1858,0,0,-9,7297.0,29.0,640.0,16015.0,29862.0,2244.0,0.0834308
115,1859,1859,2,1,20,5,165,165,2,2,1,300,1859,1859,0,0,-9,22828.0,355.0,318.0,2174.0,37579.0,1074.0,0.0822447,325,1859,1859,1,1,-9,5716.0,53.0,20.0,193.0,5054.0,248.0,0.0147915
115,1859,1859,2,1,20,5,165,165,2,2,1,255,1859,1859,0,0,-9,4553.0,153.0,490.0,11650.0,17994.0,713.0,0.0537894,220,1859,1859,0,0,-9,32307.0,465.0,864.0,13081.0,36500.0,2592.0,0.1387151
115,1859,1859,2,1,20,5,165,165,2,2,1,255,1859,1859,0,0,-9,4553.0,153.0,490.0,11650.0,17994.0,713.0,0.0537894,325,1859,1859,1,1,-9,5716.0,53.0,20.0,193.0,5054.0,248.0,0.0147915
115,1859,1859,2,1,20,5,165,165,2,2,0,300,1859,1859,0,0,-9,22828.0,355.0,318.0,2174.0,37579.0,1074.0,0.0822447,220,1859,1859,0,0,-9,32307.0,465.0,864.0,13081.0,36500.0,2592.0,0.1387151
1594,1859,1859,7,4,15,4,91,33,1,1,0,135,1859,1859,0,0,-9,-9.0,10.0,0.0,0.0,2397.0,0.0,0.0018975,230,1859,1859,0,0,-9,4405.0,124.0,35.0,615.0,15580.0,740.0,0.0267245
1629,1859,1859,7,1,15,4,2,2,1,1,0,200,1859,1859,0,0,-9,24324.0,315.0,3773.0,75908.0,28591.0,5509.0,0.2904985,150,1859,1859,0,0,-9,-9.0,8.0,0.0,0.0,439.0,0.0,0.0007289
1630,1859,1859,5,3,15,4,31,1,1,1,0,101,1859,1859,0,0,-9,-9.0,10.0,0.0,0.0,1484.0,0.0,0.0014102,200,1859,1859,0,0,-9,24324.0,315.0,3773.0,75908.0,28591.0,5509.0,0.2904985
1548,1859,1860,5,4,12,3,45,45,1,1,1,2,1859,1860,0,0,-9,6349.0,28.5,799.0,17858.5,31100.0,2536.0,0.0802233,70,1859,1860,0,0,-9,-9.0,26.0,0.0,48.0,8357.0,196.5,0.0066707
2242,1860,1860,5,3,1,2,1,1,1,1,1,155,1860,1860,0,0,-9,-9.0,4.0,0.0,50.0,1618.0,108.0,0.0016663,135,1860,1860,1,4,-9,1965.0,10.0,0.0,0.0,2425.0,0.0,0.0034425
1762,1862,1863,7,1,15,4,219,190,1,1,0,140,1862,1863,0,0,-9,1079.0,17.5,0.0,176.5,8744.0,186.0,0.00510635,200,1862,1863,0,0,-9,22889.5,308.5,4294.0,85298.5,29358.0,5962.0,0.2507929
3245,1862,1864,4,1,17,4,884,825,1,1,1,365,1862,1864,0,0,-9,23334.333333333332,876.33333333333337,276.66666666666669,366.66666666666669,74266.666666666672,1193.0,0.072722033333333339,710,1862,1864,1,1,-9,-9.0,1000.0,10.0,0.0,365438.0,-9.0,0.16483309999999998
13,1863,1863,1,2,15,4,134,134,3,1,0,2,1863,1863,0,0,-9,119662.0,960.0,860.0,21157.0,34026.0,3018.0,0.178967,740,1863,1863,0,0,-9,-9.0,0.0,0.0,0.0,33091.0,1850.0,0.0242581
13,1863,1863,1,2,15,4,134,134,3,1,0,220,1863,1863,0,0,-9,27082.0,493.0,1157.0,16505.0,37710.0,2992.0,0.1023744,740,1863,1863,0,0,-9,-9.0,0.0,0.0,0.0,33091.0,1850.0,0.0242581
194,1863,1864,1,2,20,5,461,461,7,2,0,269,1863,1864,0,0,-9,333.0,27.0,15.0,2397.5,2303.0,142.5,0.005212,390,1863,1864,0,0,-9,615.5,28.5,0.0,266.0,2203.5,163.0,0.00314545
194,1863,1864,1,2,20,5,461,461,7,2,5,240,1863,1864,0,0,-9,397.5,27.0,45.0,201.0,1918.0,0.0,0.0025028,200,1863,1864,0,0,-9,22041.0,301.0,4713.5,89029.0,29576.0,6105.5,0.2471933
194,1863,1864,1,2,20,5,461,461,7,2,0,271,1863,1864,0,0,-9,326.5,11.0,10.0,-9.0,1738.0,0.0,0.0013147500000000002,200,1863,1864,0,0,-9,22041.0,301.0,4713.5,89029.0,29576.0,6105.5,0.2471933
194,1863,1864,1,2,20,5,461,461,7,2,0,300,1863,1864,0,0,-9,10450.5,288.0,360.0,3110.5,36295.0,1035.5,0.0401154,390,1863,1864,0,0,-9,615.5,28.5,0.0,266.0,2203.5,163.0,0.00314545
194,1863,1864,1,2,20,5,461,461,7,2,0,271,1863,1864,0,0,-9,326.5,11.0,10.0,-9.0,1738.0,0.0,0.0013147500000000002,390,1863,1864,0,0,-9,615.5,28.5,0.0,266.0,2203.5,163.0,0.00314545
194,1863,1864,1,2,20,5,461,461,7,2,0,300,1863,1864,0,0,-9,10450.5,288.0,360.0,3110.5,36295.0,1035.5,0.0401154,200,1863,1864,0,0,-9,22041.0,301.0,4713.5,89029.0,29576.0,6105.5,0.2471933
194,1863,1864,1,2,20,5,461,461,7,2,0,267,1863,1863,0,0,-9,245.0,8.0,10.0,-9.0,1420.0,0.0,0.0010945,200,1863,1864,0,0,-9,22041.0,301.0,4713.5,89029.0,29576.0,6105.5,0.2471933
194,1863,1864,1,2,20,5,461,461,7,2,4,240,1863,1864,0,0,-9,397.5,27.0,45.0,201.0,1918.0,0.0,0.0025028,390,1863,1864,0,0,-9,615.5,28.5,0.0,266.0,2203.5,163.0,0.00314545
194,1863,1864,1,2,20,5,461,461,7,2,0,275,1863,1864,0,0,-9,141.5,12.0,10.0,-9.0,854.5,0.0,0.00098595,200,1863,1864,0,0,-9,22041.0,301.0,4713.5,89029.0,29576.0,6105.5,0.2471933
194,1863,1864,1,2,20,5,461,461,7,2,0,275,1863,1864,0,0,-9,141.5,12.0,10.0,-9.0,854.5,0.0,0.00098595,390,1863,1864,0,0,-9,615.5,28.5,0.0,266.0,2203.5,163.0,0.00314545
194,1863,1864,1,2,20,5,461,461,7,2,0,269,1863,1864,0,0,-9,333.0,27.0,15.0,2397.5,2303.0,142.5,0.005212,200,1863,1864,0,0,-9,22041.0,301.0,4713.5,89029.0,29576.0,6105.5,0.2471933
194,1863,1864,1,2,20,5,461,461,7,2,0,267,1863,1863,0,0,-9,245.0,8.0,10.0,-9.0,1420.0,0.0,0.0010945,390,1863,1864,0,0,-9,615.5,28.5,0.0,266.0,2203.5,163.0,0.00314545
1590,1863,1870,2,2,20,5,2405,2375,1,2,1,150,1863,1870,0,0,-9,-9.0,28.874999999999996,0.0,0.0,369.62499999999989,0.0,0.001343675,140,1863,1870,1,4,-9,2920.875,55.124999999999993,0.0,186.50000000000006,9046.4999999999964,262.37500000000006,0.0088006875
1590,1863,1870,2,2,20,5,2405,2375,1,2,1,150,1863,1870,0,0,-9,-9.0,28.874999999999996,0.0,0.0,369.62500000000006,0.0,0.0013436750000000003,160,1865,1870,1,4,-9,495.5,15.0,0.0,192.33333333333331,1708.0000000000002,175.0,0.0028259
261,1865,1866,2,2,20,5,480,480,8,3,0,275,1866,1866,0,0,-9,147.0,12.0,10.0,-9.0,856.0,0.0,0.0011775,280,1866,1866,0,0,-9,-9.0,5.0,0.0,-9.0,558.0,0.0,0.0004714
261,1865,1866,2,2,20,5,480,480,8,3,0,271,1866,1866,0,0,-9,328.0,12.0,10.0,-9.0,1761.0,0.0,0.0016377,280,1866,1866,0,0,-9,-9.0,5.0,0.0,-9.0,558.0,0.0,0.0004714
261,1865,1866,2,2,20,5,480,480,8,3,1,300,1865,1866,0,0,-9,15938.5,287.5,283.5,3273.5,35743.0,1104.0,0.050539650000000005,255,1865,1866,1,1,-9,6109.0,215.0,982.5,23627.0,22381.5,1087.5,0.0653272
261,1865,1866,2,2,20,5,480,480,8,3,0,300,1865,1866,0,0,-9,15938.5,287.5,283.5,3273.5,35743.0,1104.0,0.050539650000000005,280,1866,1866,0,0,-9,-9.0,5.0,0.0,-9.0,558.0,0.0,0.0004714
261,1865,1866,2,2,20,5,480,480,8,3,0,245,1866,1866,0,0,-9,962.0,73.0,30.0,367.0,4815.0,168.0,0.0068818,325,1866,1866,0,0,-9,22345.0,233.0,20.0,541.0,25200.0,1639.0,0.050007
261,1865,1866,2,2,20,5,480,480,8,3,1,269,1866,1866,0,0,-9,344.0,27.0,10.0,2859.0,2383.0,159.0,0.0057244,255,1865,1866,1,1,-9,6109.0,215.0,982.5,23627.0,22381.5,1087.5,0.0653272
261,1865,1866,2,2,20,5,480,480,8,3,0,269,1866,1866,0,0,-9,344.0,27.0,10.0,2859.0,2383.0,159.0,0.0057244,280,1866,1866,0,0,-9,-9.0,5.0,0.0,-9.0,558.0,0.0,0.0004714
261,1865,1866,2,2,20,5,480,480,8,3,0,273,1866,1866,0,0,-9,150.0,8.0,10.0,420.0,749.0,0.0,0.0011797,280,1866,1866,0,0,-9,-9.0,5.0,0.0,-9.0,558.0,0.0,0.0004714
261,1865,1866,2,2,20,5,480,480,8,3,1,271,1866,1866,0,0,-9,328.0,12.0,10.0,-9.0,1761.0,0.0,0.0016377,255,1865,1866,1,1,-9,6109.0,215.0,982.5,23627.0,22381.5,1087.5,0.0653272
261,1865,1866,2,2,20,5,480,480,8,3,0,267,1866,1866,0,0,-9,256.0,8.0,10.0,-9.0,1434.0,0.0,0.001275,280,1866,1866,0,0,-9,-9.0,5.0,0.0,-9.0,558.0,0.0,0.0004714
261,1865,1866,2,2,20,5,480,480,8,3,0,273,1866,1866,0,0,-9,150.0,8.0,10.0,420.0,749.0,0.0,0.0011797,325,1866,1866,0,0,-9,22345.0,233.0,20.0,541.0,25200.0,1639.0,0.050007
261,1865,1866,2,2,20,5,480,480,8,3,1,267,1866,1866,0,0,-9,256.0,8.0,10.0,-9.0,1434.0,0.0,0.001275,255,1865,1866,1,1,-9,6109.0,215.0,982.5,23627.0,22381.5,1087.5,0.0653272
261,1865,1866,2,2,20,5,480,480,8,3,1,273,1866,1866,0,0,-9,150.0,8.0,10.0,420.0,749.0,0.0,0.0011797,255,1865,1866,1,1,-9,6109.0,215.0,982.5,23627.0,22381.5,1087.5,0.0653272
261,1865,1866,2,2,20,5,480,480,8,3,0,245,1866,1866,0,0,-9,962.0,73.0,30.0,367.0,4815.0,168.0,0.0068818,280,1866,1866,0,0,-9,-9.0,5.0,0.0,-9.0,558.0,0.0,0.0004714
261,1865,1866,2,2,20,5,480,480,8,3,1,300,1865,1866,0,0,-9,15938.5,287.5,283.5,3273.5,35743.0,1104.0,0.050539650000000005,325,1866,1866,0,0,-9,22345.0,233.0,20.0,541.0,25200.0,1639.0,0.050007
261,1865,1866,2,2,20,5,480,480,8,3,1,240,1866,1866,0,0,-9,485.0,27.0,60.0,234.0,1934.0,0.0,0.0032339,255,1865,1866,1,1,-9,6109.0,215.0,982.5,23627.0,22381.5,1087.5,0.0653272
261,1865,1866,2,2,20,5,480,480,8,3,0,275,1866,1866,0,0,-9,147.0,12.0,10.0,-9.0,856.0,0.0,0.0011775,325,1866,1866,0,0,-9,22345.0,233.0,20.0,541.0,25200.0,1639.0,0.050007
261,1865,1866,2,2,20,5,480,480,8,3,1,245,1866,1866,0,0,-9,962.0,73.0,30.0,367.0,4815.0,168.0,0.0068818,255,1865,1866,1,1,-9,6109.0,215.0,982.5,23627.0,22381.5,1087.5,0.0653272
261,1865,1866,2,2,20,5,480,480,8,3,0,267,1866,1866,0,0,-9,256.0,8.0,10.0,-9.0,1434.0,0.0,0.001275,325,1866,1866,0,0,-9,22345.0,233.0,20.0,541.0,25200.0,1639.0,0.050007
261,1865,1866,2,2,20,5,480,480,8,3,1,240,1866,1866,0,0,-9,485.0,27.0,60.0,234.0,1934.0,0.0,0.0032339,280,1866,1866,0,0,-9,-9.0,5.0,0.0,-9.0,558.0,0.0,0.0004714
261,1865,1866,2,2,20,5,480,480,8,3,0,269,1866,1866,0,0,-9,344.0,27.0,10.0,2859.0,2383.0,159.0,0.0057244,325,1866,1866,0,0,-9,22345.0,233.0,20.0,541.0,25200.0,1639.0,0.050007
261,1865,1866,2,2,20,5,480,480,8,3,0,271,1866,1866,0,0,-9,328.0,12.0,10.0,-9.0,1761.0,0.0,0.0016377,325,1866,1866,0,0,-9,22345.0,233.0,20.0,541.0,25200.0,1639.0,0.050007
261,1865,1866,2,2,20,5,480,480,8,3,0,240,1866,1866,0,0,-9,485.0,27.0,60.0,234.0,1934.0,0.0,0.0032339,325,1866,1866,0,0,-9,22345.0,233.0,20.0,541.0,25200.0,1639.0,0.050007
261,1865,1866,2,2,20,5,480,480,8,3,1,275,1866,1866,0,0,-9,147.0,12.0,10.0,-9.0,856.0,0.0,0.0011775,255,1865,1866,1,1,-9,6109.0,215.0,982.5,23627.0,22381.5,1087.5,0.0653272
509,1866,1866,5,3,1,2,3,3,1,1,1,255,1866,1866,0,0,-9,6268.0,214.0,977.0,23397.0,24342.0,1155.0,0.0658419,220,1866,1866,1,1,-9,24182.0,458.0,1260.0,20124.0,38080.0,2644.0,0.1093204
2043,1866,1866,4,2,7,3,1,1,1,1,0,2,1866,1866,0,0,-9,17821.0,77.0,1225.0,26846.0,36538.0,3452.0,0.0981717,140,1866,1866,0,0,-9,2609.0,77.0,0.0,171.0,8221.0,247.0,0.0093401
1497,1869,1869,5,3,15,4,28,1,1,1,0,101,1869,1869,0,0,-9,351.0,5.0,0.0,0.0,1693.0,0.0,0.0009851,210,1869,1869,0,0,-9,2006.0,39.0,0.0,1651.0,3610.0,391.0,0.008479
88,1870,1871,2,2,20,5,235,235,4,1,1,220,1870,1871,0,0,-9,56694.5,726.0,1019.0,18935.5,37315.0,3368.5,0.13236084999999997,245,1870,1870,0,0,-9,1247.0,-9.0,30.0,285.0,4851.0,173.0,0.0044664
88,1870,1871,2,2,20,5,235,235,4,1,0,220,1870,1871,0,0,-9,56694.5,726.0,1019.0,18935.5,37315.0,3368.5,0.13236084999999997,271,1870,1870,0,0,-9,435.0,14.0,10.0,-9.0,1806.0,0.0,0.0017541
88,1870,1871,2,2,20,5,235,235,4,1,1,220,1870,1871,0,0,-9,56694.5,726.0,1019.0,18935.5,37315.0,3368.5,0.13236084999999997,267,1870,1870,0,0,-9,795.0,14.0,10.0,-9.0,1458.0,0.0,0.0020298
220,1870,1870,4,3,10,3,73,73,3,1,0,325,1870,1870,0,0,-9,8053.0,174.0,20.0,1028.0,25860.0,1830.0,0.0313085,710,1870,1870,0,0,-9,-9.0,1000.0,10.0,0.0,346694.0,-9.0,0.1706882
220,1870,1870,4,3,10,3,73,73,3,1,0,2,1870,1870,0,0,-9,13128.0,50.0,1692.0,37779.0,39905.0,4130.0,0.0989996,710,1870,1870,0,0,-9,-9.0,1000.0,10.0,0.0,346694.0,-9.0,0.1706882
2117,1870,1870,4,3,16,4,2,2,1,1,1,2,1870,1870,0,0,-9,13128.0,50.0,1692.0,37779.0,39905.0,4130.0,0.0989996,70,1870,1870,0,0,-9,1440.0,18.0,0.0,83.0,9210.0,231.0,0.005307
88,1870,1871,2,2,20,5,235,235,4,1,1,220,1870,1871,0,0,-9,56694.5,726.0,1019.0,18935.5,37315.0,3368.5,0.13236084999999997,255,1870,1871,1,4,-9,35198.5,659.5,1342.5,30473.0,36112.0,1769.5,0.1129468
