dispnum3,styear,endyear,outcome,settle,hiact,hostlev,maxdur,mindur,numa,numb,conttype,a_ccode,a_styear,a_endyear,a_revstate,a_revtype1,a_revtype2,a_milex,a_milper,a_irst,a_pec,a_tpop,a_upop,a_cinc,b_ccode,b_styear,b_endyear,b_revstate,b_revtype1,b_revtype2,b_milex,b_milper,b_irst,b_pec,b_tpop,b_upop,b_cinc
4042,1993,1995,5,3,16,4,674,645,1,1,3,365,1993,1995,0,0,0,69271000.0,1433.3333333333333,51467.0,1147963.3333333333,147962.66666666666,67067.666666666672,0.062654833333333326,740,1993,1995,1,1,0,46196000.0,238.33333333333334,99845.0,644052.0,125159.66666666667,74427.666666666672,0.054482966666666667
4042,1993,1995,5,3,16,4,674,645,1,1,2,365,1993,1995,0,0,0,69271000.0,1433.3333333333333,51467.0,1147963.3333333333,147962.66666666666,67067.666666666672,0.062654833333333326,740,1993,1995,1,1,0,46196000.0,238.33333333333334,99845.0,644052.0,125159.66666666667,74427.666666666672,0.054482966666666667
4024,1994,1994,5,3,7,3,13,13,1,1,4,713,1994,1994,0,0,0,11457000.0,425.0,11594.0,13568.0,21126.0,12132.0,0.0102586,840,1994,1994,1,1,0,1117000.0,104.0,473.0,29835.0,68624.0,14885.0,0.0052233
4071,1994,1994,8,3,11,3,39,10,1,1,1,490,1994,1994,0,0,0,119000.0,40.0,30.0,18484.0,43930.0,9385.0,0.0029445,540,1994,1994,0,0,0,524000.0,120.0,9.0,6645.0,10466.0,1956.0,0.0015878
4103,1994,1994,4,4,8,3,4,4,1,1,1,365,1994,1994,0,0,0,96693000.0,1400.0,48812.0,1114603.0,147968.0,66648.0,0.0670384,367,1994,1994,1,2,0,51000.0,6.0,332.0,3774.0,2548.0,1071.0,0.0003765
4116,1994,1994,8,3,11,3,26,1,1,1,1,461,1994,1994,0,0,0,25000.0,8.0,0.0,1850.0,3928.0,457.0,0.0002554,452,1994,1994,0,0,0,105000.0,7.0,20.0,8616.0,16856.0,2302.0,0.0009527
4169,1994,1994,5,3,12,3,1,1,1,1,1,572,1994,1994,0,0,0,22000.0,3.0,0.0,811.0,879.0,0.0,6.22e-05,541,1994,1994,0,0,0,106000.0,11.0,0.0,8430.0,16614.0,2271.0,0.0009637
4219,1994,1994,7,3,15,4,3,3,1,1,1,101,1994,1994,0,0,0,932000.0,75.0,3524.0,123285.0,21177.0,10115.0,0.0048683,100,1994,1994,0,0,0,1183000.0,146.0,694.0,42141.0,34520.0,15940.0,0.0048444
4237,1994,1994,8,3,11,3,1,1,1,1,1,570,1994,1994,0,0,0,32000.0,2.0,0.0,487.0,1977.0,157.0,0.0001041,560,1994,1994,0,0,0,4071000.0,75.0,8525.0,194325.0,40436.0,10938.0,0.0082131
4285,1994,1994,5,3,16,4,1,1,1,1,1,371,1994,1994,0,0,0,-9.0,45.0,0.0,1855.0,3746.0,1487.0,0.000754,630,1994,1994,0,0,0,2340000.0,528.0,4498.0,149570.0,59778.0,23514.0,0.0116459
4307,1994,1994,3,4,14,4,170,141,1,1,1,490,1994,1994,0,0,0,119000.0,40.0,30.0,18484.0,43930.0,9385.0,0.0029445,551,1994,1994,0,0,0,60000.0,16.0,0.0,7395.0,7897.0,2631.0,0.0007587
4331,1994,1994,5,3,7,3,13,13,1,1,0,713,1994,1994,0,0,0,11457000.0,425.0,11594.0,13568.0,21126.0,12132.0,0.0102586,816,1994,1994,1,1,0,992000.0,700.0,301.0,24413.0,72510.0,8526.0,0.0087248
4332,1994,1994,5,3,8,3,4,4,1,1,1,310,1994,1994,0,0,0,770000.0,60.0,1938.0,36260.0,10261.0,3162.0,0.0021539,345,1994,1994,0,0,0,2979000.0,130.0,139.0,22450.0,10516.0,3236.0,0.0025394
4055,1994,1995,5,3,16,4,152,122,1,1,1,365,1994,1995,0,0,0,89346500.0,1400.0,50200.5,1097107.0,147871.0,66623.0,0.064970099999999989,700,1994,1995,1,3,0,99995.5,18.0,0.0,618.0,19065.5,3050.5,0.00131715
4269,1994,1995,5,3,11,3,434,434,7,1,0,200,1994,1994,0,0,0,35409000.0,257.0,17286.0,347376.0,58395.0,49922.0,0.0249182,645,1994,1995,1,1,2,1999000.0,437.5,0.0,41422.5,19872.5,14953.5,0.00633875
4269,1994,1995,5,3,11,3,434,434,7,1,1,690,1994,1995,0,0,0,3311000.0,17.5,0.0,78343.5,1655.5,297.5,0.0018425499999999999,645,1994,1995,1,1,2,1999000.0,437.5,0.0,41422.5,19872.5,14953.5,0.00633875
4269,1994,1995,5,3,11,3,434,434,7,1,0,220,1994,1994,0,0,0,45184000.0,506.0,18031.0,238461.0,57900.0,10121.0,0.0229005,645,1994,1995,1,1,2,1999000.0,437.5,0.0,41422.5,19872.5,14953.5,0.00633875
4269,1994,1995,5,3,11,3,434,434,7,1,0,2,1994,1995,0,0,0,285524000.0,1665.0,93217.5,2979609.5,261678.5,66701.0,0.14298645000000001,645,1994,1995,1,1,2,1999000.0,437.5,0.0,41422.5,19872.5,14953.5,0.00633875
4269,1994,1995,5,3,11,3,434,434,7,1,0,696,1994,1994,0,0,0,2149000.0,60.0,45.0,57862.0,2157.0,1608.0,0.001848,645,1994,1995,1,1,2,1999000.0,437.5,0.0,41422.5,19872.5,14953.5,0.00633875
4269,1994,1995,5,3,11,3,434,434,7,1,5,692,1994,1994,0,0,0,261000.0,8.0,0.0,27217.0,557.0,143.0,0.0004811,645,1994,1995,1,1,2,1999000.0,437.5,0.0,41422.5,19872.5,14953.5,0.00633875
4269,1994,1995,5,3,11,3,434,434,7,1,0,698,1994,1994,0,0,0,2063000.0,35.0,0.0,11817.0,2096.0,0.0,0.0008829,645,1994,1995,1,1,2,1999000.0,437.5,0.0,41422.5,19872.5,14953.5,0.00633875
4001,1994,1996,5,3,17,4,997,997,1,1,1,800,1994,1996,0,0,0,4009666.6666666665,288.66666666666669,1912.6666666666667,83867.666666666672,59373.333333333336,8940.3333333333339,0.0070720666666666673,811,1994,1996,1,2,0,164000.0,66.666666666666686,0.0,3454.333333333333,9892.3333333333339,1713.0,0.0010356000000000002
4002,1995,1995,5,3,16,4,22,22,1,1,1,800,1995,1995,0,0,0,4006000.0,288.0,2134.0,81418.0,59401.0,8932.0,0.007083,775,1995,1995,1,2,0,1880000.0,322.0,25.0,16215.0,45106.0,7116.0,0.0050191
4008,1995,1995,5,3,17,4,1,1,1,1,5,816,1995,1995,0,0,0,910000.0,650.0,271.0,25532.0,73793.0,8787.0,0.0083901,800,1995,1995,0,0,0,4006000.0,288.0,2134.0,81418.0,59401.0,8932.0,0.007083
4019,1995,1995,5,3,16,4,30,1,1,1,1,731,1995,1995,0,0,0,5232000.0,1100.0,600.0,92915.0,22097.0,7857.0,0.0117834,710,1995,1995,0,0,0,32929000.0,2930.0,95360.0,1779017.0,1220224.0,330560.0,0.1429278
4031,1995,1995,1,1,16,4,41,41,1,1,0,20,1995,1995,0,0,0,9126000.0,70.0,14415.0,309058.0,29354.0,11381.0,0.0114204,230,1995,1995,1,2,0,8652000.0,210.0,13802.0,148486.0,39210.0,14843.0,0.01092
4045,1995,1995,5,3,7,3,6,6,1,1,1,345,1995,1995,0,0,0,3111000.0,130.0,182.0,23951.0,10547.0,3663.0,0.0026116,339,1995,1995,0,0,0,89000.0,52.0,22.0,1485.0,3609.0,301.0,0.000556
4060,1995,1995,5,3,7,3,1,1,1,1,0,713,1995,1995,0,0,0,13143000.0,425.0,11605.0,14224.0,21304.0,12333.0,0.0104552,816,1995,1995,1,1,0,910000.0,650.0,271.0,25532.0,73793.0,8787.0,0.0083901
4105,1995,1995,5,3,7,3,1,1,1,1,1,365,1995,1995,0,0,0,82000000.0,1400.0,51589.0,1079611.0,147774.0,66598.0,0.0629018,368,1995,1995,0,0,0,115000.0,12.0,1.0,9863.0,3715.0,1542.0,0.0005092
4118,1995,1995,5,3,8,3,142,142,1,1,1,510,1995,1995,0,0,0,87000.0,50.0,0.0,13181.0,30337.0,4061.0,0.0018786,516,1995,1995,0,0,0,46000.0,22.0,0.0,2110.0,5982.0,300.0,0.0004028
4146,1995,1995,7,4,15,4,4,4,1,1,1,94,1995,1995,0,0,0,48000.0,8.0,0.0,2146.0,3333.0,710.0,0.0002698,93,1995,1995,0,0,0,39000.0,14.0,0.0,2699.0,4539.0,1023.0,0.0003881
4159,1995,1995,5,3,11,3,1,1,1,1,1,630,1995,1995,0,0,0,3000000.0,530.0,4696.0,157571.0,68365.0,24342.0,0.0120869,700,1995,1995,0,0,0,200000.0,-9.0,0.0,622.0,19661.0,3118.0,0.0011634
4168,1995,1995,5,3,17,4,1,1,1,1,1,540,1995,1995,0,0,0,400000.0,100.0,9.0,10290.0,10816.0,2052.0,0.0014746,484,1995,1995,0,0,0,49000.0,10.0,0.0,1504.0,2593.0,1466.0,0.0003383
4293,1995,1995,5,3,8,3,2,2,1,1,1,694,1995,1995,0,0,0,700000.0,10.0,606.0,24361.0,548.0,338.0,0.0006974,670,1995,1995,0,0,0,17196000.0,175.0,2451.0,230933.0,18255.0,8936.0,0.0096013
4101,1995,1996,5,3,11,3,185,185,1,1,1,310,1995,1996,0,0,0,663000.0,55.0,1866.5,39139.5,10211.0,3080.0,0.00204535,344,1995,1996,0,0,0,1540500.0,59.0,45.5,13514.0,4581.5,1105.5,0.0011638500000000001
4102,1995,1996,5,3,11,3,185,185,1,1,1,310,1995,1996,0,0,0,663000.0,55.0,1866.5,39139.5,10211.0,3080.0,0.00204535,345,1995,1996,0,0,0,2306500.0,117.5,435.5,25499.5,10560.5,3877.0,0.0024453499999999998
4318,1995,1996,5,3,17,4,353,353,1,1,1,371,1995,1996,0,0,0,102000.0,60.0,0.0,2343.0,3761.5,1595.5,0.00076835,373,1995,1996,0,0,0,120000.0,79.0,20.0,24288.0,7530.5,2075.0,0.0013397
4005,1996,1996,5,3,17,4,1,1,1,1,1,771,1995,1995,0,0,0,500000.0,115.0,36.0,22752.0,118229.0,14067.0,0.0062425,750,1995,1995,0,0,0,9992000.0,1260.0,22003.0,541381.0,915971.0,140410.0,0.0649917
4006,1996,1996,5,3,8,3,3,3,1,1,1,750,1996,1996,0,0,0,12079000.0,1260.0,23753.0,570112.0,939540.0,145743.0,0.066082,771,1996,1996,0,0,0,554000.0,113.0,37.0,22426.0,120073.0,14692.0,0.0062245
4026,1996,1996,5,3,7,3,3,3,1,1,4,740,1996,1996,0,0,0,45502000.0,250.0,98801.0,669989.0,125761.0,75103.0,0.0521298,713,1996,1996,1,1,0,13868000.0,400.0,12416.0,14911.0,21471.0,12545.0,0.0105688
4063,1996,1996,5,3,7,3,29,1,1,1,0,850,1996,1996,0,0,0,4797000.0,280.0,4109.0,171885.0,196813.0,39236.0,0.0157383,710,1996,1996,1,1,0,36176000.0,2650.0,101237.0,1851891.0,1232083.0,382139.0,0.1464795
4076,1996,1996,5,3,16,4,182,182,1,1,2,910,1996,1996,0,0,0,80000.0,5.0,0.0,2192.0,4400.0,222.0,0.0002293,940,1996,1996,1,2,1,0.0,0.0,0.0,48.0,391.0,0.0,1.19e-05
4098,1996,1996,5,3,7,3,1,1,1,1,1,365,1996,1996,0,0,0,73990000.0,1300.0,49253.0,1081235.0,147739.0,66982.0,0.0591888,369,1996,1996,0,0,0,1286000.0,476.0,22332.0,245634.0,51094.0,19963.0,0.0151964
4173,1996,1996,5,3,16,4,1,1,1,1,1,640,1996,1996,0,0,0,7674000.0,818.0,13624.0,100440.0,62697.0,23720.0,0.0160787,365,1996,1996,0,0,0,73990000.0,1300.0,49253.0,1081235.0,147739.0,66982.0,0.0591888
4173,1996,1996,5,3,16,4,1,1,1,1,5,640,1996,1996,0,0,0,7674000.0,818.0,13624.0,100440.0,62697.0,23720.0,0.0160787,365,1996,1996,0,0,0,73990000.0,1300.0,49253.0,1081235.0,147739.0,66982.0,0.0591888
4190,1996,1996,5,3,11,3,30,1,1,2,1,652,1996,1996,0,0,0,2132000.0,320.0,70.0,23998.0,14619.0,5994.0,0.0041413,640,1996,1996,1,2,0,7674000.0,818.0,13624.0,100440.0,62697.0,23720.0,0.0160787
4190,1996,1996,5,3,11,3,30,1,1,2,0,652,1996,1996,0,0,0,2132000.0,320.0,70.0,23998.0,14619.0,5994.0,0.0041413,2,1996,1996,0,0,0,277254000.0,1570.0,95535.0,3055692.0,265284.0,67433.0,0.138368
4231,1996,1996,7,2,15,4,70,70,1,1,1,344,1996,1996,0,0,0,1308000.0,58.0,46.0,13552.0,4494.0,1097.0,0.0011031,346,1996,1996,0,0,0,255000.0,90.0,52.0,1692.0,4510.0,562.0,0.0009392
4271,1996,1996,4,3,16,4,67,67,3,1,1,690,1996,1996,0,0,0,3973000.0,22.0,0.0,81813.0,1754.0,301.0,0.0019947,645,1996,1996,1,2,0,1277000.0,450.0,0.0,42507.0,20607.0,15492.0,0.0062988
4271,1996,1996,4,3,16,4,67,67,3,1,0,200,1996,1996,0,0,0,35266000.0,221.0,17992.0,367380.0,58801.0,52148.0,0.0240494,645,1996,1996,1,2,0,1277000.0,450.0,0.0,42507.0,20607.0,15492.0,0.0062988
4271,1996,1996,4,3,16,4,67,67,3,1,0,2,1996,1996,0,0,0,277254000.0,1570.0,95535.0,3055692.0,265284.0,67433.0,0.138368,645,1996,1996,1,2,0,1277000.0,450.0,0.0,42507.0,20607.0,15492.0,0.0062988
4297,1996,1996,4,1,15,4,51,51,1,1,2,365,1996,1996,0,0,0,73990000.0,1300.0,49253.0,1081235.0,147739.0,66982.0,0.0591888,740,1996,1996,1,1,0,45502000.0,250.0,98801.0,669989.0,125761.0,75103.0,0.0521298
4297,1996,1996,4,1,15,4,51,51,1,1,3,365,1996,1996,0,0,0,73990000.0,1300.0,49253.0,1081235.0,147739.0,66982.0,0.0591888,740,1996,1996,1,1,0,45502000.0,250.0,98801.0,669989.0,125761.0,75103.0,0.0521298
4122,1996,1997,5,3,17,4,238,238,1,1,1,490,1996,1997,0,0,0,241000.0,40.0,30.0,20018.5,47426.0,10694.5,0.0030318000000000003,517,1996,1997,1,3,1,100000.0,47.5,0.0,1996.0,5640.0,256.5,0.00058599999999999993
4272,1996,1997,5,3,17,4,360,330,1,1,1,690,1996,1997,0,0,0,3795500.0,25.0,0.0,86241.0,1781.5,302.5,0.0020447499999999997,645,1996,1997,1,1,0,1263500.0,425.0,0.0,42383.0,20892.0,15677.0,0.0061059500000000006
4319,1996,1997,5,3,17,4,151,151,1,1,1,371,1996,1997,0,0,0,131500.0,60.0,0.0,2399.5,3703.0,1634.0,0.00077395,373,1996,1997,0,0,0,139500.0,77.5,22.5,23422.5,7599.5,2209.5,0.00132785
4095,1996,2001,5,3,16,4,1874,1874,1,2,2,640,1996,2001,0,0,0,8558500.0,723.33333333333326,14310.333333333332,111133.33333333334,65237.166666666672,23946.833333333336,0.015601366666666668,350,1996,1998,1,1,0,5734333.3333333321,206.66666666666666,991.0,57352.333333333336,10532.333333333334,2062.0,0.0041165
4095,1996,2001,5,3,16,4,1874,1874,1,2,1,640,1996,2001,0,0,0,8558500.0,723.33333333333326,14310.333333333332,111133.33333333334,65237.166666666672,23946.833333333336,0.015601366666666668,350,1996,1998,1,1,0,5734333.3333333321,206.66666666666666,991.0,57352.333333333336,10532.333333333334,2062.0,0.0041165
4095,1996,2001,5,3,16,4,1874,1874,1,2,2,640,1996,2001,0,0,0,8558500.0,723.33333333333337,14310.333333333334,111133.33333333333,65237.166666666664,23946.833333333336,0.015601366666666668,350,1999,1999,1,1,0,5206000.0,204.0,951.0,56463.0,10626.0,2058.0,0.0039753
4095,1996,2001,5,3,16,4,1874,1874,1,2,1,640,1996,2001,0,0,0,8558500.0,723.33333333333337,14310.333333333334,111133.33333333333,65237.166666666664,23946.833333333336,0.015601366666666668,350,1999,1999,1,1,0,5206000.0,204.0,951.0,56463.0,10626.0,2058.0,0.0039753
4095,1996,2001,5,3,16,4,1874,1874,1,2,1,640,1996,2001,0,0,0,8558500.0,723.33333333333326,14310.333333333332,111133.33333333334,65237.166666666672,23946.833333333332,0.015601366666666667,350,2000,2001,1,1,0,5522500.0,159.0,1184.5,64560.0,10797.5,2055.0,0.0037828000000000002
4095,1996,2001,5,3,16,4,1874,1874,1,2,2,640,1996,2001,0,0,0,8558500.0,723.33333333333326,14310.333333333332,111133.33333333334,65237.166666666672,23946.833333333332,0.015601366666666667,350,2000,2001,1,1,0,5522500.0,159.0,1184.5,64560.0,10797.5,2055.0,0.0037828000000000002
4095,1996,2001,5,3,16,4,1874,1874,1,2,1,640,1996,2001,0,0,0,8558499.9999999963,723.33333333333337,14310.333333333334,111133.33333333333,65237.166666666672,23946.833333333332,0.015601366666666668,352,1996,2001,1,1,0,421666.66666666663,11.0,0.0,1942.8333333333335,756.66666666666663,350.16666666666674,0.00024620000000000008
4095,1996,2001,5,3,16,4,1874,1874,1,2,4,640,1996,2001,0,0,0,8558499.9999999963,723.33333333333337,14310.333333333334,111133.33333333333,65237.166666666672,23946.833333333332,0.015601366666666668,352,1996,2001,1,1,0,421666.66666666663,11.0,0.0,1942.8333333333335,756.66666666666663,350.16666666666674,0.00024620000000000008
4089,1997,1997,8,3,17,4,1,1,1,1,1,731,1997,1997,0,0,0,2273000.0,1100.0,600.0,85666.0,22837.0,8047.0,0.0112881,710,1997,1997,0,0,0,36551000.0,2600.0,108911.0,1829999.0,1243738.0,433717.0,0.1492361
4090,1997,1997,6,1,16,4,1,1,1,1,1,350,1997,1997,0,0,0,5552000.0,206.0,1016.0,56832.0,10522.0,2062.0,0.0040643,339,1997,1997,0,0,0,94000.0,52.0,22.0,1300.0,3731.0,324.0,0.0005676
4097,1997,1997,5,3,17,4,1,1,1,1,1,339,1997,1997,0,0,0,94000.0,52.0,22.0,1300.0,3731.0,324.0,0.0005676,343,1997,1997,0,0,0,60435.0,15.0,19.0,4347.0,2190.0,444.0,0.0002859
4107,1997,1997,7,1,15,4,24,24,1,1,1,365,1997,1997,0,0,0,64000000.0,1300.0,48502.0,1041076.0,147105.0,67365.0,0.0559937,290,1997,1997,0,0,0,3073000.0,230.0,11585.0,186093.0,38650.0,11565.0,0.0091892
4123,1997,1997,8,3,17,4,65,36,1,1,1,516,1997,1997,0,0,0,85000.0,35.0,0.0,2271.0,6194.0,327.0,0.0005157,510,1997,1997,0,0,0,123000.0,35.0,0.0,13349.0,31507.0,4582.0,0.0017942
4176,1997,1997,5,3,11,3,7,1,4,1,1,702,1997,1997,0,0,0,132000.0,10.0,0.0,2797.0,6046.0,869.0,0.0003929,700,1997,1997,1,2,0,209000.0,-9.0,0.0,634.0,22132.0,3408.0,0.0012208
4176,1997,1997,5,3,11,3,7,1,4,1,1,365,1997,1997,0,0,0,64000000.0,1300.0,48502.0,1041076.0,147105.0,67365.0,0.0559937,700,1997,1997,1,2,0,209000.0,-9.0,0.0,634.0,22132.0,3408.0,0.0012208
4176,1997,1997,5,3,11,3,7,1,4,1,1,704,1997,1997,0,0,0,610000.0,65.0,379.0,71031.0,23667.0,5184.0,0.0027081,700,1997,1997,1,2,0,209000.0,-9.0,0.0,634.0,22132.0,3408.0,0.0012208
4176,1997,1997,5,3,11,3,7,1,4,1,0,703,1997,1997,0,0,0,68000.0,14.0,0.0,4029.0,4635.0,812.0,0.0003783,700,1997,1997,1,2,0,209000.0,-9.0,0.0,634.0,22132.0,3408.0,0.0012208
4216,1997,1997,4,3,7,3,1,1,1,1,0,2,1997,1997,0,0,0,276324000.0,1530.0,98485.0,3114015.0,267901.0,68503.0,0.1395226,630,1997,1997,1,2,0,4695000.0,575.0,6322.0,165006.0,60694.0,25783.0,0.0127905
4230,1997,1997,5,3,8,3,3,3,1,1,1,344,1997,1997,0,0,0,1241000.0,58.0,69.0,14105.0,4498.0,1080.0,0.0011037,345,1997,1997,0,0,0,1489000.0,115.0,1025.0,29401.0,10597.0,4518.0,0.0024721
4245,1997,1997,5,3,16,4,1,1,1,1,1,490,1997,1997,0,0,0,308000.0,30.0,30.0,20155.0,48040.0,10973.0,0.0029802,484,1997,1997,0,0,0,74000.0,10.0,0.0,1775.0,2745.0,1594.0,0.0003458
4249,1997,1997,5,3,11,3,13,1,1,1,1,501,1997,1997,0,0,0,269000.0,24.0,20.0,9672.0,33144.0,2772.0,0.0015721,500,1997,1997,0,0,0,166000.0,50.0,30.0,10558.0,20438.0,1072.0,0.0012284
4304,1997,1997,5,3,12,3,3,3,1,1,1,625,1997,1997,0,0,0,413000.0,105.0,0.0,15855.0,27899.0,5805.0,0.002425,500,1997,1997,0,0,0,166000.0,50.0,30.0,10558.0,20438.0,1072.0,0.0012284
4135,1997,1998,5,3,17,4,261,261,1,1,1,800,1997,1998,0,0,0,2725000.0,284.0,1957.5,111432.5,60451.0,10214.0,0.00714555,811,1997,1998,0,0,0,149500.0,60.0,0.0,3802.5,10616.0,3566.0,0.0011764
4273,1997,2003,1,2,20,5,2034,2034,19,1,1,690,1997,2001,0,0,0,3858200.0,20.199999999999996,0.0,83551.0,1888.4000000000003,309.6,0.00197654,645,1997,2003,1,2,0,992854.57142857159,410.14285714285705,0.0,44672.285714285717,23507.571428571428,15178.142857142855,0.0063125428571428567
4147,1998,1998,5,3,11,3,47,17,1,1,1,93,1998,1998,0,0,0,30000.0,14.0,0.0,3421.0,4807.0,1129.0,0.0003971,94,1998,1998,1,2,0,70000.0,10.0,0.0,1145.0,3841.0,752.0,0.0002847
4160,1998,1998,5,4,17,4,115,86,1,1,1,700,1998,1998,0,0,0,255000.0,-9.0,0.0,635.0,21354.0,3563.0,0.0011991,630,1998,1998,0,0,0,5879000.0,460.0,5602.0,189445.0,65758.0,26398.0,0.0125535
4187,1998,1998,5,3,11,3,214,155,1,1,1,522,1998,1998,0,0,0,22000.0,8.0,0.0,109.0,623.0,383.0,0.0001215,531,1998,1998,1,2,0,297000.0,100.0,0.0,555.0,3577.0,449.0,0.0009845
4228,1998,1998,5,3,11,3,21,1,3,1,1,702,1998,1998,0,0,0,102000.0,7.0,0.0,2868.0,6015.0,879.0,0.0003617,700,1998,1998,1,3,0,255000.0,-9.0,0.0,635.0,21354.0,3563.0,0.0011991
4228,1998,1998,5,3,11,3,21,1,3,1,1,704,1998,1998,0,0,0,670000.0,33.0,351.0,82612.0,23574.0,5214.0,0.0026004,700,1998,1998,1,3,0,255000.0,-9.0,0.0,635.0,21354.0,3563.0,0.0011991
4228,1998,1998,5,3,11,3,21,1,3,1,1,365,1998,1998,0,0,0,57107000.0,1000.0,43822.0,1011804.0,147434.0,66800.0,0.0512986,700,1998,1998,1,3,0,255000.0,-9.0,0.0,635.0,21354.0,3563.0,0.0011991
4254,1998,1998,8,4,7,3,91,33,1,1,0,2,1998,1998,0,0,0,279702000.0,1510.0,98658.0,3126886.0,274028.0,69572.0,0.1416442,450,1998,1998,0,0,0,46000.0,-9.0,0.0,1202.0,2666.0,580.0,0.0001844
4255,1998,1998,8,3,12,3,28,1,1,1,0,475,1998,1998,0,0,0,2143000.0,76.0,15.0,70293.0,106409.0,20301.0,0.006782,450,1998,1998,0,0,0,46000.0,-9.0,0.0,1202.0,2666.0,580.0,0.0001844
4329,1998,1998,5,3,7,3,31,1,1,1,0,840,1998,1998,0,0,0,1521000.0,106.0,880.0,36925.0,72944.0,19265.0,0.0056357,816,1998,1998,1,1,0,943000.0,640.0,306.0,32353.0,77562.0,9618.0,0.0086886
4248,1998,1999,5,3,16,4,215,186,1,1,1,625,1998,1999,0,0,0,402500.0,105.0,0.0,15199.0,28587.5,6244.0,0.00244925,500,1998,1999,0,0,0,214500.0,50.0,30.0,10706.0,20848.5,1147.0,0.00125185
4339,1998,2001,5,3,21,5,1038,1008,2,5,0,483,1998,1999,0,0,0,55500.0,30.0,0.0,1804.0,7364.0,1212.0,0.0005824999999999999,500,1998,2001,1,2,3,172500.0,51.25,30.0,10869.75,21696.249999999996,1197.0,0.00127415
4339,1998,2001,5,3,21,5,1038,1008,2,5,0,552,1998,2001,0,0,0,323750.0,39.75,218.50000000000003,11185.75,11883.75,2277.5,0.0010811,517,1998,2001,1,2,3,118750.0,55.000000000000007,0.0,1951.9999999999998,7328.0,336.75000000000006,0.0007111
4339,1998,2001,5,3,21,5,1038,1008,2,5,0,540,1998,2001,0,0,0,1362250.0,109.49999999999999,9.0,8473.7499999999982,12583.0,2550.2500000000005,0.0018078249999999999,500,1998,2001,1,2,3,172500.0,51.25,30.0,10869.750000000002,21696.249999999996,1197.0,0.00127415
4339,1998,2001,5,3,21,5,1038,1008,2,5,0,565,1998,2001,0,0,0,103500.00000000001,6.0,0.0,412.25,1701.75,160.50000000000003,0.00013435000000000004,500,1998,2001,1,2,3,172500.0,51.25,30.0,10869.750000000002,21696.249999999996,1197.0,0.00127415
4339,1998,2001,5,3,21,5,1038,1008,2,5,0,540,1998,2001,0,0,0,1362250.0,109.49999999999999,9.0,8473.7499999999982,12583.0,2550.2500000000005,0.0018078249999999999,517,1998,2001,1,2,3,118750.0,55.000000000000007,0.0,1951.9999999999998,7328.0,336.75000000000006,0.0007111
4339,1998,2001,5,3,21,5,1038,1008,2,5,1,490,1998,2001,0,0,0,393499.99999999994,60.5,30.0,20773.5,50698.750000000007,12480.0,0.003314675,517,1998,2001,1,2,3,118750.0,55.000000000000007,0.0,1951.9999999999998,7328.0,336.75000000000006,0.0007111
4339,1998,2001,5,3,21,5,1038,1008,2,5,0,483,1998,1999,0,0,0,55500.0,30.0,0.0,1804.0,7364.0,1212.0,0.0005824999999999999,517,1998,2001,1,2,3,118750.00000000001,55.0,0.0,1952.0,7328.0,336.75,0.0007111
4339,1998,2001,5,3,21,5,1038,1008,2,5,0,565,1998,2001,0,0,0,103500.00000000001,6.0,0.0,412.25,1701.75,160.50000000000003,0.00013435000000000004,517,1998,2001,1,2,3,118750.0,55.000000000000007,0.0,1951.9999999999998,7328.0,336.75000000000006,0.0007111
4339,1998,2001,5,3,21,5,1038,1008,2,5,0,552,1998,2001,0,0,0,323750.0,39.75,218.50000000000003,11185.75,11883.75,2277.5,0.0010811,500,1998,2001,1,2,3,172500.0,51.25,30.0,10869.750000000002,21696.249999999996,1197.0,0.00127415
4339,1998,2001,5,3,21,5,1038,1008,2,5,1,490,1998,2001,0,0,0,393499.99999999994,60.5,30.0,20773.5,50698.750000000007,12480.0,0.003314675,500,1998,2001,1,2,3,172500.0,51.25,30.0,10869.750000000002,21696.249999999996,1197.0,0.00127415
4127,1999,1999,7,3,15,4,5,5,1,1,4,740,1999,1999,0,0,0,40383000.0,240.0,94192.0,676487.0,126505.0,76536.0,0.048296,732,1999,1999,1,2,0,12088000.0,665.0,41042.0,280281.0,46480.0,28681.0,0.0233995
4138,1999,1999,5,3,17,4,1,1,1,1,1,775,1999,1999,0,0,0,1995000.0,345.0,25.0,16552.0,45059.0,7963.0,0.005239,800,1999,1999,0,0,0,2638000.0,300.0,1532.0,118835.0,60856.0,10688.0,0.0072109
4215,1999,1999,5,3,8,3,4,4,1,1,1,690,1999,1999,0,0,0,3275000.0,21.0,0.0,88599.0,1897.0,310.0,0.0019384,645,1999,1999,0,0,0,1500000.0,420.0,0.0,42562.0,22450.0,16629.0,0.0061649
4335,1999,1999,5,3,7,3,1,1,1,1,1,385,1999,1999,0,0,0,3241000.0,33.0,610.0,46950.0,4442.0,990.0,0.001804,365,1999,1999,0,0,0,56800000.0,900.0,51510.0,1034481.0,147196.0,66234.0,0.051515
4335,1999,1999,5,3,7,3,1,1,1,1,4,385,1999,1999,0,0,0,3241000.0,33.0,610.0,46950.0,4442.0,990.0,0.001804,365,1999,1999,0,0,0,56800000.0,900.0,51510.0,1034481.0,147196.0,66234.0,0.051515
4223,1999,2000,5,3,17,4,469,469,1,1,1,750,1999,2000,0,0,0,14330000.0,1301.5,25610.0,681804.5,1005859.0,164410.0,0.06831835,770,1999,2000,0,0,0,3022500.0,601.0,925.0,58821.5,154407.0,32699.0,0.0132722
