dispnum3,styear,endyear,outcome,settle,maxdur,mindur,numa,numb,a_stabb,a_styear,a_endyear,a_revstate,a_revtype1,a_revtype2,a_milex,a_milper,a_irst,a_pec,a_tpop,a_upop,a_cinc,b_stabb,b_styear,b_endyear,b_revstate,b_revtype1,b_revtype2,b_milex,b_milper,b_irst,b_pec,b_tpop,b_upop,b_cinc,war_names
258,1939,1945,1,2,2335,2335,23,10,ETH,1941,1941,0,0,-9,-9,-9,0,2,15513,177,0.0028083,FIN,1941,1944,0,0,-9,99902,170.5,84,1455.75,3742.5,315.25,0.001849,
258,1939,1945,1,2,2335,2335,23,10,CHN,1941,1945,0,0,-9,212344.8,3679.8,63.4,49486.2,539378,24043.4,0.09766734,RUM,1941,1944,0,0,-9,-9,237,290.75,9866.75,13617.5,1107.25,0.006081825,
258,1939,1945,1,2,2335,2335,23,10,FIN,1944,1945,0,0,-9,105738,191,89.5,911.5,3800,323.5,0.00163835,FIN,1941,1944,0,0,-9,99902,170.5,84,1455.75,3742.5,315.25,0.001849,
258,1939,1945,1,2,2335,2335,23,10,FRN,1939,1940,0,0,-9,3365706.5,2790.5,6181.5,68276.5,41450,6409.5,0.0577155,SPN,1941,1944,0,0,-9,96088,502.5,666.5,10707.5,27037.5,5297.5,0.0113465,
258,1939,1945,1,2,2335,2335,23,10,RUM,1944,1945,0,0,-9,-9,547,162,8758.5,13690,1111.5,0.00619475,JPN,1941,1945,1,1,-9,7112774,3929,5940.8,58730.2,73116.2,21654.4,0.0616514,
258,1939,1945,1,2,2335,2335,23,10,BRA,1944,1945,0,0,-9,157590,-9,213.5,4048,45678,5116.5,0.01108835,ITA,1940,1943,1,1,-9,513554.5,1769.25,1995.5,12878.5,44807.5,8498,0.0266806,
258,1939,1945,1,2,2335,2335,23,10,FRN,1944,1945,0,0,-9,1222296,578.5,2376.5,39066.5,39300,6534,0.0180889,FIN,1941,1944,0,0,-9,99902,170.5,84,1455.75,3742.5,315.25,0.001849,
503,1939,1939,4,1,26,26,1,1,USR,1939,1939,1,2,-9,5984123,1789,17564,181115,170315,35124,0.1381359,LAT,1939,1939,0,0,-9,8432,29,2,1339,1990,391,0.0010905,
620,1939,1939,5,3,12,12,1,2,ITA,1939,1939,1,2,-9,669412,581,2283,16851,44020,8196,0.0270297,UKG,1939,1939,0,0,-9,7895671,394,13433,219686,47762,18429,0.0996836,
620,1939,1939,5,3,12,12,1,2,ITA,1939,1939,1,2,-9,669412,581,2283,16851,44020,8196,0.0270297,FRN,1939,1939,0,0,-9,1023651,581,7950,79602,41900,6397,0.0395961,
1154,1939,1942,1,2,987,987,1,1,PER,1939,1942,0,0,-9,8153.5,17.5,0,667.5,6742.5,528.75,0.001439475,ECU,1939,1942,1,1,-9,1309.75,-4.75,0,471.25,2495,339.75,0.0007377,
1247,1939,1939,6,1,9,9,1,1,RUM,1939,1939,1,1,-9,82164,148,268,10955,19930,1097,0.0068204,HUN,1939,1939,0,0,-9,57861,33,733,7074,9227,1338,0.0042844,
1684,1939,1940,5,3,206,178,1,1,ITA,1939,1940,1,2,-9,637967.5,1107.5,2270.5,17108.5,44245,8250,0.0282765,GMY,1939,1940,0,0,-9,16600000,3025,22636.5,255983,85004.5,24423,0.17465335,
1685,1939,1939,8,3,6,6,1,1,EST,1939,1939,1,4,-9,5123,15,0,768,1141,175,0.0005647,POL,1939,1939,0,0,-9,968472,275,504,23882,35486,3914,0.0183111,
1686,1939,1939,5,3,33,4,1,1,SWZ,1939,1939,0,0,-9,41256,0,0,5456,4206,738,0.0016762,GMY,1939,1939,0,0,-9,12000000,2750,23733,255050,79798,23627,0.1779559,
2302,1939,1939,1,2,5,5,1,1,GMY,1939,1939,1,1,-9,12000000,2750,23733,255050,79798,23627,0.1779559,CZE,1939,1939,0,0,-9,268742,163,2421,30745,14680,1636,0.0121637,
3191,1939,1940,5,3,106,106,1,1,USR,1939,1940,0,0,-9,6064668.5,2994.5,17940.5,191480.5,182196,34551,0.1377404,AFG,1939,1940,1,2,-9,-9,81.5,0,0,7922.5,136.5,0.0023319,
3364,1939,1939,1,2,4,4,1,1,HUN,1939,1939,1,1,-9,57861,33,733,7074,9227,1338,0.0042844,CZE,1939,1939,0,0,-9,268742,163,2421,30745,14680,1636,0.0121637,
3700,1939,1939,7,3,30,30,1,1,UKG,1939,1939,1,2,-9,7895671,394,13433,219686,47762,18429,0.0996836,NTH,1939,1939,0,0,-9,114233,47,110,15428,8780,2284,0.005362,
3701,1939,1940,9,3,188,188,1,1,GMY,1939,1940,1,1,-9,16600000,3025,22636.5,255983,85004.5,24423,0.17465335,NTH,1939,1940,0,0,-9,141327.5,55.5,131.5,14048,8830,2351,0.0052053,
3703,1939,1940,1,2,194,194,1,1,GMY,1939,1940,1,1,-9,16600000,3025,22636.5,255983,85004.5,24423,0.17465335,LUX,1939,1940,0,0,-9,1071.5,-4.5,1402,1004.5,297,0,0.0019827,
3705,1939,1940,9,3,158,158,1,1,GMY,1939,1940,1,1,-9,16600000,3025,22636.5,255983,85004.5,24423,0.17465335,NOR,1939,1940,0,0,-9,78879.5,4,68.5,4876,2953.5,294,0.00139805,
3708,1939,1939,7,3,1,1,1,1,GMY,1939,1939,0,0,-9,12000000,2750,23733,255050,79798,23627,0.1779559,USA,1939,1939,0,0,-9,980000,334,47898,829091,131028,37772,0.1819711,
3709,1939,1940,6,1,326,326,1,1,UKG,1939,1940,0,0,-9,8922000,707,13308,226213,47994,18465.5,0.09732035,USA,1939,1940,0,0,-9,1318500,396,54331.5,884451.5,131575,37880,0.1919391,
3719,1939,1940,7,1,60,60,1,1,GMY,1939,1940,1,2,-9,16600000,3025,22636.5,255983,85004.5,24423,0.17465335,FIN,1939,1940,0,0,-9,79117.5,168.5,77,1609,3700,307,0.00257905,
3723,1939,1940,8,3,119,119,1,1,LAT,1939,1940,0,0,-9,8208,31.5,2,1246,1995,391.5,0.0009909,GMY,1939,1940,0,0,-9,16600000,3025,22636.5,255983,85004.5,24423,0.17465335,
3724,1939,1940,9,3,205,205,1,1,UKG,1939,1940,1,2,-9,8922000,707,13308,226213,47994,18465.5,0.09732035,ITA,1939,1940,0,0,-9,637967.5,1107.5,2270.5,17108.5,44245,8250,0.0282765,
3804,1939,1940,5,3,405,405,1,1,GMY,1939,1940,1,2,-9,16600000,3025,22636.5,255983,85004.5,24423,0.17465335,SWD,1939,1940,0,0,-9,102182,45.5,1148,10188,6340,1000,0.0049355,
3809,1939,1939,7,3,1,1,1,1,GMY,1939,1939,1,2,-9,12000000,2750,23733,255050,79798,23627,0.1779559,EST,1939,1939,0,0,-9,5123,15,0,768,1141,175,0.0005647,
3833,1939,1939,5,3,1,1,2,2,URU,1939,1939,0,0,-9,3571,9,0,40,1950,583,0.0008,GMY,1939,1939,0,0,-9,12000000,2750,23733,255050,79798,23627,0.1779559,
3833,1939,1939,5,3,1,1,2,2,ARG,1939,1939,0,0,-9,58984,61,18,6822,14060,4620,0.0067641,UKG,1939,1939,0,0,-9,7895671,394,13433,219686,47762,18429,0.0996836,
3833,1939,1939,5,3,1,1,2,2,URU,1939,1939,0,0,-9,3571,9,0,40,1950,583,0.0008,UKG,1939,1939,0,0,-9,7895671,394,13433,219686,47762,18429,0.0996836,
3833,1939,1939,5,3,1,1,2,2,ARG,1939,1939,0,0,-9,58984,61,18,6822,14060,4620,0.0067641,GMY,1939,1939,0,0,-9,12000000,2750,23733,255050,79798,23627,0.1779559,
22,1940,1940,1,2,9,9,1,1,USR,1940,1940,1,1,-9,6145214,4200,18317,201846,194077,33978,0.1373449,LAT,1940,1940,0,0,-9,7984,34,2,1153,2000,392,0.0008913,
235,1940,1940,9,3,4,4,1,1,UKG,1940,1940,1,2,-9,9948329,1020,13183,232740,48226,18502,0.0949571,FRN,1940,1940,0,0,-9,5707762,5000,4413,56951,41000,6422,0.0758349,
339,1940,1941,9,3,615,615,1,1,USA,1940,1941,1,2,-9,3979000,1129.5,67957.5,985513,132762,38085.5,0.2232008,JPN,1940,1941,0,0,-9,2396549,2016,6850,66527,72075.5,21135,0.0586744,
418,1940,1940,9,3,158,158,1,1,ITA,1940,1940,1,1,-9,606523,1634,2258,17366,44470,8304,0.0295233,GRC,1940,1940,0,0,-9,62145,105,15,786,7319,865,0.0025271,
504,1940,1940,1,2,136,108,1,1,USR,1940,1940,1,2,-9,6145214,4200,18317,201846,194077,33978,0.1373449,LIT,1940,1940,0,0,-9,9841,33,0,1660,2879,113,0.0008149,
505,1940,1940,1,2,8,8,1,1,USR,1940,1940,1,2,-9,6145214,4200,18317,201846,194077,33978,0.1373449,EST,1940,1940,0,0,-9,4832,18,0,660,1144,214,0.0004908,
613,1940,1941,1,2,178,178,1,1,THI,1940,1941,1,1,-9,16185,-9,0,5,15650,1397.5,0.00341695,FRN,1940,1941,0,0,-9,3156392,2686.5,4361.5,52544.5,24500,4401.5,0.0458114,
1749,1940,1940,5,3,3,3,1,1,UKG,1940,1940,1,2,-9,9948329,1020,13183,232740,48226,18502,0.0949571,JPN,1940,1940,0,0,-9,1863181,957,6856,66212,71933,20980,0.0507177,
1783,1940,1940,5,3,106,106,1,1,SWZ,1940,1940,0,0,-9,48633,650,40,4073,4226,744,0.0064368,GMY,1940,1940,0,0,-9,21200000,3300,21540,256916,90211,25219,0.1713508,
3699,1940,1940,8,4,1,1,1,1,TUR,1940,1940,0,0,-9,79176,-9,38,2179,17714,1169,0.0039623,BUL,1940,1940,1,2,-9,34517,163,0,1164,6340,331,0.0023735,
3704,1940,1940,5,3,39,39,1,1,UKG,1940,1940,1,2,-9,9948329,1020,13183,232740,48226,18502,0.0949571,NOR,1940,1940,0,0,-9,89338,4,69,3633,2963,307,0.0012623,
3706,1940,1940,1,2,44,44,1,1,GMY,1940,1940,1,1,-9,21200000,3300,21540,256916,90211,25219,0.1713508,DEN,1940,1940,0,0,-9,35986,13,39,4644,3830,806,0.0016678,
3707,1940,1940,5,3,71,71,1,1,UKG,1940,1940,0,0,-9,9948329,1020,13183,232740,48226,18502,0.0949571,DEN,1940,1940,0,0,-9,35986,13,39,4644,3830,806,0.0016678,
3713,1940,1940,5,3,1,1,1,1,GMY,1940,1940,1,2,-9,21200000,3300,21540,256916,90211,25219,0.1713508,POR,1940,1940,0,0,-9,31024,37,0,1566,7720,973,0.0020838,
3718,1940,1940,8,4,7,7,1,1,SPN,1940,1940,1,1,-9,87621,531,804,9570,25760,4832,0.0124734,FRN,1940,1940,0,0,-9,5707762,5000,4413,56951,41000,6422,0.0758349,
3720,1940,1940,8,3,1,1,1,1,ITA,1940,1940,0,0,-9,606523,1634,2258,17366,44470,8304,0.0295233,SWD,1940,1940,0,0,-9,105623,100,1145,8054,6360,1007,0.0045936,
3800,1940,1940,8,3,20,20,1,1,UKG,1940,1940,0,0,-9,9948329,1020,13183,232740,48226,18502,0.0949571,SWZ,1940,1940,0,0,-9,48633,650,40,4073,4226,744,0.0064368,
3801,1940,1940,5,3,201,201,1,1,GMY,1940,1940,1,2,-9,21200000,3300,21540,256916,90211,25219,0.1713508,SWD,1940,1940,0,0,-9,105623,100,1145,8054,6360,1007,0.0045936,
3802,1940,1940,5,3,169,169,1,1,UKG,1940,1940,1,2,-9,9948329,1020,13183,232740,48226,18502,0.0949571,SWD,1940,1940,0,0,-9,105623,100,1145,8054,6360,1007,0.0045936,
3807,1940,1940,7,3,1,1,1,1,UKG,1940,1940,0,0,-9,9948329,1020,13183,232740,48226,18502,0.0949571,RUM,1940,1940,0,0,-9,-9,815,261,10620,15910,1101,0.0118268,
3810,1940,1940,5,3,1,1,1,1,SPN,1940,1940,1,2,-9,87621,531,804,9570,25760,4832,0.0124734,FRN,1940,1940,0,0,-9,5707762,5000,4413,56951,41000,6422,0.0758349,
3812,1940,1940,7,3,3,3,1,1,UKG,1940,1940,1,2,-9,9948329,1020,13183,232740,48226,18502,0.0949571,YUG,1940,1940,0,0,-9,121456,149,258,3976,15811,774,0.0044671,
3813,1940,1941,9,3,399,399,3,1,GMY,1940,1941,1,1,-9,25050000,5200,21188,260656,90414,25315.5,0.186869,YUG,1940,1941,0,0,-9,150390,149.5,234.5,3568,15767.5,785,0.0044218,
3813,1940,1941,9,3,399,399,3,1,BUL,1941,1941,1,1,-9,-9,-9,0,1185,6700,336,0.0016613,YUG,1940,1941,0,0,-9,150390,149.5,234.5,3568,15767.5,785,0.0044218,
3813,1940,1941,9,3,399,399,3,1,HUN,1941,1941,1,1,-9,110555,-9,782,8655,9344,1357,0.0048101,YUG,1940,1941,0,0,-9,150390,149.5,234.5,3568,15767.5,785,0.0044218,
3814,1940,1940,5,3,83,53,1,1,ITA,1940,1940,1,1,-9,606523,1634,2258,17366,44470,8304,0.0295233,YUG,1940,1940,0,0,-9,121456,149,258,3976,15811,774,0.0044671,
3820,1940,1940,9,3,57,57,1,1,ITA,1940,1940,1,1,-9,606523,1634,2258,17366,44470,8304,0.0295233,FRN,1940,1940,0,0,-9,5707762,5000,4413,56951,41000,6422,0.0758349,
3821,1940,1941,4,2,232,232,1,1,USR,1940,1941,1,1,-9,6514720.5,4203.5,16950.5,174500,195368,33262,0.1308417,RUM,1940,1941,0,0,-9,-9,403,274.5,10416.5,14730,1102,0.00856775,
3822,1940,1941,9,3,301,301,1,1,GMY,1940,1941,1,1,-9,25050000,5200,21188,260656,90414,25315.5,0.186869,USR,1940,1941,1,1,-9,6514720.5,4203.5,16950.5,174500,195368,33262,0.1308417,
3823,1940,1940,4,1,30,1,1,1,HUN,1940,1940,1,1,-9,-9,-9,750,7915,9287,1341,0.0053605,RUM,1940,1940,0,0,-9,-9,815,261,10620,15910,1101,0.0118268,
3824,1940,1940,7,3,1,1,1,1,UKG,1940,1940,1,2,-9,9948329,1020,13183,232740,48226,18502,0.0949571,ITA,1940,1940,0,0,-9,606523,1634,2258,17366,44470,8304,0.0295233,
3825,1940,1941,4,2,299,299,1,1,GMY,1940,1941,1,1,-9,25050000,5200,21188,260656,90414,25315.5,0.186869,RUM,1940,1941,0,0,-9,-9,403,274.5,10416.5,14730,1102,0.00856775,
3835,1940,1940,5,3,1,1,1,1,GMY,1940,1940,1,2,-9,21200000,3300,21540,256916,90211,25219,0.1713508,ARG,1940,1940,0,0,-9,69908,-9,24,6252,14170,4797,0.0071154,
3836,1940,1940,5,3,99,99,1,1,SPN,1940,1940,1,1,-9,87621,531,804,9570,25760,4832,0.0124734,UKG,1940,1940,0,0,-9,9948329,1020,13183,232740,48226,18502,0.0949571,
3850,1940,1941,5,3,399,399,2,1,BUL,1940,1941,0,0,-9,17254,77,0,1174.5,6520,333.5,0.0020174,TUR,1940,1941,1,2,-9,93714.5,252,35.5,2206.5,17833,1189,0.0054352,
3850,1940,1941,5,3,399,399,2,1,GMY,1940,1941,0,0,-9,25050000,5200,21188,260656,90414,25315.5,0.186869,TUR,1940,1941,1,2,-9,93714.5,252,35.5,2206.5,17833,1189,0.0054352,
3851,1940,1940,7,3,29,29,1,1,ITA,1940,1940,0,0,-9,606523,1634,2258,17366,44470,8304,0.0295233,TUR,1940,1940,0,0,-9,79176,-9,38,2179,17714,1169,0.0039623,
3852,1940,1940,5,3,1,1,1,1,ITA,1940,1940,1,2,-9,606523,1634,2258,17366,44470,8304,0.0295233,IRN,1940,1940,0,0,-9,24250,120,0,2190,14284,1320,0.0037121,
3853,1940,1940,8,3,128,128,1,1,ITA,1940,1940,1,2,-9,606523,1634,2258,17366,44470,8304,0.0295233,EGY,1940,1940,0,0,-9,14354,50,0,1328,16877,2549,0.0042923,
3854,1940,1940,5,3,1,1,1,1,ITA,1940,1940,1,2,-9,606523,1634,2258,17366,44470,8304,0.0295233,PAN,1940,1940,0,0,-9,43,0,0,0,620,0,6.78E-05,
3855,1940,1940,5,3,167,167,1,1,GMY,1940,1940,1,2,-9,21200000,3300,21540,256916,90211,25219,0.1713508,PAN,1940,1940,0,0,-9,43,0,0,0,620,0,6.78E-05,
3856,1940,1940,5,3,1,1,1,1,BUL,1940,1940,1,2,-9,34517,163,0,1164,6340,331,0.0023735,GRC,1940,1940,0,0,-9,62145,105,15,786,7319,865,0.0025271,
3858,1940,1940,4,1,1,1,2,1,GMY,1940,1940,0,0,-9,21200000,3300,21540,256916,90211,25219,0.1713508,BUL,1940,1940,1,2,-9,34517,163,0,1164,6340,331,0.0023735,
3860,1940,1940,7,3,80,80,1,1,UKG,1940,1940,1,2,-9,9948329,1020,13183,232740,48226,18502,0.0949571,USR,1940,1940,0,0,-9,6145214,4200,18317,201846,194077,33978,0.1373449,
3861,1940,1940,4,3,37,37,1,1,GMY,1940,1940,1,2,-9,21200000,3300,21540,256916,90211,25219,0.1713508,HUN,1940,1940,0,0,-9,-9,-9,750,7915,9287,1341,0.0053605,
3862,1940,1940,5,3,1,1,1,1,GMY,1940,1940,1,2,-9,21200000,3300,21540,256916,90211,25219,0.1713508,HUN,1940,1940,0,0,-9,-9,-9,750,7915,9287,1341,0.0053605,
3863,1940,1940,5,3,71,71,1,1,GMY,1940,1940,1,2,-9,21200000,3300,21540,256916,90211,25219,0.1713508,IRE,1940,1940,0,0,-9,17684,8,0,2856,2960,488,0.0010421,
3864,1940,1940,7,3,14,14,1,1,UKG,1940,1940,1,2,-9,9948329,1020,13183,232740,48226,18502,0.0949571,BRA,1940,1940,0,0,-9,74888,103,141,4425,41114,4275,0.0092598,
414,1941,1941,9,3,246,246,1,1,USA,1941,1941,0,0,-9,6301000,1801,75150,1031214,133402,38183,0.2444945,GMY,1941,1941,1,2,-9,28900000,7100,20836,264396,90617,25412,0.2023872,
420,1941,1941,1,2,24,24,1,2,UKG,1941,1941,1,3,-9,11280839,2300,12510,228173,48216,18579,0.0992547,GMY,1941,1941,0,0,-9,28900000,7100,20836,264396,90617,25412,0.2023872,
420,1941,1941,1,2,24,24,1,2,UKG,1941,1941,1,3,-9,11280839,2300,12510,228173,48216,18579,0.0992547,IRQ,1941,1941,0,0,-9,-9,-9,0,2239,3745,419,0.0013921,
421,1941,1941,5,3,81,51,1,1,GMY,1941,1941,1,2,-9,28900000,7100,20836,264396,90617,25412,0.2023872,POR,1941,1941,0,0,-9,36211,36,1,1454,7760,980,0.0020914,
518,1941,1941,9,3,288,258,1,3,BUL,1941,1941,1,1,-9,-9,-9,0,1185,6700,336,0.0016613,USR,1941,1941,0,0,-9,6884227,4207,15584,147154,196659,32546,0.1243385,
518,1941,1941,9,3,288,258,1,3,BUL,1941,1941,1,1,-9,-9,-9,0,1185,6700,336,0.0016613,UKG,1941,1941,0,0,-9,11280839,2300,12510,228173,48216,18579,0.0992547,
518,1941,1941,9,3,288,258,1,3,BUL,1941,1941,1,1,-9,-9,-9,0,1185,6700,336,0.0016613,USA,1941,1941,0,0,-9,6301000,1801,75150,1031214,133402,38183,0.2444945,
523,1941,1942,1,2,167,167,2,1,USR,1941,1942,1,2,-9,7104191.5,4569.5,15365.5,143376,195229.5,32254.5,0.11862885,IRN,1941,1942,0,0,-9,-9,94.5,0,1423.5,14557.5,1443.5,0.0041454,
523,1941,1942,1,2,167,167,2,1,UKG,1941,1942,1,2,-9,12379731,2845,12830,226124,48308,18590,0.09642095,IRN,1941,1942,0,0,-9,-9,94.5,0,1423.5,14557.5,1443.5,0.0041454,
1066,1941,1941,7,3,1,1,1,1,AUL,1941,1941,0,0,-9,550072,400,1700,18668,7110,3414,0.0111213,POR,1941,1941,0,0,-9,36211,36,1,1454,7760,980,0.0020914,
1614,1941,1941,8,3,1,1,1,3,NIC,1941,1941,0,0,-9,-9,-9,0,0,844,0,0.0001415,RUM,1941,1941,0,0,-9,-9,-9,288,10213,13550,1103,0.0053087,
1614,1941,1941,8,3,1,1,1,3,NIC,1941,1941,0,0,-9,-9,-9,0,0,844,0,0.0001415,HUN,1941,1941,0,0,-9,110555,-9,782,8655,9344,1357,0.0048101,
1614,1941,1941,8,3,1,1,1,3,NIC,1941,1941,0,0,-9,-9,-9,0,0,844,0,0.0001415,BUL,1941,1941,0,0,-9,-9,-9,0,1185,6700,336,0.0016613,
1785,1941,1941,1,2,129,129,1,1,JPN,1941,1941,1,2,-9,2929917,3075,6844,66842,72218,21290,0.0666311,THI,1941,1941,0,0,-9,21856,-9,0,6,15787,1423,0.0035196,
3513,1941,1942,5,3,199,199,1,6,HAI,1941,1942,0,0,-9,1509,-2,0,0,2910,121.5,0.0004794,HUN,1941,1942,0,0,-9,55273,170.5,783,8888.5,9370,1359.5,0.00571215,
3513,1941,1942,5,3,199,199,1,6,HAI,1941,1942,0,0,-9,1509,-2,0,0,2910,121.5,0.0004794,JPN,1941,1942,0,0,-9,3672095,3075,6944,65558.5,72549,21385,0.0640368,
3513,1941,1942,5,3,199,199,1,6,HAI,1941,1942,0,0,-9,1509,-2,0,0,2910,121.5,0.0004794,GMY,1941,1942,0,0,-9,32900000,7064,20658,266495.5,90912,25412,0.1889687,
3513,1941,1942,5,3,199,199,1,6,HAI,1941,1942,0,0,-9,1509,-2,0,0,2910,121.5,0.0004794,BUL,1941,1942,0,0,-9,-9,-9,0,1321.5,6735,339,0.0016886,
3513,1941,1942,5,3,199,199,1,6,HAI,1941,1942,0,0,-9,1509,-2,0,0,2910,121.5,0.0004794,RUM,1941,1942,0,0,-9,-9,-9,303,10506.5,13580,1104.5,0.0053564,
3513,1941,1942,5,3,199,199,1,6,HAI,1941,1942,0,0,-9,1509,-2,0,0,2910,121.5,0.0004794,ITA,1941,1942,0,0,-9,517357,1870.5,1998.5,15380,44965,8503,0.0276338,
3514,1941,1942,5,3,194,194,1,6,NIC,1941,1942,0,0,-9,-9,-9,0,0,853.5,0,0.00014375,RUM,1941,1942,0,0,-9,-9,-9,303,10506.5,13580,1104.5,0.0053564,
3514,1941,1942,5,3,194,194,1,6,NIC,1941,1942,0,0,-9,-9,-9,0,0,853.5,0,0.00014375,JPN,1941,1942,0,0,-9,3672095,3075,6944,65558.5,72549,21385,0.0640368,
3514,1941,1942,5,3,194,194,1,6,NIC,1941,1942,0,0,-9,-9,-9,0,0,853.5,0,0.00014375,GMY,1941,1942,0,0,-9,32900000,7064,20658,266495.5,90912,25412,0.1889687,
3514,1941,1942,5,3,194,194,1,6,NIC,1941,1942,0,0,-9,-9,-9,0,0,853.5,0,0.00014375,ITA,1941,1942,0,0,-9,517357,1870.5,1998.5,15380,44965,8503,0.0276338,
3514,1941,1942,5,3,194,194,1,6,NIC,1941,1942,0,0,-9,-9,-9,0,0,853.5,0,0.00014375,HUN,1941,1942,0,0,-9,55273,170.5,783,8888.5,9370,1359.5,0.00571215,
3514,1941,1942,5,3,194,194,1,6,NIC,1941,1942,0,0,-9,-9,-9,0,0,853.5,0,0.00014375,BUL,1941,1942,0,0,-9,-9,-9,0,1321.5,6735,339,0.0016886,
3518,1941,1942,5,3,186,186,1,3,COS,1941,1942,0,0,-9,472,-9,0,15,640,0,9.94E-05,JPN,1941,1942,0,0,-9,3672095,3075,6944,65558.5,72549,21385,0.0640368,
3518,1941,1942,5,3,186,186,1,3,COS,1941,1942,0,0,-9,472,-9,0,15,640,0,9.94E-05,ITA,1941,1942,0,0,-9,517357,1870.5,1998.5,15380,44965,8503,0.0276338,
3518,1941,1942,5,3,186,186,1,3,COS,1941,1942,0,0,-9,472,-9,0,15,640,0,9.94E-05,GMY,1941,1942,0,0,-9,32900000,7064,20658,266495.5,90912,25412,0.1889687,
3519,1941,1942,5,3,185,185,1,3,CUB,1941,1942,0,0,-9,7892.5,19.5,0,46.5,4350,1102,0.0016235,GMY,1941,1942,0,0,-9,32900000,7064,20658,266495.5,90912,25412,0.1889687,
3519,1941,1942,5,3,185,185,1,3,CUB,1941,1942,0,0,-9,7892.5,19.5,0,46.5,4350,1102,0.0016235,ITA,1941,1942,0,0,-9,517357,1870.5,1998.5,15380,44965,8503,0.0276338,
3519,1941,1942,5,3,185,185,1,3,CUB,1941,1942,0,0,-9,7892.5,19.5,0,46.5,4350,1102,0.0016235,JPN,1941,1942,0,0,-9,3672095,3075,6944,65558.5,72549,21385,0.0640368,
3520,1941,1942,5,3,186,186,1,3,DOM,1941,1942,0,0,-9,1052,3.5,0,0,1820,122.5,0.00035295,JPN,1941,1942,0,0,-9,3672095,3075,6944,65558.5,72549,21385,0.0640368,
3520,1941,1942,5,3,186,186,1,3,DOM,1941,1942,0,0,-9,1052,3.5,0,0,1820,122.5,0.00035295,GMY,1941,1942,0,0,-9,32900000,7064,20658,266495.5,90912,25412,0.1889687,
3520,1941,1942,5,3,186,186,1,3,DOM,1941,1942,0,0,-9,1052,3.5,0,0,1820,122.5,0.00035295,ITA,1941,1942,0,0,-9,517357,1870.5,1998.5,15380,44965,8503,0.0276338,
3521,1941,1942,5,3,187,187,1,3,SAL,1941,1942,0,0,-9,728,-9,0,0,1665,0,0.00025355,JPN,1941,1942,0,0,-9,3672095,3075,6944,65558.5,72549,21385,0.0640368,
3521,1941,1942,5,3,187,187,1,3,SAL,1941,1942,0,0,-9,728,-9,0,0,1665,0,0.00025355,ITA,1941,1942,0,0,-9,517357,1870.5,1998.5,15380,44965,8503,0.0276338,
3521,1941,1942,5,3,187,187,1,3,SAL,1941,1942,0,0,-9,728,-9,0,0,1665,0,0.00025355,GMY,1941,1942,0,0,-9,32900000,7064,20658,266495.5,90912,25412,0.1889687,
3522,1941,1942,5,3,185,185,1,3,GUA,1941,1942,0,0,-9,945.5,-9,0,0,2275,196,0.0005515,GMY,1941,1942,0,0,-9,32900000,7064,20658,266495.5,90912,25412,0.1889687,
3522,1941,1942,5,3,185,185,1,3,GUA,1941,1942,0,0,-9,945.5,-9,0,0,2275,196,0.0005515,JPN,1941,1942,0,0,-9,3672095,3075,6944,65558.5,72549,21385,0.0640368,
3522,1941,1942,5,3,185,185,1,3,GUA,1941,1942,0,0,-9,945.5,-9,0,0,2275,196,0.0005515,ITA,1941,1942,0,0,-9,517357,1870.5,1998.5,15380,44965,8503,0.0276338,
3523,1941,1942,5,3,188,188,1,3,HON,1941,1942,0,0,-9,587.5,-9,0,0,1185,0,0.00018055,JPN,1941,1942,0,0,-9,3672095,3075,6944,65558.5,72549,21385,0.0640368,
3523,1941,1942,5,3,188,188,1,3,HON,1941,1942,0,0,-9,587.5,-9,0,0,1185,0,0.00018055,ITA,1941,1942,0,0,-9,517357,1870.5,1998.5,15380,44965,8503,0.0276338,
3523,1941,1942,5,3,188,188,1,3,HON,1941,1942,0,0,-9,587.5,-9,0,0,1185,0,0.00018055,GMY,1941,1942,0,0,-9,32900000,7064,20658,266495.5,90912,25412,0.1889687,
3525,1941,1942,5,3,188,188,1,3,PAN,1941,1942,0,0,-9,-9,0,0,0,643.5,0,8.67E-05,JPN,1941,1942,0,0,-9,3672095,3075,6944,65558.5,72549,21385,0.0640368,
3525,1941,1942,5,3,188,188,1,3,PAN,1941,1942,0,0,-9,-9,0,0,0,643.5,0,8.67E-05,GMY,1941,1942,0,0,-9,32900000,7064,20658,266495.5,90912,25412,0.1889687,
3525,1941,1942,5,3,188,188,1,3,PAN,1941,1942,0,0,-9,-9,0,0,0,643.5,0,8.67E-05,ITA,1941,1942,0,0,-9,517357,1870.5,1998.5,15380,44965,8503,0.0276338,
3805,1941,1941,5,3,1,1,1,1,GMY,1941,1941,1,2,-9,28900000,7100,20836,264396,90617,25412,0.2023872,SWD,1941,1941,0,0,-9,148721,-9,1156,6712,6390,1028,0.0045554,
3867,1941,1941,7,3,1,1,1,1,UKG,1941,1941,0,0,-9,11280839,2300,12510,228173,48216,18579,0.0992547,GRC,1941,1941,0,0,-9,79821,414,14,680,7400,883,0.0045834,
3868,1941,1941,4,3,16,16,1,1,GMY,1941,1941,1,2,-9,28900000,7100,20836,264396,90617,25412,0.2023872,BUL,1941,1941,0,0,-9,-9,-9,0,1185,6700,336,0.0016613,
