dispnum3,styear,endyear,outcome,settle,maxdur,mindur,numa,numb,a_ccode,a_styear,a_endyear,a_revstate,a_revtype1,a_revtype2,a_milex,a_milper,a_irst,a_pec,a_tpop,a_upop,a_cinc,b_ccode,b_styear,b_endyear,b_revstate,b_revtype1,b_revtype2,b_milex,b_milper,b_irst,b_pec,b_tpop,b_upop,b_cinc,war_names
1114,1959,1959,5,3,32,32,2,1,40,1959,1959,1,3,-9,-9,19,29,5298,6901,1599,0.0017135,42,1959,1959,1,3,-9,42600,18,0,39,2941,328,0.0005215,
1114,1959,1959,5,3,32,32,2,1,101,1959,1959,1,3,-9,181194,23,50,107242,7086,2093,0.0062443,42,1959,1959,1,3,-9,42600,18,0,39,2941,328,0.0005215,
1115,1967,1967,5,3,1,1,1,1,40,1967,1967,1,3,-9,170000,110,120,5544,8139,1710,0.0019963,101,1967,1967,0,0,-9,197778,40,690,152783,9352,2477,0.0062815,
1117,1957,1958,5,3,94,94,1,1,600,1957,1958,1,1,-9,47143,25.5,0,505,10837.5,1644.5,0.0016629,230,1957,1958,0,0,-9,135306,437.5,1453,22232,29818,7599.5,0.01074795,
1118,1972,1972,5,3,182,182,1,1,600,1972,1972,1,2,-9,140342,65,1,5340,15754,3849,0.0021991,230,1972,1972,0,0,-9,861477,365,9564,80167,34494,10995,0.0110928,
1119,1973,1974,6,1,367,367,1,1,600,1973,1974,1,2,-9,304079.5,65,1,6352,16368.5,4453,0.0023576,230,1973,1974,1,2,-9,1313575.5,370,11227.5,88179.5,35041.5,12279,0.01151965,
1120,1901,1901,6,1,137,110,1,1,41,1901,1901,1,1,-9,281,7,0,0,1290,0,0.0005264,42,1901,1901,0,0,-9,-9,1,0,0,610,0,0.0001465,
1123,1962,1962,5,3,42,42,1,1,645,1962,1962,0,0,-9,134976,91,0,4423,7321,1899,0.0021011,640,1962,1962,0,0,-9,324115,420,242,8442,28931,3778,0.0071319,
1124,1958,1959,5,3,32,32,1,2,90,1958,1959,1,4,-9,9800,8,0,28.5,3599,375,0.0004504,70,1958,1959,1,4,-9,69856,49.5,1100.5,31216.5,35346.5,6008,0.00702735,
1124,1958,1959,5,3,32,32,1,2,90,1958,1959,1,4,-9,9800,8,0,28.5,3599,375,0.0004504,2,1958,1958,0,0,-9,45503008,2411,77342,1437859,174882,49733,0.23447,
1127,1931,1931,5,3,31,1,1,1,670,1931,1931,1,1,-9,-9,4,0,0,2102,0,0.0004329,678,1931,1931,1,1,-9,-9,18,0,0,2538,0,0.0009666,
1128,1931,1932,2,2,94,94,1,1,678,1931,1932,1,1,-9,-9,18,0,0,2556,0,0.0009642,670,1931,1932,1,1,-9,2258.5,4,0,0,2125.5,0,0.00047045,
1129,1933,1934,8,4,221,221,1,4,670,1933,1934,1,1,-9,-9,4,0,3.5,2221.5,50.5,0.0004813,220,1934,1934,0,0,-9,707568,458,6155,80930,41950,6431,0.0575316,
1129,1933,1934,8,4,221,221,1,4,670,1933,1934,1,1,-9,-9,4,0,3.5,2221.5,50.5,0.0004813,678,1933,1934,1,1,-9,-9,18,0,0,2629.5,0,0.0009064,
1129,1933,1934,8,4,221,221,1,4,670,1933,1934,1,1,-9,-9,4,0,3.5,2221.5,50.5,0.0004813,325,1934,1934,0,0,-9,455733,362,1850,15445,42280,7530,0.0351188,
1129,1933,1934,8,4,221,221,1,4,670,1933,1934,1,1,-9,-9,4,0,3.5,2221.5,50.5,0.0004813,200,1934,1934,0,0,-9,540015,318,8992,202870,46666,18237,0.0804279,
1131,1914,1917,3,3,857,857,1,1,640,1914,1917,1,2,-9,11385.25,255.25,0,441.75,18662,1014,0.008465575,630,1914,1917,0,0,-9,-9,45.5,0,256.5,11007.5,529,0.00348265,
1132,1918,1918,5,3,1,1,1,1,630,1918,1918,1,2,-9,-9,46,0,48,11210,543,0.0031208,365,1918,1918,0,0,-9,258741,-9,402,18041,143450,4983,0.0373969,
1133,1920,1921,5,3,293,293,1,2,365,1920,1921,1,2,-9,1260475,4275,207,13494,138275.5,4293.5,0.1258574,630,1920,1921,0,0,-9,-9,38.5,0,327.5,11420,559,0.0034904,
1133,1920,1921,5,3,293,293,1,2,365,1920,1921,1,2,-9,1260475,4275,207,13494,138275.5,4293.5,0.1258574,200,1920,1921,0,0,-9,1150186,522,6487,180859,46820,18487.5,0.11291225,
1135,1971,1972,5,3,187,187,1,1,630,1971,1972,1,1,-9,911550.5,260,0,54912.5,29884,6582,0.00628375,645,1971,1972,1,1,-9,443497.5,105,0,8000.5,9912,4068,0.00253935,
1136,1969,1969,5,3,69,69,1,1,645,1969,1969,1,1,-9,298236,90,0,6533,9149,3122,0.0022238,630,1969,1969,1,1,-9,624422,225,0,44835,27946,5698,0.0058392,
1138,1959,1960,5,3,122,122,1,1,630,1959,1960,0,0,-9,192719,182.5,0,36259.5,21182.5,3755,0.00597445,645,1959,1960,1,1,-9,109493,65.5,0,3771.5,6783.5,1566.5,0.0018504,
1139,1932,1933,6,1,267,267,1,1,135,1932,1933,1,1,-9,5193.5,10.5,0,290.5,5890,295.5,0.0014344,100,1932,1933,0,0,-9,4674.5,8,0,138.5,7805,569.5,0.00180495,
1141,1934,1934,2,1,108,81,1,1,135,1934,1934,1,1,-9,5709,10,0,306,6040,322,0.0013683,100,1934,1934,0,0,-9,9888,13,0,333,8030,669,0.0020626,
1142,1917,1917,1,2,25,25,1,1,710,1917,1917,1,2,-9,-9,900,43,17005,459503,-9,0.1027681,365,1917,1917,0,0,-9,4040000,9050,3080,43283,184600,6471,0.117214,
1145,1901,1905,5,1,1156,1126,1,1,135,1901,1905,1,1,-9,407.2,4,0,46.8,3300,133.6,0.00107404,130,1901,1905,1,1,-9,176.4,3.6,0,6.4,1336,0,0.00040232,
1147,1910,1910,4,3,334,277,1,1,135,1910,1910,1,1,-9,544,4,0,206,4000,142,0.0011636,130,1910,1910,1,1,-9,423,4,0,15,1420,0,0.0004744,
1148,1912,1913,4,3,344,314,1,1,135,1912,1913,1,1,-9,-9,7,0,47,4230,143.5,0.00120095,130,1912,1913,1,1,-9,344,7,0,15.5,1455,0,0.0004896,
1151,1932,1932,5,1,36,36,1,1,130,1932,1932,1,1,-9,1800,5,0,332,2050,176,0.0006408,135,1932,1932,1,1,-9,6020,11,0,298,5840,290,0.0014886,
1152,1934,1936,1,2,701,641,1,1,135,1934,1936,1,1,-9,7426.666667,14.66666667,0,397.3333333,6136.666667,345.6666667,0.0014527,130,1934,1936,1,1,-9,1726.666667,7,0,374,2196.666667,235,0.000658933,
1153,1938,1938,5,3,58,28,1,1,135,1938,1938,0,0,-9,8683,14,0,640,6460,439,0.0014553,130,1938,1938,1,1,-9,1245,8,0,498,2360,311,0.000713,
1154,1939,1942,1,2,987,987,1,1,135,1939,1942,0,0,-9,8153.5,17.5,0,667.5,6742.5,528.75,0.001439475,130,1939,1942,1,1,-9,1309.75,-4.75,0,471.25,2495,339.75,0.0007377,
1155,1951,1951,5,3,5,5,1,1,135,1951,1951,0,0,-9,33980,35,0,3144,8118,853,0.0017284,130,1951,1951,1,1,-9,5809,12,0,328,3317,469,0.0006765,
1156,1954,1954,5,3,281,251,1,1,135,1954,1954,0,0,-9,27702,36,0,3453,8597,1177,0.0017158,130,1954,1954,1,1,-9,16502,12,0,428,3615,522,0.0006581,
1158,1971,1971,7,1,6,6,1,1,130,1971,1971,1,2,-9,29680,20,0,3324,6148,1312,0.0008122,2,1971,1971,0,0,-9,74862000,2720,109265,2311854,207661,55560,0.1699562,
1160,1907,1907,5,3,31,1,1,1,135,1907,1907,1,1,-9,427,4,0,140,3700,139,0.0011263,100,1907,1907,0,0,-9,570,7,0,50,4410,113,0.0013122,
1161,1911,1911,6,1,183,183,1,1,100,1911,1911,1,1,-9,395,6,0,152,4940,119,0.0012082,135,1911,1911,1,1,-9,-9,4,0,184,4100,142,0.0011275,
1163,1902,1904,6,1,631,631,1,1,135,1902,1904,0,0,-9,391.3333333,4,0,41.66666667,3300,133.6666667,0.001084467,140,1902,1904,1,1,-9,1944.666667,26.66666667,0,1049.333333,19183,2061.333333,0.009790467,
1166,1966,1967,6,1,183,183,1,1,101,1966,1967,1,1,-9,187333.5,40,613.5,149447.5,9191,2453,0.00627145,110,1966,1967,0,0,-9,496,2.5,0,31,642.5,0,5.09E-05,
1168,1922,1922,6,1,201,174,1,1,91,1922,1922,0,0,-9,999,3,0,0,770,0,0.0001852,93,1922,1922,1,3,-9,43,2,0,0,650,0,0.0001211,
1169,1927,1928,6,1,137,107,1,1,91,1927,1928,1,1,-9,850,2,0,0,900,0,0.00019185,90,1927,1928,1,1,-9,2100,7,0,0,1630,121.5,0.000594,
1170,1929,1929,5,3,131,101,2,1,93,1929,1929,0,0,-9,141,3,0,0,680,0,0.0001702,91,1929,1929,0,0,-9,900,2,0,0,960,0,0.0001964,
1170,1929,1929,5,3,131,101,2,1,2,1929,1929,0,0,-9,701300,255,57339,903141,121767,35318,0.2397934,91,1929,1929,0,0,-9,900,2,0,0,960,0,0.0001964,
1171,1935,1935,5,3,34,5,1,1,90,1935,1935,0,0,-9,1900,6,0,0,1980,158,0.0005033,92,1935,1935,0,0,-9,1640,3,0,0,1530,0,0.0002558,
1172,1969,1969,5,3,182,182,1,1,160,1969,1969,1,1,-9,434631,160,1720,39967,23600,9465,0.0064217,165,1969,1969,1,1,-9,37200,17,14,2711,2792,1179,0.0006478,
1173,1957,1957,6,1,66,66,1,1,93,1957,1957,1,1,-9,7037,4,0,16,1292,164,0.0001958,91,1957,1957,1,1,-9,4450,4,0,9,1768,0,0.0001515,
1174,1900,1901,5,3,426,426,1,1,100,1900,1901,1,3,-9,385,1,0,23,3915,108.5,0.00106165,101,1900,1901,1,3,-9,198.5,6.5,0,55,2450,0,0.0007192,
1175,1917,1917,6,1,316,316,1,1,90,1917,1917,1,1,-9,-9,7,0,0,1230,0,0.0002416,91,1917,1917,1,1,-9,882,2,0,0,630,0,9.99E-05,
1178,1902,1903,1,2,316,287,1,1,140,1902,1903,1,1,-9,2921.5,24,0,1030,18981,2035,0.009618,145,1902,1903,0,0,-9,206.5,3,0,0,1810,0,0.00045615,
1179,1906,1906,6,1,31,1,1,1,145,1906,1906,1,1,-9,191,2,0,0,1880,0,0.0004068,150,1906,1906,1,1,-9,99,1,0,0,580,0,0.0001522,
1180,1910,1911,6,1,132,132,1,1,145,1910,1911,1,1,-9,239.5,3,0,0,1960,0,0.0004431,135,1910,1911,1,1,-9,267.5,4,0,195,4050,142,0.00114555,
1181,1911,1911,5,3,173,143,1,1,135,1911,1911,1,1,-9,-9,4,0,184,4100,142,0.0011275,155,1911,1911,0,0,-9,3764,26,0,1188,3380,547,0.0036015,
1182,1918,1918,5,3,61,2,1,1,145,1918,1918,1,1,-9,2898,5,0,0,2100,0,0.0003207,150,1918,1918,1,1,-9,-9,3,0,0,690,0,0.0001301,
1184,1920,1920,5,3,39,39,1,2,155,1920,1920,1,1,-9,13789,30,0,1063,3790,689,0.0024408,145,1920,1920,1,1,-9,2220,4,0,0,2140,104,0.0005518,
1184,1920,1920,5,3,39,39,1,2,155,1920,1920,1,1,-9,13789,30,0,1063,3790,689,0.0024408,135,1920,1920,0,0,-9,463,14,0,657,4830,166,0.001174,
1189,1975,1976,5,3,274,215,1,1,140,1975,1976,1,2,-9,1581793.5,452.5,8738.5,134967.5,109315,42944.5,0.0212825,110,1975,1976,0,0,-9,13000,3.5,0,331.5,787.5,0,6.57E-05,
1190,1976,1976,6,1,31,31,1,1,91,1976,1976,1,1,-9,23700,12,0,1960,3202,508,0.0003504,92,1976,1976,1,1,-9,37920,8,10,2826,4122,776,0.0004387,
1191,1976,1976,5,3,1,1,1,1,155,1976,1976,0,0,-9,388004,111,448,12488,10510,4821,0.0025756,135,1976,1976,0,0,-9,510860,100,349,12683,15578,5737,0.0029219,
1193,1954,1955,6,1,330,301,1,2,93,1954,1955,1,3,-9,-9,3,0,13.5,1200.5,137,0.00020485,2,1954,1954,1,3,-9,42786000,3302,80115,1302449,163026,47007,0.2809401,
1193,1954,1955,6,1,330,301,1,2,93,1954,1955,1,3,-9,-9,3,0,13.5,1200.5,137,0.00020485,94,1954,1955,1,3,-9,2010.5,0,0,31.5,1008.5,0,7.33E-05,
1195,1918,1918,5,1,60,60,1,1,93,1918,1918,1,1,-9,-9,2,0,0,621,0,0.0001124,91,1918,1918,0,0,-9,-9,4,0,0,660,0,0.000132,
1196,1913,1914,5,1,39,9,1,1,93,1913,1914,1,1,-9,-9,4,0,0,575,0,0.0002099,100,1913,1914,1,1,-9,1698,6,0,53.5,5255,127,0.0011652,
1197,1943,1943,5,3,8,8,1,1,710,1943,1943,1,2,-9,331806,3680,70,51545,539339,23839,0.099892,712,1943,1943,0,0,-9,-9,-9,0,56,750,0,0.0001332,
1200,1973,1973,5,3,1,1,1,1,770,1973,1973,1,2,-9,469782,466,0,16730,66879,10925,0.0089288,645,1973,1973,0,0,-9,658068,105,0,8342,10413,4860,0.0027432,
1202,1907,1907,2,2,313,313,2,2,91,1907,1907,0,0,-9,135,1,0,0,520,0,0.0001625,93,1907,1907,0,0,-9,-9,4,0,0,515,0,0.0002249,
1202,1907,1907,2,2,313,313,2,2,90,1907,1907,0,0,-9,454,7,0,0,1050,0,0.0005472,93,1907,1907,0,0,-9,-9,4,0,0,515,0,0.0002249,
1202,1907,1907,2,2,313,313,2,2,92,1907,1907,0,0,-9,200,3,0,0,930,0,0.0003067,93,1907,1907,0,0,-9,-9,4,0,0,515,0,0.0002249,
1203,1909,1909,6,1,143,143,4,1,2,1909,1909,1,2,-9,56177,142,24339,478835,90490,19589,0.225192,93,1909,1909,0,0,-9,-9,4,0,0,532,0,0.0002166,
1203,1909,1909,6,1,143,143,4,1,70,1909,1909,0,0,-9,2131,30,0,1882,15001,573,0.0051029,93,1909,1909,0,0,-9,-9,4,0,0,532,0,0.0002166,
1203,1909,1909,6,1,143,143,4,1,91,1909,1909,0,0,-9,120,1,0,0,540,0,0.0001511,93,1909,1909,0,0,-9,-9,4,0,0,532,0,0.0002166,
1203,1909,1909,6,1,143,143,4,1,92,1909,1909,0,0,-9,255,3,0,0,970,0,0.0003189,93,1909,1909,0,0,-9,-9,4,0,0,532,0,0.0002166,
1205,1906,1906,5,1,142,112,1,3,90,1906,1906,1,3,-9,431,7,0,0,1030,0,0.0005178,92,1906,1906,1,3,-9,191,3,0,0,910,0,0.0002929,
1205,1906,1906,5,1,142,112,1,3,90,1906,1906,1,3,-9,431,7,0,0,1030,0,0.0005178,91,1906,1906,0,0,-9,103,1,0,0,510,0,0.0001435,
1205,1906,1906,5,1,142,112,1,3,90,1906,1906,1,3,-9,431,7,0,0,1030,0,0.0005178,93,1906,1906,0,0,-9,-9,4,0,0,505,0,0.0002226,
1206,1969,1969,5,1,25,25,1,1,92,1969,1969,0,0,-9,10480,4,3,668,3390,625,0.0003723,91,1969,1969,1,4,-9,7100,6,0,876,2565,304,0.0002653,
1207,1912,1912,5,1,91,91,1,1,41,1912,1912,1,1,-9,630,12,0,0,1820,100,0.0009554,42,1912,1912,0,0,-9,-9,1,0,0,770,0,0.0001596,
1208,1959,1959,5,3,3,3,1,1,150,1959,1959,0,0,-9,5100,11,0,11,1730,267,0.0003084,160,1959,1959,0,0,-9,252657,145,214,19287,20289,8309,0.0069331,
1209,1962,1962,5,3,1,1,1,1,150,1962,1962,0,0,-9,5000,18,0,13,1934,289,0.0003559,160,1962,1962,0,0,-9,404818,129,644,25766,21284,8789,0.0068319,
1213,1964,1965,5,3,406,406,2,1,817,1964,1965,1,2,-9,402666.5,397.5,0,94,15920,1997,0.0050197,811,1964,1965,0,0,-9,54414,75.5,0,10,6062.5,396.5,0.00108555,
1213,1964,1965,5,3,406,406,2,1,2,1964,1964,0,0,-9,51213008,2687,115281,1610682,191889,50866,0.2029826,811,1964,1965,0,0,-9,54414,75.5,0,10,6062.5,396.5,0.00108555,
1214,1956,1956,5,3,29,1,1,1,817,1956,1956,1,1,-9,215926,150,0,63,12670,923,0.0028017,811,1956,1956,0,0,-9,8026,40,0,4,4945,390,0.0008256,
1215,1958,1958,5,3,33,33,1,1,817,1958,1958,1,1,-9,171914,160,0,85,13320,1093,0.0028872,811,1958,1958,1,1,-9,14355,36,0,6,5179,400,0.0008075,
1216,1965,1966,5,3,220,220,2,3,710,1965,1966,0,0,-9,14859510,2500,13775,190243,738472.5,93230,0.10927205,800,1965,1966,0,0,-9,98771,141.5,6,2476.5,31510,2120,0.0034588,
1216,1965,1966,5,3,220,220,2,3,811,1965,1966,1,2,-9,53428.5,79.5,0,10.5,6225.5,398,0.0010923,800,1965,1966,0,0,-9,98771,141.5,6,2476.5,31510,2120,0.0034588,
1216,1965,1966,5,3,220,220,2,3,710,1965,1966,0,0,-9,14859510,2500,13775,190243,738472.5,93230,0.10927205,817,1965,1966,0,0,-9,603675,591,0,62,16330,2207,0.00660375,
1216,1965,1966,5,3,220,220,2,3,710,1965,1966,0,0,-9,14859510,2500,13775,190243,738472.5,93230,0.10927205,2,1965,1966,0,0,-9,59699504,2875,120457.5,1742202.5,195431.5,50828,0.2051043,
1216,1965,1966,5,3,220,220,2,3,811,1965,1966,1,2,-9,53428.5,79.5,0,10.5,6225.5,398,0.0010923,2,1965,1966,0,0,-9,59699504,2875,120457.5,1742202.5,195431.5,50828,0.2051043,
1216,1965,1966,5,3,220,220,2,3,811,1965,1966,1,2,-9,53428.5,79.5,0,10.5,6225.5,398,0.0010923,817,1965,1966,0,0,-9,603675,591,0,62,16330,2207,0.00660375,
1217,1967,1967,5,3,20,20,3,1,2,1967,1967,1,2,-9,75448000,3380,115406,1903194,198712,50790,0.2085481,811,1967,1967,0,0,-9,56914,83,0,12,6486,400,0.0010626,
1217,1967,1967,5,3,20,20,3,1,817,1967,1967,1,2,-9,326441,645,0,17,16970,2453,0.0063453,811,1967,1967,0,0,-9,56914,83,0,12,6486,400,0.0010626,
1217,1967,1967,5,3,20,20,3,1,732,1967,1967,1,2,-9,176991,612,300,18635,30131,7052,0.0085328,811,1967,1967,0,0,-9,56914,83,0,12,6486,400,0.0010626,
1219,1919,1920,2,1,688,688,1,1,365,1919,1920,1,1,-9,1300562.5,2300,196.5,13868,140970,3798.5,0.08313045,290,1919,1920,1,1,-9,6768,631,748,33852,25451.5,1714.5,0.02297315,
1225,1953,1954,1,2,212,153,1,1,800,1953,1954,1,1,-9,50966.5,45,0,54.5,21777.5,1871.5,0.00292745,811,1953,1954,0,0,-9,18441.5,44,0,3,4695.5,366.5,0.00089175,
1226,1958,1959,5,3,189,189,1,1,800,1958,1959,0,0,-9,66907.5,99.5,0,45.5,25246,1973,0.00326345,811,1958,1959,1,1,-9,15587.5,35.5,0,6,5241.5,410,0.00080645,
1227,1961,1961,5,3,194,194,1,1,811,1961,1961,1,1,-9,46000,65,0,9,5564,402,0.0010774,800,1961,1961,0,0,-9,69678,80,7,56,27446,2024,0.0030194,
1228,1962,1962,5,3,156,156,1,1,800,1962,1962,0,0,-9,75274,83,7,54,28293,2049,0.0029879,811,1962,1962,1,1,-9,49600,70,0,10,5698,394,0.0010828,
1229,1964,1966,4,1,901,901,1,1,811,1964,1966,1,1,-9,54323.66667,78,0,10.33333333,6145,397.3333333,0.001086333,800,1964,1966,1,0,-9,94280,122.6666667,5.333333333,1984.666667,31034,2108.666667,0.0032981,
1230,1967,1967,5,3,29,29,1,1,800,1967,1967,1,1,-9,124106,151,3,3220,32996,2163,0.003473,811,1967,1967,0,0,-9,56914,83,0,12,6486,400,0.0010626,
1231,1975,1976,5,3,268,268,1,1,811,1975,1976,0,0,-9,33499.5,62,0,1448,7041,413.5,0.0008826,800,1975,1976,0,0,-9,545890.5,227.5,255.5,22788,42414.5,3695.5,0.00461985,
1232,1976,1987,5,1,3985,3985,1,2,800,1976,1987,0,0,-9,1291417.417,242.25,381.0833333,29316.16667,48268.41667,5527.583333,0.005013817,811,1976,1987,0,0,-9,-9,41,0,1409.583333,6990,415.1666667,0.000720392,
1232,1976,1987,5,1,3985,3985,1,2,800,1976,1987,0,0,-9,1291417.417,242.25,381.0833333,29316.16667,48268.41667,5527.583333,0.005013817,816,1980,1987,0,0,-9,650744.375,1087.875,61,12799.25,58036,7305.125,0.0113141,
1233,1921,1921,3,1,47,47,1,1,310,1921,1921,1,1,-9,7250,35,166,4473,8029,1181,0.0046808,305,1921,1921,0,0,-9,5649,29,297,7455,6504,2118,0.0065644,
1234,1921,1921,5,3,154,154,1,2,365,1921,1921,1,4,-9,1337524,5500,220,13925,136876,4556,0.1485141,367,1921,1921,0,0,-9,3784,20,0,2150,1698,309,0.0013571,
1234,1921,1921,5,3,154,154,1,2,365,1921,1921,1,4,-9,1337524,5500,220,13925,136876,4556,0.1485141,366,1921,1921,0,0,-9,5392,16,0,1404,1109,128,0.0009138,
1235,1921,1921,6,1,74,74,1,1,345,1921,1921,0,0,-9,33109,155,27,1600,12059,322,0.0056322,339,1921,1921,1,2,-9,1442,3,0,0,808,0,0.0001934,
1238,1947,1949,6,1,464,464,1,1,750,1947,1949,0,0,-9,332598,321,1309.333333,34939,349209.6667,20644.33333,0.052232833,770,1947,1949,1,1,-9,98191.66667,265.3333333,2.333333333,299,71560,3240.333333,0.011534467,
1240,1923,1923,4,3,141,141,1,1,345,1923,1923,1,2,-9,13941,154,51,2511,12422,354,0.0062642,355,1923,1923,0,0,-9,7341,20,0,470,5100,185,0.001641,
1241,1925,1925,5,1,9,9,1,1,350,1925,1925,1,2,-9,21961,81,0,802,5957,588,0.004609,355,1925,1925,0,0,-9,9329,20,0,545,5310,203,0.0018756,
1243,1938,1938,3,3,11,11,1,1,368,1938,1938,0,0,-9,14399,23,0,2003,2550,110,0.0011315,290,1938,1938,1,2,-9,151521,308,1441,27547,35065,4618,0.0195729,
1244,1938,1938,3,1,162,162,1,1,315,1938,1938,0,0,-9,201459,163,1800,27589,14600,1623,0.0130477,290,1938,1938,1,1,-9,151521,308,1441,27547,35065,4618,0.0195729,
1245,1938,1938,5,3,7,7,1,1,345,1938,1938,0,0,-9,64038,144,227,3184,15384,738,0.0063461,310,1938,1938,0,0,-9,45848,35,647,6676,9167,1331,0.0046944,
1246,1938,1938,1,1,21,21,1,1,310,1938,1938,1,1,-9,45848,35,647,6676,9167,1331,0.0046944,315,1938,1938,0,0,-9,201459,163,1800,27589,14600,1623,0.0130477,
1247,1939,1939,6,1,9,9,1,1,360,1939,1939,1,1,-9,82164,148,268,10955,19930,1097,0.0068204,310,1939,1939,0,0,-9,57861,33,733,7074,9227,1338,0.0042844,
1249,1909,1909,5,3,31,1,1,1,640,1909,1909,0,0,-9,13728,312,0,676,25310,942,0.0191157,350,1909,1909,1,1,-9,1106,25,0,210,2669,179,0.0018371,
1250,1912,1913,1,2,229,229,3,1,355,1912,1913,1,1,-9,1620,326.5,0,254.5,4465,115,0.00938225,640,1912,1913,0,0,-9,18475.5,241,0,793.5,23515.5,980,0.01669445,
1250,1912,1913,1,2,229,229,3,1,350,1912,1913,1,1,-9,3061,113.5,0,459.5,2734.5,299,0.0046231,640,1912,1913,0,0,-9,18475.5,241,0,793.5,23515.5,980,0.01669445,
1250,1912,1913,1,2,229,229,3,1,345,1912,1913,1,1,-9,1189,31.5,0,174,3027.5,133,0.00183565,640,1912,1913,0,0,-9,18475.5,241,0,793.5,23515.5,980,0.01669445,
1251,1913,1913,2,2,134,134,1,4,355,1913,1913,0,0,-9,1620,592,0,265,4500,118,0.0157337,345,1913,1913,1,1,-9,1194,32,0,198,3003,138,0.0017763,
1251,1913,1913,2,2,134,134,1,4,355,1913,1913,0,0,-9,1620,592,0,265,4500,118,0.0157337,350,1913,1913,1,1,-9,4920,200,0,504,2744,397,0.0073416,
1251,1913,1913,2,2,134,134,1,4,355,1913,1913,0,0,-9,1620,592,0,265,4500,118,0.0157337,640,1913,1913,1,1,-9,25134,241,0,841,21331,986,0.0175777,
1251,1913,1913,2,2,134,134,1,4,355,1913,1913,0,0,-9,1620,592,0,265,4500,118,0.0157337,360,1913,1913,1,1,-9,3236,109,0,1693,7352,338,0.0053399,
1257,1918,1918,1,1,67,67,1,1,360,1918,1918,1,1,-9,20974,269,0,2099,9469,803,0.0043679,365,1918,1918,0,0,-9,258741,-9,402,18041,143450,4983,0.0373969,
1262,1918,1918,4,2,52,52,3,1,220,1918,1918,0,0,-9,7708000,5277,1800,41616,32830,5893,0.0884113,339,1918,1918,0,0,-9,1545,3,0,0,771,0,0.0001265,
1262,1918,1918,4,2,52,52,3,1,325,1918,1918,1,1,-9,228943,3159,933,7382,36280,4351,0.0332964,339,1918,1918,0,0,-9,1545,3,0,0,771,0,0.0001265,
1262,1918,1918,4,2,52,52,3,1,345,1918,1918,1,1,-9,20145,201,0,801,4104,192,0.0021591,339,1918,1918,0,0,-9,1545,3,0,0,771,0,0.0001265,
1263,1918,1918,5,3,30,1,1,1,360,1918,1918,0,0,-9,20974,269,0,2099,9469,803,0.0043679,345,1918,1918,0,0,-9,20145,201,0,801,4104,192,0.0021591,
1265,1919,1919,1,2,152,152,6,1,360,1919,1919,1,1,-9,24568,292,25,2518,9722,868,0.0072124,310,1919,1919,0,0,-9,9584,27,0,3054,7880,1176,0.003779,
1265,1919,1919,1,2,152,152,6,1,325,1919,1919,0,0,-9,273088,2000,732,7442,36070,4840,0.0449633,310,1919,1919,0,0,-9,9584,27,0,3054,7880,1176,0.003779,
1265,1919,1919,1,2,152,152,6,1,200,1919,1919,1,1,-9,745209,1333,8021,201771,44599,18356,0.1109416,310,1919,1919,0,0,-9,9584,27,0,3054,7880,1176,0.003779,
1265,1919,1919,1,2,152,152,6,1,315,1919,1919,1,1,-9,21741,150,786,20823,13398,929,0.0105942,310,1919,1919,0,0,-9,9584,27,0,3054,7880,1176,0.003779,
1265,1919,1919,1,2,152,152,6,1,220,1919,1919,1,1,-9,634729,2364,1293,44334,31970,5889,0.0612985,310,1919,1919,0,0,-9,9584,27,0,3054,7880,1176,0.003779,
1265,1919,1919,1,2,152,152,6,1,345,1919,1919,1,1,-9,26974,255,20,1059,11710,208,0.0057781,310,1919,1919,0,0,-9,9584,27,0,3054,7880,1176,0.003779,
1268,1919,1919,6,1,10,10,1,1,315,1919,1919,1,1,-9,21741,150,786,20823,13398,929,0.0105942,290,1919,1919,1,1,-9,-9,300,515,31854,24157,1669,0.018781,
1269,1919,1919,2,1,276,276,1,4,255,1919,1919,1,1,-9,80023,114,7847,146740,62897,14803,0.0768036,290,1919,1919,0,0,-9,-9,300,515,31854,24157,1669,0.018781,
1269,1919,1919,2,1,276,276,1,4,255,1919,1919,1,1,-9,80023,114,7847,146740,62897,14803,0.0768036,367,1919,1919,0,0,-9,3984,20,0,2312,1629,279,0.0012747,
1269,1919,1919,2,1,276,276,1,4,255,1919,1919,1,1,-9,80023,114,7847,146740,62897,14803,0.0768036,366,1919,1919,0,0,-9,3984,16,0,1568,1105,127,0.0008131,
1269,1919,1919,2,1,276,276,1,4,255,1919,1919,1,1,-9,80023,114,7847,146740,62897,14803,0.0768036,200,1919,1919,0,0,-9,745209,1333,8021,201771,44599,18356,0.1109416,
1270,1919,1922,2,4,1257,1257,1,1,350,1919,1922,1,1,-9,88932.75,68.5,0,326.5,4957.25,512.25,0.004909475,640,1919,1922,0,0,-9,8375.25,154,0,460.75,14279.25,705.75,0.006234675,
1272,1919,1921,5,1,737,737,1,2,290,1919,1921,1,1,-9,41274.33333,505.6666667,779,34025.66667,26017.66667,1762,0.022338133,368,1919,1921,0,0,-9,5475.666667,50,0,2787,2078,0,0.001467367,
1272,1919,1921,5,1,737,737,1,2,290,1919,1921,1,1,-9,41274.33333,505.6666667,779,34025.66667,26017.66667,1762,0.022338133,367,1920,1920,0,0,-9,3380,20,0,2229,1663,302,0.0013065,
