dispnum3,styear,endyear,outcome,settle,maxdur,mindur,numa,numb,a_ccode,a_styear,a_endyear,a_revstate,a_revtype1,a_revtype2,a_milex,a_milper,a_irst,a_pec,a_tpop,a_upop,a_cinc,b_ccode,b_styear,b_endyear,b_revstate,b_revtype1,b_revtype2,b_milex,b_milper,b_irst,b_pec,b_tpop,b_upop,b_cinc,war_names
2219,1961,1962,5,3,269,269,2,2,365,1962,1962,1,1,-9,49976192,3000,78307,702972,221730,55680,0.1763372,260,1961,1962,0,0,-9,3734385.5,352,33010.5,219609.5,56587,16497,0.0403115,
2219,1961,1962,5,3,269,269,2,2,265,1961,1962,1,1,-9,534651.5,141.5,3957.5,88157,17113.5,3479.5,0.0092711,2,1961,1962,0,0,-9,50094504,2557,89059.5,1477786,185114.5,50928.5,0.21028315,
2219,1961,1962,5,3,269,269,2,2,365,1962,1962,1,1,-9,49976192,3000,78307,702972,221730,55680,0.1763372,2,1961,1962,0,0,-9,50094504,2557,89059.5,1477786,185114.5,50928.5,0.21028315,
2220,1964,1964,7,3,60,60,1,1,2,1964,1964,0,0,-9,51213008,2687,115281,1610682,191889,50866,0.2029826,365,1964,1964,0,0,-9,47000000,3110,85038,816976,228149,60490,0.1674936,
2221,1970,1970,7,3,21,21,1,1,2,1970,1970,0,0,-9,77827008,3070,119309,2276904,205052,55468,0.1809692,365,1970,1970,0,0,-9,77200000,4300,116000,1201525,242767,75424,0.1714348,
2222,1977,1977,7,3,2,2,1,1,2,1977,1977,0,0,-9,100925000,2060,113701,2619481,220239,55713,0.1418244,365,1977,1977,0,0,-9,149000000,3900,147000,1689825,259029,95626,0.1735535,
2223,1978,1979,4,3,45,45,1,1,365,1978,1979,1,2,-9,171500000,3900,150000,1784072.5,262328.5,97817,0.1690886,2,1978,1979,0,0,-9,115763000,2046.5,124001,2636425,223820,56455,0.13844525,
2224,1979,1979,7,1,2,2,1,1,365,1979,1979,0,0,-9,180000000,3900,149000,1801221,263404,98267,0.1673254,2,1979,1979,0,0,-9,122279000,2033,123688,2659868,225055,56702,0.1372161,
2225,1979,1979,5,3,82,82,2,1,365,1979,1979,1,2,-9,180000000,3900,149000,1801221,263404,98267,0.1673254,2,1979,1979,0,0,-9,122279000,2033,123688,2659868,225055,56702,0.1372161,
2225,1979,1979,5,3,82,82,2,1,40,1979,1979,0,0,-9,1136486,210,313,16619,9720,2898,0.0028785,2,1979,1979,0,0,-9,122279000,2033,123688,2659868,225055,56702,0.1372161,
2226,1980,1980,5,3,7,7,7,1,260,1980,1980,0,0,-9,26691973,490,43838,401299,61538,20644,0.0324552,365,1980,1980,1,2,-9,201000000,3900,148000,1889798,265484,100807,0.1686928,
2226,1980,1980,5,3,7,7,7,1,210,1980,1980,0,0,-9,5269353,107,5271,140453,14144,3767,0.0066633,365,1980,1980,1,2,-9,201000000,3900,148000,1889798,265484,100807,0.1686928,
2226,1980,1980,5,3,7,7,7,1,2,1980,1980,0,0,-9,143981000,2050,101456,2584210,227726,57197,0.1331146,365,1980,1980,1,2,-9,201000000,3900,148000,1889798,265484,100807,0.1686928,
2226,1980,1980,5,3,7,7,7,1,200,1980,1980,0,0,-9,26757385,330,11277,337510,56330,34994,0.0252671,365,1980,1980,1,2,-9,201000000,3900,148000,1889798,265484,100807,0.1686928,
2226,1980,1980,5,3,7,7,7,1,20,1980,1980,0,0,-9,4387240,82,15901,286861,24516,5713,0.0117607,365,1980,1980,1,2,-9,201000000,3900,148000,1889798,265484,100807,0.1686928,
2226,1980,1980,5,3,7,7,7,1,385,1980,1980,0,0,-9,1668691,40,866,26239,4086,795,0.0015923,365,1980,1980,1,2,-9,201000000,3900,148000,1889798,265484,100807,0.1686928,
2226,1980,1980,5,3,7,7,7,1,325,1980,1980,0,0,-9,9577908,500,26501,209722,56434,16143,0.0200308,365,1980,1980,1,2,-9,201000000,3900,148000,1889798,265484,100807,0.1686928,
2228,1981,1981,7,3,3,3,1,1,2,1981,1981,0,0,-9,169888000,2101,109614,2502657,229966,57825,0.1380075,365,1981,1981,0,0,-9,221000000,3900,148000,1875977,267622,102370,0.1694936,
2229,1982,1983,5,3,216,216,1,2,365,1982,1983,1,1,-9,243500000,3900,150000,1957589,271134.5,106236,0.1718333,2,1982,1983,0,0,-9,206771500,2184.5,72209,2379515,233247.5,58654.5,0.1312654,
2229,1982,1983,5,3,216,216,1,2,365,1982,1983,1,1,-9,243500000,3900,150000,1957589,271134.5,106236,0.1718333,740,1982,1983,0,0,-9,11346317.5,242,98363.5,465632,118893.5,67432.5,0.0515272,
2230,1984,1984,7,3,8,8,1,1,365,1984,1984,0,0,-9,264000000,3900,154000,2013912,274874,109611,0.1698022,2,1984,1984,0,0,-9,237052000,2222,83940,2467563,236348,59259,0.135594,
2231,1983,1984,5,3,179,179,2,2,365,1983,1984,0,0,-9,257000000,3900,153500,1997049,273621,108531.5,0.17098855,260,1984,1984,0,0,-9,20125634,487,39787,354088,61126,19832,0.0268665,
2231,1983,1984,5,3,179,179,2,2,365,1983,1984,0,0,-9,257000000,3900,153500,1997049,273621,108531.5,0.17098855,2,1983,1984,0,0,-9,227125000,2211.5,80351,2423120,235327.5,59057.5,0.13426795,
2231,1983,1984,5,3,179,179,2,2,315,1984,1984,0,0,-9,5052634,206,14831,113875,15458,2909,0.0084349,2,1983,1984,0,0,-9,227125000,2211.5,80351,2423120,235327.5,59057.5,0.13426795,
2231,1983,1984,5,3,179,179,2,2,315,1984,1984,0,0,-9,5052634,206,14831,113875,15458,2909,0.0084349,260,1984,1984,0,0,-9,20125634,487,39787,354088,61126,19832,0.0268665,
2232,1985,1985,5,3,168,168,2,2,2,1985,1985,0,0,-9,245154000,2244,80067,2466405,238466,60260,0.1373146,365,1985,1985,0,0,-9,275000000,3900,155000,2162292,277334,112227,0.1756503,
2232,1985,1985,5,3,168,168,2,2,200,1985,1985,0,0,-9,24200000,334,15722,318498,56685,36260,0.0228801,365,1985,1985,0,0,-9,275000000,3900,155000,2162292,277334,112227,0.1756503,
2232,1985,1985,5,3,168,168,2,2,200,1985,1985,0,0,-9,24200000,334,15722,318498,56685,36260,0.0228801,265,1985,1985,0,0,-9,7981000,242,7853,181757,16644,4445,0.0088509,
2232,1985,1985,5,3,168,168,2,2,2,1985,1985,0,0,-9,245154000,2244,80067,2466405,238466,60260,0.1373146,265,1985,1985,0,0,-9,7981000,242,7853,181757,16644,4445,0.0088509,
2233,1986,1986,5,3,1,1,1,1,2,1986,1986,0,0,-9,265480000,2269,74032,2468629,240651,61261,0.1352873,365,1986,1986,0,0,-9,287600000,3900,161000,2175553,280016,114802,0.1745372,
2234,1911,1911,5,3,19,19,2,1,255,1911,1911,1,3,-9,61652,677,14303,176008,65359,13316,0.137315,41,1911,1911,0,0,-9,-9,12,0,0,1770,0,0.0006687,
2234,1911,1911,5,3,19,19,2,1,2,1911,1911,1,3,-9,57157,145,24056,521004,93863,21039,0.2162054,41,1911,1911,0,0,-9,-9,12,0,0,1770,0,0.0006687,
2236,1856,1858,3,1,552,552,1,1,150,1856,1858,1,1,-9,-9,8,0,0,417,0,0.000664,140,1856,1858,0,0,-9,2501,26.33333333,0,80.33333333,8044.666667,127.6666667,0.009670067,
2237,1981,1982,5,3,409,409,1,2,101,1981,1982,1,1,-9,1024819.5,55.5,2016.5,94584.5,15126.5,6823,0.00428125,110,1981,1982,0,0,-9,22500,7,0,322,770,0,8.14E-05,
2237,1981,1982,5,3,409,409,1,2,101,1981,1982,1,1,-9,1024819.5,55.5,2016.5,94584.5,15126.5,6823,0.00428125,200,1982,1982,0,0,-9,24169041,335,13704,309737,56318,35501,0.0237279,
2239,1969,1969,5,3,3,3,1,1,101,1969,1969,1,1,-9,192667,40,840,98783,10035,2573,0.0041588,110,1969,1969,0,0,-9,738,3,0,372,694,0,6.20E-05,
2240,1970,1970,5,3,4,4,1,1,101,1970,1970,1,1,-9,200222,45,927,113233,10399,3130,0.0043764,110,1970,1970,0,0,-9,1000,4,0,329,709,0,6.68E-05,
2242,1860,1860,5,3,1,1,1,1,155,1860,1860,0,0,-9,-9,4,0,50,1618,108,0.0016663,135,1860,1860,1,4,-9,1965,10,0,0,2425,0,0.0034425,
2244,1954,1956,5,3,1033,1033,1,3,731,1954,1956,1,1,-9,-9,300,127.3333333,2642.666667,8951.666667,567.3333333,0.004112333,732,1954,1956,1,1,-9,73073,670,8,1942.666667,21458,4205.333333,0.008864767,
2244,1954,1956,5,3,1033,1033,1,3,731,1954,1956,1,1,-9,-9,300,127.3333333,2642.666667,8951.666667,567.3333333,0.004112333,713,1955,1955,0,0,-9,133813,600,40,2647,9078,2065,0.0065917,
2244,1954,1956,5,3,1033,1033,1,3,731,1954,1956,1,1,-9,-9,300,127.3333333,2642.666667,8951.666667,567.3333333,0.004112333,2,1954,1956,0,0,-9,41692336,3014.333333,96936.66667,1403637.667,165953.3333,47694.66667,0.269325467,
2245,1987,1987,5,3,1,1,1,1,530,1987,1987,0,0,0,471590,300,0,13227,47189,2122,0.0039108,520,1987,1987,0,0,0,31613,50,0,2590,8211,655,0.0007031,
2300,1893,1893,5,3,1,1,1,1,220,1893,1893,1,1,-9,35917,610,2003,36203,38380,4660,0.0946154,200,1893,1893,0,0,-9,29824,294,7089,139713,38490,11854,0.1703931,
2302,1939,1939,1,2,5,5,1,1,255,1939,1939,1,1,-9,12000000,2750,23733,255050,79798,23627,0.1779559,315,1939,1939,0,0,-9,268742,163,2421,30745,14680,1636,0.0121637,
2303,1937,1937,5,3,1,1,1,1,325,1937,1937,1,2,-9,1235503,466,2087,17037,43270,7907,0.038719,220,1937,1937,0,0,-9,890526,613,6406,87915,41930,6370,0.0475344,
2304,1937,1937,5,3,3,3,1,1,325,1937,1937,1,2,-9,1235503,466,2087,17037,43270,7907,0.038719,200,1937,1937,0,0,-9,1245603,350,13192,225477,47289,18285,0.0770354,
2306,1937,1937,5,4,1,1,1,1,325,1937,1937,1,2,-9,1235503,466,2087,17037,43270,7907,0.038719,95,1937,1937,0,0,-9,45,0,0,0,575,0,6.44E-05,
2307,1937,1937,5,4,1,1,1,1,325,1937,1937,1,2,-9,1235503,466,2087,17037,43270,7907,0.038719,390,1937,1937,0,0,-9,12292,12,20,7132,3750,683,0.0019634,
2310,1916,1916,8,4,2,2,1,1,200,1916,1916,0,0,-9,6213396,-9,9136,224058,43710,18084,0.1532075,70,1916,1916,0,0,-9,-9,200,0,3185,14030,660,0.0054275,
2311,1913,1914,8,4,87,87,1,1,200,1913,1914,0,0,-9,873288.5,532.5,7879,217223.5,45848,17810,0.12532845,70,1913,1914,0,0,-9,13239,30.5,0,1384.5,15230,665.5,0.0049542,
2312,1913,1913,8,4,54,54,1,1,255,1913,1913,0,0,-9,88418,859,17609,201693,66978,14115,0.1433179,70,1913,1913,0,0,-9,4478,31,0,1459,15370,641,0.005346,
2313,1913,1913,8,4,28,28,1,1,230,1913,1913,0,0,-9,13988,145,242,7400,20200,1909,0.0148119,70,1913,1913,0,0,-9,4478,31,0,1459,15370,641,0.005346,
2315,1986,1987,7,3,183,183,1,1,732,1986,1987,0,0,-9,6040000,604,19137,94283.5,41418,26839.5,0.0157028,710,1986,1987,0,0,-9,5735000,3780,54240,1187809,1095483,162023,0.11277335,
2316,1929,1930,6,1,99,72,1,1,150,1929,1930,1,1,-9,1618,3,0,0,870,106,0.0003362,140,1929,1930,1,1,-9,53627,57,24,3502.5,33231,3166.5,0.010495,
2317,1976,1976,5,3,30,1,1,1,101,1976,1976,1,1,-9,417725,55,937,91663,12177,5242,0.0038633,110,1976,1976,0,0,-9,18000,5,0,346,794,0,7.72E-05,
2318,1976,1976,5,3,30,1,1,1,115,1976,1976,1,1,-9,0,1,0,216,354,123,4.89E-05,110,1976,1976,1,1,-9,18000,5,0,346,794,0,7.72E-05,
2319,1972,1972,5,3,85,85,1,1,200,1972,1972,0,0,-9,8151113,370,25293,349523,56097,21362,0.0284563,90,1972,1972,1,1,-9,22500,14,0,3061,5544,705,0.000572,
2320,1875,1875,5,3,245,185,1,1,145,1875,1875,1,1,-9,-9,3,0,0,1398,0,0.000478,135,1875,1875,1,1,-9,-9,10,0,0,2684,100,0.0017281,
2321,1906,1906,5,1,214,155,1,1,145,1906,1906,1,1,-9,191,2,0,0,1880,0,0.0004068,135,1906,1906,1,1,-9,491,4,0,53,3600,137,0.0011134,
2322,1858,1858,4,3,128,98,1,1,135,1858,1858,0,0,-9,-9,12,0,0,2363,0,0.0020285,2,1858,1858,0,0,-9,7297,29,640,16015,29862,2244,0.0834308,
2323,1982,1982,5,3,12,12,1,1,101,1982,1982,1,1,-9,1142338,56,2215,95618,15940,7290,0.0044759,100,1982,1982,1,1,-9,420228,70,422,29875,26965,10023,0.0037514,
2325,1979,1979,5,1,61,2,1,1,91,1979,1979,1,3,-9,33000,14,0,2120,3564,635,0.0003824,93,1979,1979,0,0,-9,42000,6,0,2026,2644,608,0.0002935,
2326,1977,1978,6,1,181,125,1,1,110,1977,1978,1,1,-9,12500,7,0,310,813,0,8.61E-05,115,1977,1978,1,1,-9,-4.5,1,0,229,364.5,124,5.29E-05,
2328,1949,1951,5,1,999,969,1,1,345,1949,1949,1,1,-9,474460,245,401,6980,16133,1049,0.0071594,339,1949,1949,0,0,-9,15760,65,0,214,1183,0,0.0008375,
2331,1958,1958,5,3,98,98,1,2,200,1958,1958,1,2,-9,4469098,614,19880,221539,51842,18771,0.0452031,651,1958,1958,0,0,-9,203906,107,28,5314,24655,5794,0.0053219,
2331,1958,1958,5,3,98,98,1,2,200,1958,1958,1,2,-9,4469098,614,19880,221539,51842,18771,0.0452031,645,1958,1958,0,0,-9,86810,64,0,3183,6488,1387,0.0017766,
2332,1958,1958,5,3,17,17,1,1,640,1958,1958,1,2,-9,371212,460,160,4842,25983,2780,0.0075132,645,1958,1958,0,0,-9,86810,64,0,3183,6488,1387,0.0017766,
2335,1976,1976,6,1,7,7,1,1,666,1976,1976,1,2,-9,3548631,172,70,11974,3533,1483,0.0032041,2,1976,1976,0,0,-9,91013000,2075,116121,2536257,218035,55721,0.1424627,
2338,1901,1902,5,3,403,403,1,1,101,1901,1902,0,0,-9,459,9,0,51,2455,0,0.0008551,200,1901,1902,0,0,-9,105157.5,505,4985.5,185358,41715.5,13850.5,0.1677322,
2339,1948,1949,5,1,89,89,1,1,93,1948,1949,1,3,-9,-9,3,0,9.5,1014.5,51.5,0.0001793,94,1948,1949,0,0,-9,2195.5,0.5,0,18,760,0,7.80E-05,
2340,1948,1948,5,3,43,43,1,1,93,1948,1948,0,0,-9,-9,3,0,9,1001,0,0.000143,94,1948,1948,0,0,-9,3051,1,0,19,750,0,8.90E-05,
2341,1898,1898,4,2,32,32,1,1,325,1898,1898,0,0,-9,13716,318,12,4659,31930,3073,0.030992,100,1898,1898,0,0,-9,182,1,0,16,3817,106,0.0010013,
2342,1902,1902,2,2,175,175,1,1,100,1902,1902,1,3,-9,-9,1,0,31,3990,109,0.0010519,101,1902,1902,1,3,-9,512,9,0,46,2460,0,0.0008791,
2343,1896,1896,7,3,19,19,1,1,100,1896,1896,0,0,-9,-9,6,0,12,3745,104,0.001303,2,1896,1896,0,0,-9,16382,42,8762,183531,70885,12194,0.1600112,
2344,1962,1962,5,3,1,1,1,1,93,1962,1962,0,0,-9,7546,5,0,26,1496,223,0.000205,91,1962,1962,0,0,-9,7250,6,0,13,2066,156,0.0002219,
2346,1978,1978,5,3,107,107,1,1,93,1978,1978,1,2,-9,43000,6,0,2270,2410,594,0.0002943,94,1978,1978,0,0,-9,22054,5,0,1716,2115,243,0.0001947,
2347,1981,1985,5,3,1499,1499,1,2,93,1981,1985,1,2,-9,423200,53.4,0,2231,3064.2,700.4,0.00066838,2,1983,1985,0,0,-9,233134666.7,2222.333333,80256.33333,2437548.333,236373.6667,59458.33333,0.1352835,
2347,1981,1985,5,3,1499,1499,1,2,93,1981,1985,1,2,-9,423200,53.4,0,2231,3064.2,700.4,0.00066838,91,1981,1985,0,0,-9,67316,18.8,0,1952.6,4094.4,871.6,0.00044422,
2348,1982,1983,5,3,178,178,1,1,90,1982,1983,1,2,-9,167561.5,35,0,4571.5,7419.5,800.5,0.00072145,70,1982,1983,0,0,-9,775430,130,6836.5,160039.5,71569,28158,0.0124092,
2349,1983,1984,5,3,342,342,1,1,93,1983,1984,1,2,-9,486500,56.5,0,2168.5,3110.5,713,0.0006965,94,1983,1984,0,0,-9,24060,7.5,0,1764.5,2532.5,293,0.0002135,
2350,1984,1984,5,3,1,1,1,1,90,1984,1984,1,2,-9,181288,40,0,4704,7740,846,0.0007494,70,1984,1984,0,0,-9,562331,129,7293,161880,73912,28721,0.0121068,
2352,1985,1985,5,3,2,2,1,1,91,1985,1985,0,0,-9,71580,21,0,2116,4372,1023,0.0004772,92,1985,1985,0,0,-9,252000,48,0,3056,4856,970,0.0006983,
2353,1986,1988,5,3,815,785,1,2,93,1986,1988,1,2,-9,255696.6667,76.33333333,0,2325,3502.333333,790.3333333,0.000757,2,1986,1988,0,0,-9,273793666.7,2266.333333,81846.33333,2566796.667,242825.3333,61975,0.134595567,
2353,1986,1988,5,3,815,785,1,2,93,1986,1988,1,2,-9,255696.6667,76.33333333,0,2325,3502.333333,790.3333333,0.000757,91,1986,1988,0,0,-9,109833.3333,19.66666667,0,2317.666667,4657.333333,1213.333333,0.0004958,
2354,1986,1986,5,3,2,2,1,1,42,1986,1986,0,0,-9,68690,21,0,4098,6565,2009,0.0007139,41,1986,1986,0,0,-9,-9,8,0,1719,5989,670,0.000448,
2357,1978,1979,6,1,259,259,1,1,680,1978,1979,1,3,-9,91604,20,0,2877.5,1831.5,274,0.00032115,678,1978,1979,1,3,-9,256349,38,0,16.5,6015.5,155.5,0.000579,
2360,1965,1965,6,1,141,141,2,1,651,1965,1965,1,2,-9,409384,205,179,13065,29389,8579,0.0065911,670,1965,1965,1,2,-9,132260,40,0,25403,4793,419,0.0016511,
2360,1965,1965,6,1,141,141,2,1,678,1965,1965,0,0,-9,11000,11,0,28,4492,102,0.0003592,670,1965,1965,1,2,-9,132260,40,0,25403,4793,419,0.0016511,
2363,1918,1920,2,3,595,565,1,1,200,1918,1920,1,3,-9,3441711.333,2050.333333,8975,207250.3333,44729,18346.33333,0.1271249,365,1918,1920,0,0,-9,953288.6667,1530.333333,265,15259,141796.6667,4193.333333,0.067885933,
2364,1920,1920,2,3,66,38,1,1,200,1920,1920,1,3,-9,1475661,596,9212,213247,46472,18412,0.1276359,365,1920,1920,0,0,-9,1183426,3050,194,13063,139675,4031,0.1032007,
2367,1854,1854,3,2,335,335,1,3,350,1854,1854,1,1,-9,229,10,0,19,1045,0,0.0012484,220,1854,1854,0,0,-9,30356,440,771,10830,36230,1959,0.1253639,
2367,1854,1854,3,2,335,335,1,3,350,1854,1854,1,1,-9,229,10,0,19,1045,0,0.0012484,640,1854,1854,0,0,-9,-9,160,0,14,37113,1186,0.0458849,
2367,1854,1854,3,2,335,335,1,3,350,1854,1854,1,1,-9,229,10,0,19,1045,0,0.0012484,200,1854,1854,0,0,-9,76329,234,3119,70914,27658,4943,0.336089,
2369,1887,1887,7,1,9,9,1,1,255,1887,1887,1,2,-9,30038,503,3532,64115,47540,4719,0.123104,220,1887,1887,0,0,-9,35359,519,1568,31270,38260,4111,0.0963572,
2371,1946,1947,5,3,412,412,1,1,350,1946,1947,0,0,-9,97681,128.5,5,409,7450,922.5,0.0031935,339,1946,1947,0,0,-9,12202,60,0,203.5,1146,0,0.00081835,
2372,1952,1952,8,4,9,1,1,1,345,1952,1952,0,0,-9,607333,367,442,7133,16798,1256,0.0067708,339,1952,1952,0,0,-9,20459,61,0,254,1270,0,0.0006292,
2373,1969,1970,5,3,70,70,1,1,678,1969,1970,1,2,-9,33363,13.5,0,2,4799.5,118,0.0003666,670,1969,1970,0,0,-9,382211,62.5,0,40275,5633,1217.5,0.00217335,
2374,1975,1975,5,3,59,59,1,1,230,1975,1975,1,2,-9,1795321,375,11115,89898,35596,14006,0.0120049,600,1975,1975,1,2,-9,412831,75,1,6638,17006,5056,0.002516,
2540,1985,1985,5,3,3,3,1,1,620,1985,1985,1,1,-9,-9,91,0,18822,3374,2598,0.0015919,616,1985,1985,0,0,-9,416537,38,160,4949,7261,857,0.0008043,
2541,1984,1984,5,3,1,1,1,1,220,1984,1984,1,2,-9,20212036,571,19000,216305,55026,9121,0.0185533,230,1984,1984,0,0,-9,4534126,342,13379,112954,38328,14205,0.0113511,
2543,1985,1985,5,3,128,128,1,1,205,1985,1985,1,2,-9,295170,14,203,7805,3540,639,0.000526,230,1985,1985,0,0,-9,3640000,314,14679,117805,38474,13652,0.0111567,
2544,1985,1985,5,3,1,1,1,1,630,1985,1985,1,2,-9,14091000,345,764,78753,47820,17788,0.0107252,211,1985,1985,0,0,-9,1796000,107,10781,57720,9858,1491,0.0049202,
2545,1985,1985,5,3,4,4,1,1,645,1985,1985,1,2,-9,12870000,788,0,25244,15585,11195,0.0100262,640,1985,1985,0,0,-9,1649000,814,4737,57370,50306,16502,0.0113644,
2546,1985,1985,5,3,6,6,1,1,93,1985,1985,1,2,-9,702000,74,0,2205,3272,747,0.0008475,94,1985,1985,0,0,-9,29300,8,0,1921,2642,348,0.0002258,
2547,1985,1985,5,3,1,1,1,1,630,1985,1985,1,2,-9,14091000,345,764,78753,47820,17788,0.0107252,260,1985,1985,0,0,-9,16649000,495,40497,350435,60975,19852,0.0260814,
2548,1985,1985,5,3,1,1,1,1,645,1985,1985,1,2,-9,12870000,788,0,25244,15585,11195,0.0100262,338,1985,1985,0,0,-9,13045,1,0,308,340,0,2.49E-05,
2549,1985,1985,5,3,1,1,1,1,645,1985,1985,1,2,-9,12870000,788,0,25244,15585,11195,0.0100262,325,1985,1985,0,0,-9,8579000,504,23898,187901,57141,15494,0.0174143,
2550,1985,1985,7,3,6,6,1,1,732,1985,1985,0,0,-9,4550000,600,18650,89900,40806,25291,0.0154125,710,1985,1985,0,0,-9,6350000,4100,46790,1096194,1070175,158449,0.1135258,
2551,1985,1985,5,3,1,1,1,1,630,1985,1985,1,2,-9,14091000,345,764,78753,47820,17788,0.0107252,200,1985,1985,0,0,-9,24200000,334,15722,318498,56685,36260,0.0228801,
2552,1985,1985,5,3,1,1,1,1,645,1985,1985,1,2,-9,12870000,788,0,25244,15585,11195,0.0100262,95,1985,1985,0,0,-9,96469,12,0,2549,2167,643,0.0003015,
2553,1985,1985,5,3,1,1,1,1,630,1985,1985,1,2,-9,14091000,345,764,78753,47820,17788,0.0107252,670,1985,1985,0,0,-9,17693000,80,1106,126684,12649,4054,0.0073919,
2554,1985,1985,5,3,1,1,1,1,630,1985,1985,1,2,-9,14091000,345,764,78753,47820,17788,0.0107252,690,1985,1985,0,0,-9,1827000,16,0,54254,1720,272,0.0013749,
2555,1985,1985,5,3,1,1,1,1,630,1985,1985,1,2,-9,14091000,345,764,78753,47820,17788,0.0107252,732,1985,1985,0,0,-9,4550000,600,18650,89900,40806,25291,0.0154125,
2557,1985,1986,5,3,103,103,1,1,630,1985,1986,1,2,-9,9995500,345,752.5,73526.5,48632.5,17883.5,0.0096916,390,1985,1986,0,0,-9,1373500,28.5,580,26722,5117.5,1129.5,0.00131255,
2559,1985,1985,5,3,1,1,1,2,315,1985,1985,0,0,-9,4849000,210,15036,112883,15499,2918,0.0083814,2,1985,1985,0,0,-9,245154000,2244,80067,2466405,238466,60260,0.1373146,
2559,1985,1985,5,3,1,1,1,2,315,1985,1985,0,0,-9,4849000,210,15036,112883,15499,2918,0.0083814,260,1985,1985,0,0,-9,16649000,495,40497,350435,60975,19852,0.0260814,
2560,1985,1985,5,3,1,1,1,1,630,1985,1985,1,2,-9,14091000,345,764,78753,47820,17788,0.0107252,220,1985,1985,1,2,-9,16716000,563,19008,217039,55284,9239,0.0177723,
2563,1985,1985,5,3,1,1,1,1,666,1985,1985,1,2,-9,4225000,195,100,14767,4233,1955,0.0027385,616,1985,1985,0,0,-9,416537,38,160,4949,7261,857,0.0008043,
2565,1986,1986,5,3,1,1,1,1,645,1986,1986,1,2,-9,11579000,800,0,24645,16110,11723,0.0095884,692,1986,1986,0,0,-9,134840,4,0,24796,442,118,0.000437,
2566,1986,1986,5,3,1,1,1,1,630,1986,1986,1,2,-9,5900000,345,741,68300,49445,17979,0.008658,640,1986,1986,1,2,-9,1830000,860,5989,63549,51433,18396,0.0121595,
2568,1986,1986,5,3,1,1,1,1,645,1986,1986,1,2,-9,11579000,800,0,24645,16110,11723,0.0095884,350,1986,1986,0,0,-9,1710000,202,1009,42256,9967,2083,0.0030041,
2570,1986,1986,5,3,1,1,1,1,560,1986,1986,1,2,-9,2340000,90,8127,177616,33833,9432,0.0079638,552,1986,1986,0,0,-9,389990,45,490,9380,8406,1488,0.0010932,
2571,1986,1986,5,3,1,1,1,1,560,1986,1986,1,2,-9,2340000,90,8127,177616,33833,9432,0.0079638,551,1986,1986,0,0,-9,69164,17,0,6625,6560,2092,0.0007388,
2572,1986,1986,6,1,51,51,1,1,694,1986,1986,1,1,-9,-9,9,493,11171,386,217,0.0004472,692,1986,1986,0,0,-9,134840,4,0,24796,442,118,0.000437,
2573,1986,1986,5,3,1,1,1,1,93,1986,1986,1,2,-9,436090,75,0,2338,3384,768,0.0007863,94,1986,1986,0,0,-9,30900,8,0,2284,2716,384,0.0002343,
2574,1986,1986,5,3,26,26,1,1,630,1986,1986,1,2,-9,5900000,345,741,68300,49445,17979,0.008658,670,1986,1986,0,0,-9,17300000,80,1100,155749,13347,4280,0.0074389,
2575,1986,1986,5,3,1,1,1,1,630,1986,1986,1,2,-9,5900000,345,741,68300,49445,17979,0.008658,640,1986,1986,0,0,-9,1830000,860,5989,63549,51433,18396,0.0121595,
2578,1986,1986,5,3,2,2,1,1,630,1986,1986,1,2,-9,5900000,345,741,68300,49445,17979,0.008658,2,1986,1986,1,2,-9,265480000,2269,74032,2468629,240651,61261,0.1352873,
2579,1986,1986,5,3,1,1,1,1,160,1986,1986,1,2,-9,1150000,104,3116,64101,30748,13318,0.0054862,713,1986,1986,0,0,-9,4540000,424,5545,9657,19455,10177,0.0069689,
2580,1986,1986,5,3,134,134,1,1,560,1986,1986,1,2,-9,2340000,90,8127,177616,33833,9432,0.0079638,571,1986,1986,0,0,-9,22590,4,0,920,1128,0,7.93E-05,
2581,1944,1945,2,2,265,265,1,1,220,1944,1945,1,3,-9,1222296,578.5,2376.5,39066.5,39300,6534,0.0180889,255,1944,1945,0,0,-9,30692000,5714,14159,191949.5,89967.5,24519.5,0.1080447,
2583,1985,1986,6,1,37,37,1,1,432,1985,1986,1,1,-9,32537,8,0,1454.5,7886,597.5,0.00043405,439,1985,1986,1,1,-9,37650,9,0,2335.5,7991.5,690.5,0.00047115,
2584,1985,1986,5,3,81,81,1,1,645,1985,1986,1,2,-9,12224500,794,0,24944.5,15847.5,11459,0.0098073,352,1985,1986,0,0,-9,72385,13,0,965,648.5,293.5,0.00017125,
2585,1985,1986,5,3,62,62,1,1,630,1985,1986,1,2,-9,9995500,345,752.5,73526.5,48632.5,17883.5,0.0096916,210,1985,1986,0,0,-9,4825000,104.5,5400,134137,14524,3718.5,0.00584275,
2587,1986,1986,5,3,1,1,1,5,630,1986,1986,1,2,-9,5900000,345,741,68300,49445,17979,0.008658,690,1986,1986,0,0,-9,1390000,18,0,60665,1802,275,0.0013481,
2587,1986,1986,5,3,1,1,1,5,630,1986,1986,1,2,-9,5900000,345,741,68300,49445,17979,0.008658,670,1986,1986,0,0,-9,17300000,80,1100,155749,13347,4280,0.0074389,
2587,1986,1986,5,3,1,1,1,5,630,1986,1986,1,2,-9,5900000,345,741,68300,49445,17979,0.008658,696,1986,1986,0,0,-9,1880000,44,0,31672,1639,1248,0.0013199,
