dispnum3,styear,endyear,outcome,settle,hiact,maxdur,mindur,numa,numb,conttype,a_ccode,a_styear,a_endyear,a_revstate,a_revtype1,a_revtype2,a_milex,a_milper,a_irst,a_pec,a_tpop,a_upop,a_cinc,b_ccode,b_styear,b_endyear,b_revstate,b_revtype1,b_revtype2,b_milex,b_milper,b_irst,b_pec,b_tpop,b_upop,b_cinc
153,1833,1833,4,3,7,19,19,2,2,0,220,1833,1833,1,2,-9,14117.0,299.0,236.0,2779.0,32890.0,1106.0,0.1385674,640,1833,1833,0,0,-9,-9.0,129.0,0.0,2.0,30951.0,949.0,0.0532578
153,1833,1833,4,3,7,19,19,2,2,0,200,1833,1833,1,2,-9,8184.0,144.0,730.0,32261.0,24602.0,3006.0,0.3034555,640,1833,1833,0,0,-9,-9.0,129.0,0.0,2.0,30951.0,949.0,0.0532578
153,1833,1833,4,3,7,19,19,2,2,0,220,1833,1833,1,2,-9,14117.0,299.0,236.0,2779.0,32890.0,1106.0,0.1385674,365,1833,1833,0,0,-9,8671.0,900.0,159.0,25.0,58500.0,905.0,0.1573244
153,1833,1833,4,3,7,19,19,2,2,0,200,1833,1833,1,2,-9,8184.0,144.0,730.0,32261.0,24602.0,3006.0,0.3034555,365,1833,1833,0,0,-9,8671.0,900.0,159.0,25.0,58500.0,905.0,0.1573244
38,1837,1838,5,3,16,8,8,1,1,0,200,1837,1838,1,2,-9,8489.4999999999982,149.00000000000003,1075.0000000000005,37326.0,25777.499999999996,3391.5000000000005,0.30235514999999991,2,1837,1838,0,0,-9,3101.9999999999991,20.000000000000011,300.00000000000006,1974.4999999999995,16053.500000000007,410.0,0.05340455
2013,1838,1838,4,2,14,31,1,1,1,0,140,1838,1838,1,1,-9,1268.0,15.0,0.0,2.0,5987.0,0.0,0.0085037,200,1838,1838,1,1,-9,8531.0,155.0,1120.0,37976.0,25904.0,3437.0,0.3039156
160,1838,1839,1,2,16,354,354,1,1,0,220,1838,1839,1,2,-9,12336.0,302.00000000000006,348.99999999999983,4238.9999999999991,33864.999999999993,1271.0000000000007,0.13469175000000003,70,1838,1839,0,0,-9,-9.0,25.0,0.0,2.0000000000000018,6911.4999999999991,143.0,0.0095685500000000038
15,1839,1839,6,1,15,82,52,1,1,0,2,1839,1839,1,1,-9,2012.0,19.0,330.0,2159.0,16684.0,471.0,0.0508006,200,1839,1839,1,1,-9,9737.0,159.0,1250.0,39345.0,26199.0,3531.0,0.3093704
1740,1839,1842,6,1,14,1067,1067,1,1,0,200,1839,1842,1,1,-9,10332.749999999996,171.0,1264.9999999999991,41114.750000000036,26610.499999999996,3672.999999999995,0.30651372499999979,140,1839,1842,1,1,-9,2016.7500000000007,18.250000000000007,0.0,13.25,6242.75,0.0,0.00989442499999999
1540,1840,1841,4,1,7,59,59,1,1,1,230,1840,1841,1,2,-9,2585.0000000000018,82.499999999999957,30.0,50.000000000000007,13317.000000000004,440.5,0.027948850000000004,235,1840,1841,0,0,-9,820.49999999999977,31.0,0.0,8.4999999999999982,3343.5,235.5,0.009577249999999999
371,1842,1842,5,3,1,72,42,2,1,0,200,1842,1842,1,2,-9,10836.0,184.0,1080.0,42193.0,27004.0,3808.0,0.2976352,160,1842,1842,0,0,-9,298.0,-9.0,0.0,21.0,671.0,103.0,0.0031591
371,1842,1842,5,3,1,72,42,2,1,0,220,1842,1842,1,2,-9,20211.0,438.0,399.0,5211.0,34450.0,1388.0,0.1579932,160,1842,1842,0,0,-9,298.0,-9.0,0.0,21.0,671.0,103.0,0.0031591
2116,1842,1842,5,3,16,9,9,1,1,1,2,1842,1842,1,1,-9,3011.0,23.0,219.0,2643.0,18345.0,610.0,0.0493011,70,1842,1842,0,0,-9,-9.0,20.0,0.0,8.0,7125.0,151.0,0.0087672
2055,1842,1843,5,3,7,92,33,2,1,0,220,1842,1843,1,2,-9,19201.500000000007,417.5,410.99999999999994,5256.0000000000018,34555.0,1405.9999999999991,0.15386819999999996,160,1842,1843,0,0,-9,268.50000000000017,-9.0,0.0,21.500000000000004,685.50000000000023,103.50000000000004,0.0030802000000000008
2055,1842,1843,5,3,7,92,33,2,1,0,200,1842,1843,1,2,-9,10708.5,170.99999999999991,1150.0,43171.999999999985,27130.0,3849.5,0.29811614999999964,160,1842,1843,0,0,-9,268.50000000000028,-9.0,0.0,21.5,685.50000000000034,103.49999999999999,0.0030802
1507,1843,1844,1,2,14,223,223,1,1,1,155,1843,1844,1,1,-9,-9.0,2.0,0.0,8.0,1096.9999999999995,0.0,0.00086945000000000024,160,1843,1844,1,1,-9,253.99999999999997,-9.0,0.0,25.999999999999996,714.5,104.50000000000004,0.0030555999999999986
1552,1843,1848,1,2,20,1625,1625,1,1,1,2,1843,1848,1,1,-9,5395.4999999999991,36.666666666666643,602.16666666666663,4643.6666666666588,20487.6666666667,819.83333333333246,0.0707503166666667,70,1843,1848,0,0,-9,1144.0000000000011,20.166666666666647,0.0,10.666666666666671,7367.5000000000009,159.50000000000003,0.010690883333333324
123,1845,1846,1,2,17,360,331,2,1,0,200,1845,1846,1,2,-9,12493.0,184.50000000000011,2205.0,49644.999999999993,27888.999999999993,4109.4999999999991,0.31054665000000004,160,1845,1846,0,0,-9,218.50000000000003,-9.0,0.0,30.0,774.50000000000023,107.00000000000003,0.0028497499999999986
123,1845,1846,1,2,17,360,331,2,1,0,220,1845,1846,1,2,-9,18591.500000000015,372.49999999999977,480.50000000000006,6490.4999999999982,35279.999999999985,1516.5,0.13939429999999992,160,1845,1846,0,0,-9,218.50000000000009,-9.0,0.0,30.0,774.5,106.99999999999996,0.0028497499999999994
1625,1845,1846,5,3,15,347,347,1,1,0,200,1845,1846,1,2,-9,12493.000000000002,184.50000000000003,2204.9999999999986,49645.000000000022,27889.000000000011,4109.4999999999991,0.31054665,140,1845,1846,0,0,-9,1744.0000000000002,21.5,0.0,31.0,6784.4999999999991,101.49999999999997,0.010335500000000004
373,1846,1846,6,1,7,159,129,1,1,0,200,1846,1846,1,1,-9,13117.0,191.0,2210.0,50672.0,28002.0,4154.0,0.3028882,2,1846,1846,1,1,-9,9506.0,39.0,777.0,4863.0,20794.0,846.0,0.0827573
78,1847,1848,5,3,7,185,185,1,1,1,300,1847,1848,1,2,-9,6676.0000000000009,362.99999999999989,177.00000000000009,841.49999999999989,36289.500000000029,781.0,0.0737392,327,1847,1848,0,0,-9,-9.0,12.499999999999998,0.0,-9.0,2978.0000000000005,169.50000000000006,0.006679349999999998
198,1848,1848,4,2,7,11,11,2,1,0,220,1848,1848,1,2,-9,22227.0,387.0,472.0,6095.0,35520.0,1583.0,0.1356841,329,1848,1848,0,0,-9,-9.0,49.0,0.0,-9.0,8714.0,590.0,0.0223923
198,1848,1848,4,2,7,11,11,2,1,0,200,1848,1848,1,2,-9,14883.0,208.0,2090.0,53858.0,27820.0,4339.0,0.3041608,329,1848,1848,0,0,-9,-9.0,49.0,0.0,-9.0,8714.0,590.0,0.0223923
374,1848,1848,5,3,16,140,140,3,1,0,220,1848,1848,1,2,-9,22227.0,387.0,472.0,6095.0,35520.0,1583.0,0.1356841,300,1848,1848,0,0,-9,7074.0,409.0,158.0,896.0,36334.0,785.0,0.0760322
374,1848,1848,5,3,16,140,140,3,1,1,327,1848,1848,1,2,-9,-9.0,13.0,0.0,-9.0,2985.0,170.0,0.006696,300,1848,1848,0,0,-9,7074.0,409.0,158.0,896.0,36334.0,785.0,0.0760322
374,1848,1848,5,3,16,140,140,3,1,4,329,1848,1848,1,2,-9,-9.0,49.0,0.0,-9.0,8714.0,590.0,0.0223923,300,1848,1848,0,0,-9,7074.0,409.0,158.0,896.0,36334.0,785.0,0.0760322
375,1848,1849,6,1,20,466,466,4,4,4,255,1848,1849,1,2,-9,3507.9999999999995,133.00000000000003,211.0,5025.0,16247.999999999998,532.50000000000023,0.048415899999999991,380,1848,1848,0,0,-9,593.0,47.0,143.0,52.0,4743.0,0.0,0.0121058
375,1848,1849,6,1,20,466,466,4,4,5,255,1848,1849,1,2,-9,3508.0000000000009,133.0,211.0,5025.0000000000027,16248.0,532.49999999999989,0.0484159,200,1848,1848,0,0,-9,14883.0,208.0,2090.0,53858.0,27820.0,4339.0,0.3041608
375,1848,1849,6,1,20,466,466,4,4,1,255,1848,1849,1,2,-9,3507.9999999999995,133.00000000000003,211.0,5024.9999999999991,16248.000000000004,532.50000000000011,0.048415900000000012,365,1848,1848,0,0,-9,18003.0,526.0,198.0,107.0,67100.0,1035.0,0.1225773
375,1848,1849,6,1,20,466,466,4,4,5,255,1848,1849,1,2,-9,3507.9999999999995,133.00000000000003,211.0,5024.9999999999991,16248.000000000004,532.50000000000011,0.048415900000000012,365,1848,1848,0,0,-9,18003.0,526.0,198.0,107.0,67100.0,1035.0,0.1225773
375,1848,1849,6,1,20,466,466,4,4,1,255,1848,1849,1,2,-9,3508.0,133.00000000000009,211.0,5024.9999999999982,16247.999999999993,532.49999999999989,0.048415900000000005,390,1848,1849,0,0,-9,319.50000000000011,34.0,0.0,109.99999999999997,2305.9999999999995,132.00000000000011,0.0057353000000000005
375,1848,1849,6,1,20,466,466,4,4,4,255,1848,1849,1,2,-9,3508.0,133.00000000000009,211.0,5024.9999999999982,16247.999999999993,532.49999999999989,0.048415900000000005,390,1848,1849,0,0,-9,319.50000000000011,34.0,0.0,109.99999999999997,2305.9999999999995,132.00000000000011,0.0057353000000000005
175,1849,1849,1,2,20,134,134,3,1,1,300,1849,1849,1,2,-9,15472.0,408.0,141.0,902.0,36424.0,793.0,0.0897646,327,1849,1849,0,0,-9,-9.0,13.0,0.0,-9.0,2999.0,172.0,0.0065551
175,1849,1849,1,2,20,134,134,3,1,1,329,1849,1849,1,2,-9,-9.0,46.0,0.0,-9.0,8793.0,595.0,0.0215962,327,1849,1849,0,0,-9,-9.0,13.0,0.0,-9.0,2999.0,172.0,0.0065551
175,1849,1849,1,2,20,134,134,3,1,4,220,1849,1849,1,2,-9,19339.0,465.0,414.0,6356.0,35550.0,1607.0,0.1321712,327,1849,1849,0,0,-9,-9.0,13.0,0.0,-9.0,2999.0,172.0,0.0065551
231,1849,1849,4,2,16,30,30,1,1,0,300,1849,1849,1,2,-9,15472.0,408.0,141.0,902.0,36424.0,793.0,0.0897646,337,1849,1849,0,0,-9,224.0,6.0,0.0,-9.0,1554.0,105.0,0.0034184
1627,1849,1852,1,2,16,1065,1036,1,1,0,200,1849,1852,1,2,-9,11171.749999999996,200.74999999999991,2404.9999999999982,60593.499999999993,27519.750000000015,4583.7499999999927,0.3032621250000001,140,1849,1852,0,0,-9,600.99999999999966,20.750000000000004,0.0,49.249999999999979,7326.2499999999964,107.75000000000004,0.0083887749999999976
71,1850,1850,4,1,13,101,101,1,1,0,200,1850,1850,1,2,-9,11606.0,201.0,2250.0,59236.0,27524.0,4533.0,0.3041713,350,1850,1850,0,0,-9,245.0,9.0,0.0,15.0,1006.0,0.0,0.0015531
154,1850,1850,6,1,17,65,65,1,6,1,255,1850,1850,1,2,-9,3528.0,131.0,211.0,5750.0,16608.0,567.0,0.0490345,273,1850,1850,0,0,-9,147.0,7.0,10.0,121.0,758.0,0.0,0.0017036
154,1850,1850,6,1,17,65,65,1,6,1,255,1850,1850,1,2,-9,3528.0,131.0,211.0,5750.0,16608.0,567.0,0.0490345,300,1850,1850,0,0,-9,11210.0,434.0,155.0,912.0,36514.0,801.0,0.0837153
154,1850,1850,6,1,17,65,65,1,6,1,255,1850,1850,1,2,-9,3528.0,131.0,211.0,5750.0,16608.0,567.0,0.0490345,365,1850,1850,0,0,-9,18647.0,871.0,228.0,108.0,68500.0,1047.0,0.1443869
154,1850,1850,6,1,17,65,65,1,6,5,255,1850,1850,1,2,-9,3528.0,131.0,211.0,5750.0,16608.0,567.0,0.0490345,365,1850,1850,0,0,-9,18647.0,871.0,228.0,108.0,68500.0,1047.0,0.1443869
154,1850,1850,6,1,17,65,65,1,6,1,255,1850,1850,1,2,-9,3528.0,131.0,211.0,5750.0,16608.0,567.0,0.0490345,220,1850,1850,0,0,-9,16838.0,439.0,406.0,7191.0,35630.0,1632.0,0.1270325
154,1850,1850,6,1,17,65,65,1,6,1,255,1850,1850,1,2,-9,3528.0,131.0,211.0,5750.0,16608.0,567.0,0.0490345,271,1850,1850,0,0,-9,201.0,8.0,10.0,-9.0,1745.0,0.0,0.0025537
154,1850,1850,6,1,17,65,65,1,6,1,255,1850,1850,1,2,-9,3528.0,131.0,211.0,5750.0,16608.0,567.0,0.0490345,245,1850,1850,0,0,-9,796.0,58.0,20.0,100.0,4531.0,0.0,0.0081994
1566,1850,1850,5,1,15,214,155,1,1,0,230,1850,1850,1,2,-9,3931.0,117.0,38.0,246.0,14305.0,575.0,0.0307988,2,1850,1850,0,0,-9,4302.0,21.0,572.0,7607.0,23261.0,1174.0,0.0724712
1587,1850,1850,2,3,16,44,15,1,1,1,140,1850,1850,1,1,-9,-9.0,20.0,0.0,51.0,7313.0,107.0,0.0073366,150,1850,1850,0,0,-9,-9.0,8.0,0.0,0.0,346.0,0.0,0.0007562
1551,1850,1851,4,3,3,86,57,1,1,1,2,1850,1851,1,2,-9,3913.5000000000005,21.0,496.00000000000006,8522.5000000000036,23673.500000000007,1223.5000000000002,0.070089249999999964,70,1850,1851,0,0,-9,-9.0,23.499999999999993,0.0,19.499999999999993,7678.0,172.0,0.008691299999999999
377,1852,1852,4,3,7,91,33,1,1,0,220,1852,1852,1,2,-9,17272.0,397.0,523.0,7955.0,35950.0,1752.0,0.1276614,640,1852,1852,0,0,-9,2812.0,150.0,0.0,12.0,36754.0,1159.0,0.045368
1506,1852,1852,6,1,7,122,63,2,2,0,101,1852,1852,1,4,-9,-9.0,-9.0,0.0,0.0,1353.0,0.0,0.0009778,135,1852,1852,0,0,-9,-9.0,11.0,0.0,0.0,2112.0,0.0,0.0019935
1506,1852,1852,6,1,7,122,63,2,2,1,100,1852,1852,1,4,-9,-9.0,2.0,0.0,0.0,2274.0,0.0,0.0014551,135,1852,1852,0,0,-9,-9.0,11.0,0.0,0.0,2112.0,0.0,0.0019935
1506,1852,1852,6,1,7,122,63,2,2,0,101,1852,1852,1,4,-9,-9.0,-9.0,0.0,0.0,1353.0,0.0,0.0009778,155,1852,1852,0,0,-9,-9.0,3.0,0.0,20.0,1358.0,0.0,0.001036
1506,1852,1852,6,1,7,122,63,2,2,0,100,1852,1852,1,4,-9,-9.0,2.0,0.0,0.0,2274.0,0.0,0.0014551,155,1852,1852,0,0,-9,-9.0,3.0,0.0,20.0,1358.0,0.0,0.001036
1755,1852,1852,3,3,7,61,2,1,1,0,2,1852,1852,1,1,-9,4226.0,21.0,508.0,10270.0,24911.0,1380.0,0.0718738,135,1852,1852,0,0,-9,-9.0,11.0,0.0,0.0,2112.0,0.0,0.0019935
121,1853,1853,5,3,7,1,1,1,1,0,2,1853,1853,1,2,-9,4605.0,21.0,730.0,11570.0,25736.0,1496.0,0.0787437,300,1853,1853,0,0,-9,10937.0,514.0,241.0,1207.0,36866.0,888.0,0.0872489
126,1853,1853,4,3,7,56,26,2,1,1,300,1853,1853,1,2,-9,10937.0,514.0,241.0,1207.0,36866.0,888.0,0.0872489,640,1853,1853,0,0,-9,-9.0,160.0,0.0,14.0,36933.0,1172.0,0.0471254
126,1853,1853,4,3,7,56,26,2,1,1,365,1853,1853,1,2,-9,19928.0,761.0,238.0,142.0,70100.0,1069.0,0.1354154,640,1853,1853,0,0,-9,-9.0,160.0,0.0,14.0,36933.0,1172.0,0.0471254
126,1853,1853,4,3,7,56,26,2,1,5,365,1853,1853,1,2,-9,19928.0,761.0,238.0,142.0,70100.0,1069.0,0.1354154,640,1853,1853,0,0,-9,-9.0,160.0,0.0,14.0,36933.0,1172.0,0.0471254
57,1853,1856,2,1,20,1035,1035,1,5,0,365,1853,1856,1,2,-9,32248.749999999978,1352.7499999999995,244.75000000000003,154.74999999999983,70849.999999999913,1083.2499999999991,0.14740522499999989,220,1853,1856,0,0,-9,32042.25,538.50000000000011,801.00000000000045,11356.000000000004,36142.500000000036,2018.9999999999995,0.13578285000000007
57,1853,1856,2,1,20,1035,1035,1,5,0,365,1853,1856,1,2,-9,32248.749999999978,1352.7499999999995,244.74999999999986,154.74999999999997,70849.9999999999,1083.2500000000005,0.147405225,325,1855,1856,0,0,-9,2402.4999999999973,52.5,20.0,110.0000000000001,5009.5000000000036,244.49999999999991,0.00990760000000001
57,1853,1856,2,1,20,1035,1035,1,5,1,365,1853,1856,1,2,-9,32248.750000000004,1352.7500000000014,244.74999999999991,154.74999999999983,70849.999999999956,1083.2500000000005,0.14740522499999992,640,1853,1856,0,0,-9,1521.2499999999984,160.0,4.9999999999999964,15.499999999999996,34653.500000000007,954.00000000000023,0.039068474999999984
57,1853,1856,2,1,20,1035,1035,1,5,5,365,1853,1856,1,2,-9,32248.750000000004,1352.7500000000014,244.74999999999991,154.74999999999983,70849.999999999956,1083.2500000000005,0.14740522499999992,640,1853,1856,0,0,-9,1521.2499999999984,160.0,4.9999999999999964,15.499999999999996,34653.500000000007,954.00000000000023,0.039068474999999984
57,1853,1856,2,1,20,1035,1035,1,5,1,365,1853,1856,1,2,-9,32248.749999999993,1352.7500000000002,244.74999999999991,154.74999999999994,70850.000000000029,1083.2500000000011,0.14740522499999986,300,1854,1856,0,0,-9,15358.333333333338,464.66666666666634,277.00000000000023,1363.6666666666663,37102.0,958.00000000000023,0.071346266666666755
57,1853,1856,2,1,20,1035,1035,1,5,0,365,1853,1856,1,2,-9,32248.749999999996,1352.7500000000005,244.74999999999986,154.75,70850.000000000044,1083.2500000000014,0.14740522500000008,200,1853,1856,0,0,-9,38589.500000000007,289.4999999999996,3233.2499999999986,70782.249999999927,27758.249999999989,4998.7499999999982,0.30418765
144,1854,1854,5,3,16,115,85,1,1,0,2,1854,1854,1,2,-9,5765.0,21.0,668.0,13632.0,26561.0,1623.0,0.0742004,200,1854,1854,0,0,-9,76329.0,234.0,3119.0,70914.0,27658.0,4943.0,0.336089
304,1854,1854,5,3,7,217,217,1,1,1,300,1854,1854,1,2,-9,17799.0,540.0,255.0,1205.0,36983.0,931.0,0.0803422,365,1854,1854,0,0,-9,31358.0,1100.0,231.0,141.0,70600.0,1079.0,0.1369681
1565,1854,1854,7,1,15,40,40,1,1,0,230,1854,1854,1,2,-9,3826.0,103.0,33.0,307.0,14742.0,643.0,0.0238907,2,1854,1854,0,0,-9,5765.0,21.0,668.0,13632.0,26561.0,1623.0,0.0742004
2367,1854,1854,3,2,17,335,335,1,3,0,350,1854,1854,1,1,-9,229.0,10.0,0.0,19.0,1045.0,0.0,0.0012484,220,1854,1854,0,0,-9,30356.0,440.0,771.0,10830.0,36230.0,1959.0,0.1253639
2367,1854,1854,3,2,17,335,335,1,3,0,350,1854,1854,1,1,-9,229.0,10.0,0.0,19.0,1045.0,0.0,0.0012484,200,1854,1854,0,0,-9,76329.0,234.0,3119.0,70914.0,27658.0,4943.0,0.336089
2367,1854,1854,3,2,17,335,335,1,3,2,350,1854,1854,1,1,-9,229.0,10.0,0.0,19.0,1045.0,0.0,0.0012484,640,1854,1854,0,0,-9,-9.0,160.0,0.0,14.0,37113.0,1186.0,0.0458849
2367,1854,1854,3,2,17,335,335,1,3,1,350,1854,1854,1,1,-9,229.0,10.0,0.0,19.0,1045.0,0.0,0.0012484,640,1854,1854,0,0,-9,-9.0,160.0,0.0,14.0,37113.0,1186.0,0.0458849
1494,1854,1855,1,2,14,184,184,1,1,0,101,1854,1855,1,1,-9,-9.0,-9.0,0.0,0.0,1398.4999999999995,0.0,0.0009801,210,1854,1855,1,1,-9,1494.9999999999998,35.499999999999972,0.0,1996.5000000000005,3194.9999999999991,292.50000000000017,0.010346299999999998
1564,1855,1855,5,3,16,3,3,1,1,0,230,1855,1855,1,2,-9,3884.0,92.0,33.0,298.0,14854.0,661.0,0.0223237,2,1855,1855,0,0,-9,5892.0,26.0,711.0,14651.0,27386.0,1760.0,0.0759974
1588,1855,1855,6,1,16,80,50,1,1,1,140,1855,1855,1,1,-9,2783.0,27.0,0.0,59.0,7803.0,117.0,0.0087025,150,1855,1855,0,0,-9,-9.0,8.0,0.0,0.0,395.0,0.0,0.0006112
380,1856,1856,5,3,16,22,22,1,1,0,200,1856,1856,1,2,-9,32369.0,382.0,3644.0,73272.0,28011.0,5162.0,0.2956996,2,1856,1856,0,0,-9,6117.0,26.0,801.0,15378.0,28212.0,1908.0,0.0784092
1495,1856,1856,6,1,7,31,1,1,1,0,210,1856,1856,1,1,-9,1631.0,38.0,0.0,1780.0,3230.0,315.0,0.010071,101,1856,1856,1,1,-9,-9.0,-9.0,0.0,0.0,1426.0,0.0,0.0009796
8,1856,1857,1,2,20,257,227,1,1,0,200,1856,1857,1,2,-9,25617.499999999993,326.99999999999983,3681.0000000000009,74294.5,28099.0,5218.4999999999973,0.29287425,630,1856,1857,0,0,-9,-9.0,18.0,0.0,0.0,6324.5000000000027,135.99999999999997,0.0059236000000000028
149,1856,1857,6,1,10,190,190,1,1,1,255,1856,1857,1,1,-9,4142.4999999999991,142.0,490.0,12314.999999999996,17439.999999999989,688.49999999999932,0.053769550000000006,225,1856,1857,0,0,-9,61.000000000000007,15.000000000000005,10.0,50.999999999999979,2466.4999999999991,0.0,0.0022322999999999991
2236,1856,1858,3,1,13,552,552,1,1,1,150,1856,1858,1,1,-9,-9.0,8.0,0.0,0.0,416.99999999999983,0.0,0.0006640000000000002,140,1856,1858,0,0,-9,2501.0000000000005,26.333333333333325,0.0,80.333333333333343,8044.6666666666642,127.66666666666669,0.0096700666666666626
1521,1857,1857,6,1,16,30,1,1,1,1,130,1857,1857,1,1,-9,-9.0,-9.0,0.0,0.0,926.0,0.0,0.0006309,100,1857,1857,0,0,-9,-9.0,1.0,0.0,0.0,2435.0,0.0,0.001385
1500,1857,1858,1,2,14,185,185,1,1,1,155,1857,1858,1,1,-9,-9.0,3.4999999999999987,0.0,29.500000000000014,1533.9999999999995,103.99999999999996,0.00223755,145,1857,1858,0,0,-9,-9.0,3.0,0.0,0.0,1169.0000000000002,0.0,0.00081494999999999962
1743,1857,1858,7,1,15,331,331,1,1,0,235,1857,1858,1,2,-9,817.49999999999966,23.0,0.0,61.000000000000028,3833.0000000000009,284.49999999999994,0.0069150999999999987,220,1857,1858,0,0,-9,20986.500000000004,477.50000000000006,931.99999999999989,13044.499999999995,36320.000000000007,2384.4999999999986,0.1354437
1593,1858,1860,1,2,17,635,605,1,1,1,135,1858,1860,1,1,-9,648.99999999999943,10.66666666666667,0.0,0.0,2395.0,0.0,0.0024561666666666638,130,1858,1860,1,1,-9,-9.0,-5.9999999999999991,0.0,0.0,950.00000000000045,0.0,0.00050183333333333341
1580,1859,1860,1,2,20,162,162,1,1,1,230,1859,1860,1,2,-9,4659.0,124.49999999999993,35.0,683.99999999999977,15609.999999999996,750.49999999999989,0.024338099999999998,600,1859,1860,0,0,-9,-9.0,10.0,0.0,0.0,1959.5000000000002,100.0,0.0022921499999999993
1580,1859,1860,1,2,20,162,162,1,1,3,230,1859,1860,1,2,-9,4659.0,124.49999999999993,35.0,683.99999999999977,15609.999999999996,750.49999999999989,0.024338099999999998,600,1859,1860,0,0,-9,-9.0,10.0,0.0,0.0,1959.5000000000002,100.0,0.0022921499999999993
112,1860,1860,1,2,20,23,23,1,2,4,325,1860,1860,1,1,-9,10808.0,184.0,20.0,235.0,23927.0,249.0,0.0286275,327,1860,1860,0,0,-9,781.0,19.0,0.0,-9.0,3162.0,184.0,0.0045924
112,1860,1860,1,2,20,23,23,1,2,1,325,1860,1860,1,1,-9,10808.0,184.0,20.0,235.0,23927.0,249.0,0.0286275,220,1860,1860,0,0,-9,25746.0,608.0,898.0,14260.0,36510.0,2742.0,0.1220797
1549,1860,1860,5,3,17,19,19,1,1,1,2,1860,1860,1,3,-9,7060.0,28.0,835.0,18282.0,31513.0,2639.0,0.0773722,70,1860,1860,0,0,-9,-9.0,26.0,0.0,53.0,8412.0,198.0,0.0051923
1631,1860,1860,5,3,1,1,1,1,3,0,2,1860,1860,1,2,-9,7060.0,28.0,835.0,18282.0,31513.0,2639.0,0.0773722,220,1860,1860,0,0,-9,25746.0,608.0,898.0,14260.0,36510.0,2742.0,0.1220797
1631,1860,1860,5,3,1,1,1,1,3,0,2,1860,1860,1,2,-9,7060.0,28.0,835.0,18282.0,31513.0,2639.0,0.0773722,230,1860,1860,0,0,-9,4913.0,125.0,35.0,753.0,15640.0,761.0,0.0219517
1631,1860,1860,5,3,1,1,1,1,3,0,2,1860,1860,1,2,-9,7060.0,28.0,835.0,18282.0,31513.0,2639.0,0.0773722,200,1860,1860,0,0,-9,25007.0,347.0,3888.0,80738.0,28778.0,5629.0,0.2764456
113,1860,1861,1,2,20,149,149,1,2,1,325,1860,1861,1,1,-9,11158.5,192.50000000000006,23.499999999999993,237.50000000000003,24017.499999999993,919.00000000000034,0.031229550000000016,329,1860,1861,0,0,-9,-9.0,91.5,0.0,-9.0,9195.5000000000036,646.00000000000057,0.015270749999999998
113,1860,1861,1,2,20,149,149,1,2,1,325,1860,1861,1,1,-9,11158.500000000007,192.50000000000003,23.500000000000004,237.50000000000003,24017.499999999993,919.00000000000023,0.031229550000000005,220,1860,1861,0,0,-9,26186.000000000004,568.00000000000023,932.49999999999977,14833.499999999998,36950.000000000007,2820.9999999999986,0.11532985000000004
306,1860,1861,8,4,7,125,125,1,1,1,220,1860,1861,1,2,-9,26186.000000000011,568.00000000000034,932.5,14833.499999999996,36949.999999999971,2821.0000000000014,0.11532985000000001,325,1860,1861,0,0,-9,11158.500000000002,192.50000000000003,23.5,237.50000000000003,24017.500000000011,918.99999999999955,0.031229549999999991
225,1861,1861,7,1,15,50,50,1,1,0,2,1861,1861,1,2,-9,95362.0,217.0,664.0,17660.0,32351.0,2759.0,0.1444292,200,1861,1861,0,0,-9,26032.0,316.0,3772.0,81520.0,28976.0,5753.0,0.2583892
227,1861,1861,3,3,14,193,193,1,2,0,365,1861,1861,1,1,-9,19949.0,864.0,320.0,400.0,73600.0,1161.0,0.0787936,200,1861,1861,0,0,-9,26032.0,316.0,3772.0,81520.0,28976.0,5753.0,0.2583892
227,1861,1861,3,3,14,193,193,1,2,3,365,1861,1861,1,1,-9,19949.0,864.0,320.0,400.0,73600.0,1161.0,0.0787936,740,1861,1861,0,0,-9,-9.0,12.0,0.0,0.0,32721.0,1788.0,0.0243355
227,1861,1861,3,3,14,193,193,1,2,2,365,1861,1861,1,1,-9,19949.0,864.0,320.0,400.0,73600.0,1161.0,0.0787936,740,1861,1861,0,0,-9,-9.0,12.0,0.0,0.0,32721.0,1788.0,0.0243355
1501,1861,1861,1,3,15,92,32,1,1,1,145,1861,1861,1,1,-9,-9.0,2.0,0.0,0.0,1212.0,0.0,0.0003917,155,1861,1861,1,1,-9,-9.0,4.0,0.0,51.0,1653.0,109.0,0.0016111
135,1861,1867,2,2,20,1924,1924,3,1,0,220,1861,1867,1,3,-9,26287.142857142844,489.42857142857139,1160.1428571428587,17797.28571428571,37829.999999999978,2971.0,0.10729662857142852,70,1861,1867,0,0,-9,672.28571428571445,24.571428571428584,0.0,64.285714285714235,8785.7142857142862,211.00000000000006,0.00561681428571429
135,1861,1867,2,2,20,1924,1924,3,1,0,230,1861,1862,1,3,-9,4611.5000000000018,119.99999999999997,41.500000000000014,843.49999999999977,15724.999999999995,794.00000000000023,0.018589350000000004,70,1861,1867,0,0,-9,672.28571428571422,24.571428571428566,0.0,64.285714285714278,8785.7142857142771,211.0,0.0056168142857142842
