dispnum3,styear,endyear,outcome,settle,hiact,maxdur,mindur,numa,numb,conttype,a_ccode,a_styear,a_endyear,a_revstate,a_revtype1,a_revtype2,a_milex,a_milper,a_irst,a_pec,a_tpop,a_upop,a_cinc,b_ccode,b_styear,b_endyear,b_revstate,b_revtype1,b_revtype2,b_milex,b_milper,b_irst,b_pec,b_tpop,b_upop,b_cinc
89,1822,1823,1,2,20,419,419,4,1,0,255,1823,1823,0,0,-9,3377.0,130.0,39.0,1500.0,11844.0,212.0,0.0492057,230,1822,1823,0,0,-9,-9.0,136.0,10.0,0.0,11627.999999999998,265.50000000000006,0.03116625000000001
89,1822,1823,1,2,20,419,419,4,1,0,365,1823,1823,0,0,-9,9261.0,684.0,149.0,14.0,50800.0,495.0,0.1560409,230,1822,1823,0,0,-9,-9.0,135.99999999999997,10.0,0.0,11628.000000000002,265.50000000000011,0.031166249999999972
89,1822,1823,1,2,20,419,419,4,1,0,300,1823,1823,0,0,-9,6136.0,272.0,72.0,100.0,31543.0,674.0,0.092077,230,1822,1823,0,0,-9,-9.0,136.0,10.0,0.0,11628.000000000004,265.49999999999983,0.031166249999999993
1735,1825,1825,5,3,17,2,2,1,1,4,325,1825,1825,0,0,-9,1024.0,27.0,10.0,0.0,4086.0,0.0,0.0101648,640,1825,1825,0,0,-9,-9.0,190.0,0.0,3.0,28100.0,872.0,0.0632651
368,1832,1833,2,2,17,249,249,2,3,4,210,1832,1833,0,0,-9,3387.5,38.0,0.0,581.50000000000034,2744.0,204.49999999999991,0.020672050000000004,200,1832,1833,0,0,-9,8758.0000000000018,144.50000000000003,680.00000000000011,31882.000000000015,24487.500000000004,2965.9999999999991,0.3021129
368,1832,1833,2,2,17,249,249,2,3,1,210,1832,1833,0,0,-9,3387.4999999999991,38.0,0.0,581.50000000000034,2744.0000000000005,204.49999999999994,0.020672049999999994,211,1832,1833,0,0,-9,2412.5,42.0,94.000000000000014,1964.5000000000002,4126.5,196.49999999999997,0.033583650000000007
368,1832,1833,2,2,17,249,249,2,3,1,210,1832,1833,0,0,-9,3387.4999999999995,38.0,0.0,581.49999999999989,2743.9999999999986,204.49999999999991,0.02067205,220,1832,1833,0,0,-9,14977.499999999998,304.99999999999994,230.50000000000003,2666.5000000000009,32809.999999999985,1092.0000000000002,0.14004745000000002
368,1832,1833,2,2,17,249,249,2,3,5,210,1832,1833,0,0,-9,3387.4999999999995,38.0,0.0,581.49999999999989,2743.9999999999986,204.49999999999991,0.02067205,220,1832,1833,0,0,-9,14977.499999999998,304.99999999999994,230.50000000000003,2666.5000000000009,32809.999999999985,1092.0000000000002,0.14004745000000002
1753,1833,1833,7,1,15,100,100,1,1,0,100,1833,1833,0,0,-9,-9.0,3.0,0.0,0.0,1625.0,0.0,0.0014099,220,1833,1833,1,2,-9,14117.0,299.0,236.0,2779.0,32890.0,1106.0,0.1385674
1524,1834,1834,7,1,15,212,155,1,1,0,100,1834,1834,0,0,-9,-9.0,3.0,0.0,0.0,1655.0,0.0,0.0014364,2,1834,1834,0,0,-9,2073.0,13.0,240.0,1291.0,14582.0,295.0,0.0477735
301,1835,1835,3,1,8,61,2,1,1,0,220,1835,1835,0,0,-9,11823.0,289.0,295.0,3282.0,33260.0,1163.0,0.1364132,2,1835,1835,1,2,-9,2001.0,14.0,260.0,1650.0,15003.0,324.0,0.04852
1555,1836,1836,8,3,14,119,89,1,1,1,2,1836,1836,0,0,-9,2571.0,17.0,280.0,1807.0,15423.0,356.0,0.050953,70,1836,1836,0,0,-9,-9.0,25.0,0.0,1.0,6729.0,138.0,0.0094143
1554,1836,1837,7,1,15,182,122,1,1,1,70,1836,1837,0,0,-9,-9.0,25.0,0.0,1.0,6765.0000000000018,139.0,0.0095805500000000019,2,1836,1837,0,0,-9,2845.9999999999991,19.5,285.0,1917.0,15633.000000000002,373.49999999999994,0.052244699999999991
1623,1836,1837,8,1,15,374,374,1,1,0,100,1836,1837,0,0,-9,-9.0,3.0,0.0,0.0,1733.5000000000002,0.0,0.0014495000000000005,200,1836,1837,0,0,-9,8084.5000000000073,143.0,999.99999999999955,36075.0,25483.500000000004,3301.9999999999991,0.30015265000000019
1553,1838,1838,5,3,16,30,1,1,1,1,70,1838,1838,0,0,-9,-9.0,25.0,0.0,1.0,6875.0,142.0,0.0096588,2,1838,1838,0,0,-9,3083.0,18.0,310.0,1922.0,16264.0,429.0,0.0532727
1556,1839,1839,7,3,15,31,1,1,1,1,2,1839,1839,0,0,-9,2012.0,19.0,330.0,2159.0,16684.0,471.0,0.0508006,70,1839,1839,0,0,-9,-9.0,25.0,0.0,3.0,6948.0,144.0,0.0094783
1586,1846,1846,5,3,13,182,182,1,1,1,160,1846,1846,0,0,-9,199.0,-9.0,0.0,29.0,790.0,108.0,0.0027282,150,1846,1846,1,2,-9,-9.0,8.0,0.0,0.0,311.0,0.0,0.0008368
1498,1846,1847,4,4,8,92,92,2,1,0,135,1846,1847,0,0,-9,-9.0,10.500000000000005,0.0,0.0,1798.0,0.0,0.0019320500000000005,230,1846,1847,1,3,-9,2210.9999999999986,121.0,38.0,142.00000000000003,13932.5,521.00000000000011,0.028161050000000007
1498,1846,1847,4,4,8,92,92,2,1,0,155,1846,1847,0,0,-9,-9.0,2.4999999999999996,0.0,10.499999999999998,1183.9999999999998,0.0,0.00094684999999999973,230,1846,1847,1,3,-9,2210.9999999999995,121.0,38.0,142.00000000000003,13932.5,520.99999999999989,0.028161050000000007
19,1848,1849,5,1,20,434,434,1,3,0,300,1848,1849,0,0,-9,11272.999999999998,408.5,149.49999999999997,898.99999999999989,36379.000000000015,788.99999999999977,0.082898400000000011,337,1848,1848,0,0,-9,219.0,6.0,0.0,-9.0,1547.0,103.0,0.0034357
19,1848,1849,5,1,20,434,434,1,3,1,300,1848,1849,0,0,-9,11272.999999999998,408.5,149.49999999999994,898.99999999999989,36378.999999999985,789.0,0.082898400000000039,332,1848,1848,0,0,-9,-9.0,3.0,0.0,-9.0,576.0,0.0,0.0007266
375,1848,1849,6,1,20,466,466,4,4,0,240,1848,1848,0,0,-9,244.0,22.0,10.0,56.0,1759.0,0.0,0.0032822,365,1848,1848,0,0,-9,18003.0,526.0,198.0,107.0,67100.0,1035.0,0.1225773
375,1848,1849,6,1,20,466,466,4,4,5,240,1848,1848,0,0,-9,244.0,22.0,10.0,56.0,1759.0,0.0,0.0032822,200,1848,1848,0,0,-9,14883.0,208.0,2090.0,53858.0,27820.0,4339.0,0.3041608
375,1848,1849,6,1,20,466,466,4,4,5,240,1848,1848,0,0,-9,244.0,22.0,10.0,56.0,1759.0,0.0,0.0032822,380,1848,1848,0,0,-9,593.0,47.0,143.0,52.0,4743.0,0.0,0.0121058
375,1848,1849,6,1,20,466,466,4,4,0,245,1849,1849,0,0,-9,800.0,58.0,20.0,91.0,4512.0,0.0,0.0082606,365,1848,1848,0,0,-9,18003.0,526.0,198.0,107.0,67100.0,1035.0,0.1225773
375,1848,1849,6,1,20,466,466,4,4,0,245,1849,1849,0,0,-9,800.0,58.0,20.0,91.0,4512.0,0.0,0.0082606,380,1848,1848,0,0,-9,593.0,47.0,143.0,52.0,4743.0,0.0,0.0121058
375,1848,1849,6,1,20,466,466,4,4,0,269,1849,1849,0,0,-9,299.0,26.0,20.0,-9.0,1886.0,0.0,0.0046492,380,1848,1848,0,0,-9,593.0,47.0,143.0,52.0,4743.0,0.0,0.0121058
375,1848,1849,6,1,20,466,466,4,4,0,269,1849,1849,0,0,-9,299.0,26.0,20.0,-9.0,1886.0,0.0,0.0046492,365,1848,1848,0,0,-9,18003.0,526.0,198.0,107.0,67100.0,1035.0,0.1225773
375,1848,1849,6,1,20,466,466,4,4,0,269,1849,1849,0,0,-9,299.0,26.0,20.0,-9.0,1886.0,0.0,0.0046492,200,1848,1848,0,0,-9,14883.0,208.0,2090.0,53858.0,27820.0,4339.0,0.3041608
375,1848,1849,6,1,20,466,466,4,4,0,245,1849,1849,0,0,-9,800.0,58.0,20.0,91.0,4512.0,0.0,0.0082606,200,1848,1848,0,0,-9,14883.0,208.0,2090.0,53858.0,27820.0,4339.0,0.3041608
19,1848,1849,5,1,20,434,434,1,3,1,300,1848,1849,0,0,-9,11272.999999999996,408.49999999999994,149.49999999999997,898.99999999999989,36379.000000000007,789.00000000000034,0.082898400000000039,325,1848,1849,1,1,-9,3815.5,70.0,20.0,58.5,4922.0,237.50000000000006,0.0179754
375,1848,1849,6,1,20,466,466,4,4,0,245,1849,1849,0,0,-9,800.0,58.0,20.0,91.0,4512.0,0.0,0.0082606,390,1848,1849,0,0,-9,319.5,34.000000000000007,0.0,110.00000000000003,2306.0,132.0,0.0057353
375,1848,1849,6,1,20,466,466,4,4,4,240,1848,1848,0,0,-9,244.0,22.0,10.0,56.0,1759.0,0.0,0.0032822,390,1848,1849,0,0,-9,319.49999999999989,34.000000000000007,0.0,110.00000000000001,2306.0000000000009,132.0,0.0057353000000000022
375,1848,1849,6,1,20,466,466,4,4,0,269,1849,1849,0,0,-9,299.0,26.0,20.0,-9.0,1886.0,0.0,0.0046492,390,1848,1849,0,0,-9,319.5,34.000000000000007,0.0,110.0,2305.9999999999995,132.0,0.0057352999999999987
236,1849,1849,5,3,7,39,39,3,1,5,640,1849,1849,0,0,-9,-9.0,140.0,0.0,11.0,36221.0,1122.0,0.0481157,365,1849,1849,1,2,-9,17790.0,699.0,190.0,107.0,67800.0,1041.0,0.1306852
236,1849,1849,5,3,7,39,39,3,1,1,640,1849,1849,0,0,-9,-9.0,140.0,0.0,11.0,36221.0,1122.0,0.0481157,365,1849,1849,1,2,-9,17790.0,699.0,190.0,107.0,67800.0,1041.0,0.1306852
236,1849,1849,5,3,7,39,39,3,1,0,200,1849,1849,0,0,-9,12008.0,203.0,2170.0,56525.0,27714.0,4435.0,0.304769,365,1849,1849,1,2,-9,17790.0,699.0,190.0,107.0,67800.0,1041.0,0.1306852
236,1849,1849,5,3,7,39,39,3,1,0,220,1849,1849,0,0,-9,19339.0,465.0,414.0,6356.0,35550.0,1607.0,0.1321712,365,1849,1849,1,2,-9,17790.0,699.0,190.0,107.0,67800.0,1041.0,0.1306852
1493,1849,1849,5,3,15,92,32,1,1,0,101,1849,1849,0,0,-9,-9.0,-9.0,0.0,0.0,1301.0,0.0,0.000965,210,1849,1849,0,0,-9,1416.0,31.0,0.0,1256.0,3060.0,224.0,0.0114292
2012,1850,1851,4,3,14,62,2,1,1,1,160,1850,1851,0,0,-9,237.99999999999991,4.4999999999999991,0.0,53.499999999999979,946.99999999999989,113.00000000000003,0.0028976499999999973,150,1850,1851,1,2,-9,-9.0,8.0,0.0,0.0,350.50000000000017,0.0,0.00078880000000000009
1528,1851,1852,1,2,20,309,280,1,1,1,140,1851,1852,0,0,-9,1211.0000000000005,21.499999999999993,0.0,54.499999999999993,7400.0000000000009,108.99999999999997,0.0094287000000000034,160,1851,1852,1,1,-9,-9.0,6.0000000000000009,0.0,59.999999999999986,986.0,114.49999999999999,0.0026986499999999982
1523,1852,1852,5,3,8,140,110,2,1,1,100,1852,1852,0,0,-9,-9.0,2.0,0.0,0.0,2274.0,0.0,0.0014551,135,1852,1852,1,3,-9,-9.0,11.0,0.0,0.0,2112.0,0.0,0.0019935
1523,1852,1852,5,3,8,140,110,2,1,1,155,1852,1852,0,0,-9,-9.0,3.0,0.0,20.0,1358.0,0.0,0.001036,135,1852,1852,1,3,-9,-9.0,11.0,0.0,0.0,2112.0,0.0,0.0019935
3326,1853,1853,5,3,16,69,69,1,1,1,300,1853,1853,0,0,-9,10937.0,514.0,241.0,1207.0,36866.0,888.0,0.0872489,325,1853,1853,0,0,-9,1444.0,51.0,20.0,109.0,4978.0,242.0,0.0115404
1550,1855,1855,5,3,17,31,1,1,1,1,2,1855,1855,0,0,-9,5892.0,26.0,711.0,14651.0,27386.0,1760.0,0.0759974,70,1855,1855,0,0,-9,-9.0,26.0,0.0,22.0,7917.0,184.0,0.0078971
1522,1856,1856,4,3,7,109,109,1,1,0,2,1856,1856,0,0,-9,6117.0,26.0,801.0,15378.0,28212.0,1908.0,0.0784092,100,1856,1856,1,2,-9,-9.0,2.0,0.0,0.0,2402.0,0.0,0.0014066
1757,1856,1857,4,4,7,123,63,1,1,0,200,1856,1857,0,0,-9,25617.5,327.0,3681.0000000000005,74294.5,28099.000000000004,5218.5000000000018,0.29287425,100,1856,1857,1,2,-9,-9.0,1.4999999999999998,0.0,0.0,2418.4999999999995,0.0,0.0013958000000000002
207,1858,1858,3,3,16,159,129,1,1,0,200,1858,1858,0,0,-9,19531.0,292.0,3511.0,73912.0,28390.0,5391.0,0.2895613,2,1858,1858,1,2,-9,7297.0,29.0,640.0,16015.0,29862.0,2244.0,0.0834308
1628,1858,1858,6,1,13,119,89,2,1,0,200,1858,1858,0,0,-9,19531.0,292.0,3511.0,73912.0,28390.0,5391.0,0.2895613,101,1858,1858,0,0,-9,-9.0,10.0,0.0,0.0,1464.0,0.0,0.0014177
1628,1858,1858,6,1,13,119,89,2,1,0,220,1858,1858,0,0,-9,19967.0,427.0,872.0,12941.0,36340.0,2451.0,0.1314255,101,1858,1858,0,0,-9,-9.0,10.0,0.0,0.0,1464.0,0.0,0.0014177
2322,1858,1858,4,3,15,128,98,1,1,0,135,1858,1858,0,0,-9,-9.0,12.0,0.0,0.0,2363.0,0.0,0.0020285,2,1858,1858,0,0,-9,7297.0,29.0,640.0,16015.0,29862.0,2244.0,0.0834308
115,1859,1859,2,1,20,165,165,2,2,1,255,1859,1859,0,0,-9,4553.0,153.0,490.0,11650.0,17994.0,713.0,0.0537894,325,1859,1859,1,1,-9,5716.0,53.0,20.0,193.0,5054.0,248.0,0.0147915
115,1859,1859,2,1,20,165,165,2,2,1,255,1859,1859,0,0,-9,4553.0,153.0,490.0,11650.0,17994.0,713.0,0.0537894,220,1859,1859,0,0,-9,32307.0,465.0,864.0,13081.0,36500.0,2592.0,0.1387151
115,1859,1859,2,1,20,165,165,2,2,1,300,1859,1859,0,0,-9,22828.0,355.0,318.0,2174.0,37579.0,1074.0,0.0822447,325,1859,1859,1,1,-9,5716.0,53.0,20.0,193.0,5054.0,248.0,0.0147915
115,1859,1859,2,1,20,165,165,2,2,0,300,1859,1859,0,0,-9,22828.0,355.0,318.0,2174.0,37579.0,1074.0,0.0822447,220,1859,1859,0,0,-9,32307.0,465.0,864.0,13081.0,36500.0,2592.0,0.1387151
1594,1859,1859,7,4,15,91,33,1,1,0,135,1859,1859,0,0,-9,-9.0,10.0,0.0,0.0,2397.0,0.0,0.0018975,230,1859,1859,0,0,-9,4405.0,124.0,35.0,615.0,15580.0,740.0,0.0267245
1629,1859,1859,7,1,15,2,2,1,1,0,200,1859,1859,0,0,-9,24324.0,315.0,3773.0,75908.0,28591.0,5509.0,0.2904985,150,1859,1859,0,0,-9,-9.0,8.0,0.0,0.0,439.0,0.0,0.0007289
1630,1859,1859,5,3,15,31,1,1,1,0,101,1859,1859,0,0,-9,-9.0,10.0,0.0,0.0,1484.0,0.0,0.0014102,200,1859,1859,0,0,-9,24324.0,315.0,3773.0,75908.0,28591.0,5509.0,0.2904985
1548,1859,1860,5,4,12,45,45,1,1,1,2,1859,1860,0,0,-9,6348.9999999999982,28.5,799.0,17858.499999999996,31099.999999999989,2536.0000000000014,0.080223299999999956,70,1859,1860,0,0,-9,-9.0,26.0,0.0,48.0,8357.0000000000018,196.5,0.0066707000000000016
2242,1860,1860,5,3,1,1,1,1,1,1,155,1860,1860,0,0,-9,-9.0,4.0,0.0,50.0,1618.0,108.0,0.0016663,135,1860,1860,1,4,-9,1965.0,10.0,0.0,0.0,2425.0,0.0,0.0034425
1762,1862,1863,7,1,15,219,190,1,1,0,140,1862,1863,0,0,-9,1079.0000000000002,17.5,0.0,176.50000000000003,8744.0000000000018,185.99999999999989,0.00510635,200,1862,1863,0,0,-9,22889.5,308.50000000000006,4293.9999999999991,85298.500000000015,29358.000000000004,5961.9999999999973,0.25079289999999993
3245,1862,1864,4,1,17,884,825,1,1,1,365,1862,1864,0,0,-9,23334.333333333336,876.33333333333326,276.66666666666663,366.66666666666634,74266.666666666672,1193.0000000000007,0.0727220333333333,710,1862,1864,1,1,-9,-9.0,1000.0,10.0,0.0,365438.00000000017,-9.0,0.16483310000000007
13,1863,1863,1,2,15,134,134,3,1,0,2,1863,1863,0,0,-9,119662.0,960.0,860.0,21157.0,34026.0,3018.0,0.178967,740,1863,1863,0,0,-9,-9.0,0.0,0.0,0.0,33091.0,1850.0,0.0242581
13,1863,1863,1,2,15,134,134,3,1,0,220,1863,1863,0,0,-9,27082.0,493.0,1157.0,16505.0,37710.0,2992.0,0.1023744,740,1863,1863,0,0,-9,-9.0,0.0,0.0,0.0,33091.0,1850.0,0.0242581
194,1863,1864,1,2,20,461,461,7,2,0,271,1863,1864,0,0,-9,326.49999999999983,11.0,10.0,-9.0,1738.0000000000007,0.0,0.0013147500000000006,200,1863,1864,0,0,-9,22041.000000000004,300.99999999999983,4713.5000000000045,89029.000000000044,29575.999999999989,6105.5,0.24719329999999998
194,1863,1864,1,2,20,461,461,7,2,0,300,1863,1864,0,0,-9,10450.500000000004,287.99999999999983,360.00000000000017,3110.4999999999995,36294.999999999985,1035.5000000000005,0.0401154,390,1863,1864,0,0,-9,615.50000000000011,28.500000000000011,0.0,266.00000000000011,2203.5000000000005,163.00000000000003,0.0031454499999999984
194,1863,1864,1,2,20,461,461,7,2,0,300,1863,1864,0,0,-9,10450.499999999995,288.00000000000017,359.99999999999983,3110.5000000000009,36295.0,1035.5,0.040115399999999996,200,1863,1864,0,0,-9,22040.999999999978,301.00000000000006,4713.4999999999991,89029.0,29576.0,6105.5000000000009,0.24719330000000006
194,1863,1864,1,2,20,461,461,7,2,0,269,1863,1864,0,0,-9,333.0,27.0,15.000000000000002,2397.4999999999995,2302.9999999999986,142.50000000000009,0.0052119999999999988,390,1863,1864,0,0,-9,615.50000000000057,28.500000000000007,0.0,265.99999999999989,2203.5000000000005,162.99999999999997,0.0031454500000000015
194,1863,1864,1,2,20,461,461,7,2,4,240,1863,1864,0,0,-9,397.5,27.0,44.999999999999979,200.99999999999997,1917.9999999999998,0.0,0.0025027999999999995,390,1863,1864,0,0,-9,615.50000000000011,28.500000000000004,0.0,265.99999999999989,2203.5000000000014,163.0,0.00314545
194,1863,1864,1,2,20,461,461,7,2,5,240,1863,1864,0,0,-9,397.50000000000006,27.0,44.999999999999986,200.99999999999994,1918.0000000000005,0.0,0.0025028000000000003,200,1863,1864,0,0,-9,22041.000000000007,300.99999999999983,4713.4999999999991,89029.000000000029,29575.999999999996,6105.5000000000009,0.24719330000000006
194,1863,1864,1,2,20,461,461,7,2,0,275,1863,1864,0,0,-9,141.50000000000003,12.0,10.0,-9.0,854.49999999999989,0.0,0.00098595000000000041,390,1863,1864,0,0,-9,615.49999999999989,28.500000000000004,0.0,266.00000000000006,2203.5,163.00000000000003,0.0031454499999999993
194,1863,1864,1,2,20,461,461,7,2,0,269,1863,1864,0,0,-9,332.99999999999994,27.0,14.999999999999993,2397.5000000000005,2302.9999999999991,142.5,0.0052119999999999988,200,1863,1864,0,0,-9,22040.999999999989,300.99999999999983,4713.5000000000018,89028.999999999971,29575.999999999996,6105.4999999999964,0.24719329999999995
194,1863,1864,1,2,20,461,461,7,2,0,267,1863,1863,0,0,-9,245.0,8.0,10.0,-9.0,1420.0,0.0,0.0010945,200,1863,1864,0,0,-9,22041.0,301.00000000000011,4713.4999999999982,89029.0,29576.000000000004,6105.5,0.24719329999999995
194,1863,1864,1,2,20,461,461,7,2,0,267,1863,1863,0,0,-9,245.0,8.0,10.0,-9.0,1420.0,0.0,0.0010945,390,1863,1864,0,0,-9,615.5,28.500000000000004,0.0,266.0,2203.5,163.0,0.00314545
194,1863,1864,1,2,20,461,461,7,2,0,271,1863,1864,0,0,-9,326.5,11.0,10.0,-9.0,1737.9999999999995,0.0,0.0013147499999999997,390,1863,1864,0,0,-9,615.49999999999943,28.500000000000007,0.0,266.00000000000028,2203.5000000000005,163.0,0.003145450000000001
194,1863,1864,1,2,20,461,461,7,2,0,275,1863,1864,0,0,-9,141.50000000000003,12.0,10.0,-9.0,854.49999999999989,0.0,0.00098595000000000063,200,1863,1864,0,0,-9,22041.000000000011,300.99999999999989,4713.5000000000018,89028.999999999956,29575.999999999993,6105.4999999999982,0.2471933
1590,1863,1870,2,2,20,2405,2375,1,2,1,150,1863,1870,0,0,-9,-9.0,28.874999999999993,0.0,0.0,369.62500000000051,0.0,0.0013436750000000014,140,1863,1870,1,4,-9,2920.8749999999982,55.124999999999972,0.0,186.49999999999983,9046.5000000000036,262.37500000000023,0.0088006875000000151
1590,1863,1870,2,2,20,2405,2375,1,2,1,150,1863,1870,0,0,-9,-9.0,28.875000000000014,0.0,0.0,369.62500000000074,0.0,0.001343675000000001,160,1865,1870,1,4,-9,495.49999999999972,15.0,0.0,192.33333333333357,1707.9999999999998,175.00000000000011,0.0028258999999999997
509,1866,1866,5,3,1,3,3,1,1,1,255,1866,1866,0,0,-9,6268.0,214.0,977.0,23397.0,24342.0,1155.0,0.0658419,220,1866,1866,1,1,-9,24182.0,458.0,1260.0,20124.0,38080.0,2644.0,0.1093204
2043,1866,1866,4,2,7,1,1,1,1,0,2,1866,1866,0,0,-9,17821.0,77.0,1225.0,26846.0,36538.0,3452.0,0.0981717,140,1866,1866,0,0,-9,2609.0,77.0,0.0,171.0,8221.0,247.0,0.0093401
1497,1869,1869,5,3,15,28,1,1,1,0,101,1869,1869,0,0,-9,351.0,5.0,0.0,0.0,1693.0,0.0,0.0009851,210,1869,1869,0,0,-9,2006.0,39.0,0.0,1651.0,3610.0,391.0,0.008479
88,1870,1871,2,2,20,235,235,4,1,1,220,1870,1871,0,0,-9,56694.5,726.00000000000011,1018.9999999999992,18935.500000000007,37315.0,3368.4999999999995,0.13236085000000003,267,1870,1870,0,0,-9,795.0,14.0,10.0,-9.0,1458.0,0.0,0.0020298
88,1870,1871,2,2,20,235,235,4,1,0,220,1870,1871,0,0,-9,56694.499999999993,725.99999999999966,1018.9999999999998,18935.500000000004,37314.999999999978,3368.5,0.13236084999999997,271,1870,1870,0,0,-9,435.0,14.0,10.0,-9.0,1806.0,0.0,0.0017541
88,1870,1871,2,2,20,235,235,4,1,1,220,1870,1871,0,0,-9,56694.499999999993,726.00000000000034,1019.0000000000001,18935.5,37314.999999999993,3368.4999999999991,0.13236085,245,1870,1870,0,0,-9,1247.0,-9.0,30.0,285.0,4851.0,173.0,0.0044664
220,1870,1870,4,3,10,73,73,3,1,0,325,1870,1870,0,0,-9,8053.0,174.0,20.0,1028.0,25860.0,1830.0,0.0313085,710,1870,1870,0,0,-9,-9.0,1000.0,10.0,0.0,346694.0,-9.0,0.1706882
220,1870,1870,4,3,10,73,73,3,1,0,2,1870,1870,0,0,-9,13128.0,50.0,1692.0,37779.0,39905.0,4130.0,0.0989996,710,1870,1870,0,0,-9,-9.0,1000.0,10.0,0.0,346694.0,-9.0,0.1706882
2117,1870,1870,4,3,16,2,2,1,1,1,2,1870,1870,0,0,-9,13128.0,50.0,1692.0,37779.0,39905.0,4130.0,0.0989996,70,1870,1870,0,0,-9,1440.0,18.0,0.0,83.0,9210.0,231.0,0.005307
88,1870,1871,2,2,20,235,235,4,1,1,220,1870,1871,0,0,-9,56694.499999999978,725.99999999999989,1019.0000000000005,18935.499999999993,37314.999999999985,3368.5000000000014,0.13236085000000006,255,1870,1871,1,4,-9,35198.499999999993,659.49999999999977,1342.4999999999991,30472.999999999996,36111.999999999971,1769.4999999999998,0.11294679999999997
2168,1871,1871,4,3,1,1,1,1,1,1,255,1871,1871,0,0,-9,27404.0,1000.0,1424.0,32129.0,41030.0,1832.0,0.1198476,220,1871,1871,0,0,-9,54323.0,1000.0,860.0,18921.0,36190.0,3395.0,0.1373235
2169,1871,1871,5,3,7,6,6,1,1,1,220,1871,1871,0,0,-9,54323.0,1000.0,860.0,18921.0,36190.0,3395.0,0.1373235,255,1871,1871,0,0,-9,27404.0,1000.0,1424.0,32129.0,41030.0,1832.0,0.1198476
1503,1872,1872,5,3,7,111,81,1,1,1,135,1872,1872,0,0,-9,1058.0,10.0,0.0,0.0,2642.0,0.0,0.0022078,155,1872,1872,1,3,-9,627.0,5.0,0.0,88.0,1982.0,124.0,0.002111
1632,1872,1872,1,3,15,2,2,1,1,0,255,1872,1872,0,0,-9,13570.0,427.0,1828.0,34621.0,41185.0,1967.0,0.0975071,41,1872,1872,0,0,-9,-9.0,4.0,0.0,0.0,637.0,0.0,0.0003498
2045,1876,1876,4,2,7,16,1,1,1,0,325,1876,1876,0,0,-9,8066.0,156.0,19.0,1547.0,27550.0,2216.0,0.030691,92,1876,1876,0,0,-9,164.0,1.0,0.0,0.0,555.0,0.0,0.0002963
3323,1876,1876,5,3,7,31,1,1,1,0,200,1876,1876,0,0,-9,22307.0,244.0,6661.0,120198.0,33200.0,8315.0,0.2349572,365,1876,1876,1,2,-9,34424.0,859.0,443.0,3298.0,91400.0,2521.0,0.1015464
1635,1877,1877,5,3,11,141,112,1,1,1,300,1877,1877,0,0,-9,9838.0,278.0,388.0,7342.0,36950.0,1442.0,0.0416889,325,1877,1877,0,0,-9,8933.0,152.0,16.0,1431.0,27710.0,2253.0,0.0302086
2835,1878,1878,5,3,10,31,1,1,1,2,640,1878,1878,0,0,-9,-9.0,336.0,10.0,89.0,34409.0,875.0,0.0266848,350,1878,1878,1,1,-9,498.0,13.0,0.0,70.0,1655.0,101.0,0.001692
2835,1878,1878,5,3,10,31,1,1,1,1,640,1878,1878,0,0,-9,-9.0,336.0,10.0,89.0,34409.0,875.0,0.0266848,350,1878,1878,1,1,-9,498.0,13.0,0.0,70.0,1655.0,101.0,0.001692
104,1880,1880,6,1,7,153,93,1,1,1,365,1880,1880,0,0,-9,30408.0,909.0,449.0,5222.0,97700.0,3101.0,0.1044881,710,1880,1880,1,1,-9,-9.0,1000.0,20.0,0.0,367030.0,-9.0,0.1628285
1763,1880,1880,8,4,15,245,185,1,1,0,160,1880,1880,0,0,-9,784.0,9.0,0.0,392.0,2457.0,272.0,0.0029934,200,1880,1880,0,0,-9,21448.0,248.0,7873.0,131039.0,34623.0,9229.0,0.2184708
506,1881,1881,5,3,7,51,21,1,1,0,710,1881,1881,0,0,-9,-9.0,1000.0,20.0,2.0,369128.0,-9.0,0.1598976,220,1881,1881,1,1,-9,36993.0,578.0,1886.0,29421.0,37590.0,3829.0,0.1105362
1683,1883,1884,5,3,16,333,303,1,1,0,41,1883,1884,0,0,-9,117.50000000000003,6.0000000000000044,0.0,0.0,844.49999999999989,0.0,0.00054080000000000013,200,1883,1884,1,2,-9,25730.500000000004,239.50000000000006,8301.4999999999982,142478.49999999991,35587.000000000015,9926.5000000000018,0.2097159
202,1883,1885,2,2,20,788,788,1,1,0,710,1883,1885,0,0,-9,-9.0,1000.0,20.0,129.33333333333323,375497.33333333326,-9.0,0.16201336666666669,220,1883,1885,1,2,-9,36646.333333333372,520.33333333333314,1857.3333333333339,31195.333333333325,37993.333333333314,3978.6666666666683,0.10547710000000002
119,1885,1885,6,1,10,72,72,1,1,0,200,1885,1885,0,0,-9,38021.0,256.0,7534.0,139339.0,36015.0,10208.0,0.2157365,365,1885,1885,1,1,-9,25140.0,803.0,528.0,5870.0,108800.0,3750.0,0.0940839
1488,1885,1885,5,3,7,61,2,3,1,0,200,1885,1885,0,0,-9,38021.0,256.0,7534.0,139339.0,36015.0,10208.0,0.2157365,740,1885,1885,1,2,-9,1873.0,52.0,2.0,1394.0,38313.0,2381.0,0.0203826
